,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2020-12-31,"$3,115","$2,781","$1,629",-,$999,"$8,524","$1,810","$1,513","$11,176",$279,"$16,569","$25,093","$5,110","$10,036","$1,724","$13,405","$18,515",$9,"$1,643",$-745,-,"$6,578","$25,093"
2020-09-30,"$3,848","$2,872","$1,581",-,"$1,033","$9,334","$1,676","$1,696","$10,930",$256,"$16,394","$25,728","$5,182","$11,751","$1,738","$15,109","$20,291",$9,$932,"$-1,172",-,"$5,437","$25,728"
2020-06-30,"$2,704","$2,665","$1,639",-,"$1,045","$8,053","$1,651","$1,697","$10,759",$233,"$16,123","$24,176","$4,789","$11,728","$1,698","$15,021","$19,810",$9,$191,"$-1,479",-,"$4,366","$24,176"
2020-03-31,$768,"$2,674","$1,556",-,$970,"$5,968","$1,638","$1,664","$10,662",$277,"$16,033","$22,001","$4,451","$11,029","$1,170","$14,524","$18,975",-,-,"$-1,736","$4,433","$3,026","$22,001"
2019-12-31,$952,"$2,726","$1,332",-,$949,"$5,959","$1,663","$1,739","$10,967",$256,"$16,447","$22,406","$4,469",$82,"$1,183","$3,502","$7,971",-,-,"$-1,253","$15,355","$14,435","$22,406"
2019-09-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2019-06-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2019-03-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018-12-31,"$1,129","$2,673","$1,363",-,$944,"$6,109",-,"$1,770","$11,063",$744,"$13,975","$21,737","$4,466",-,"$1,722","$3,002","$7,468",-,-,-,"$14,269","$14,269","$21,737"
2017-12-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
