,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity
2021-01-31,"$4,165","$6,816","$2,791",-,"$2,300","$16,072","$5,573","$2,211","$19,010",-,"$37,379","$53,451","$17,931","$11,963","$7,298","$19,261","$37,192",$13,"$-8,332","$-3,896",-,"$16,259","$53,451"
2020-10-31,"$4,233","$7,180","$2,674",-,"$2,469","$16,556","$5,625","$2,170","$19,120",-,"$37,459","$54,015","$18,738","$12,186","$6,995","$19,181","$37,919",$13,"$-8,375","$-3,939",-,"$16,096","$54,015"
2020-07-31,"$8,465","$6,653","$3,469",-,"$2,796","$21,383","$5,709","$2,269","$18,276",-,"$36,856","$58,239","$21,610","$13,730","$6,693","$20,423","$42,033",$13,"$-8,377","$-3,756",-,"$16,206","$58,239"
2020-04-30,"$5,131","$6,240","$3,476",-,"$3,136","$17,983","$5,588","$2,276","$18,373",-,"$36,532","$54,515","$20,197","$11,553","$6,507","$18,060","$38,257",$13,"$-8,385","$-3,625",-,"$16,258","$54,515"
2020-01-31,"$3,171","$6,455","$2,560",-,"$2,565","$14,751","$5,711","$2,290","$19,313",-,"$37,493","$52,244","$18,754","$9,362","$6,885","$16,247","$35,001",$13,"$-7,411","$-3,700",-,"$17,243","$52,244"
2019-10-31,"$3,753","$6,529","$2,387",-,"$2,474","$15,143","$6,054","$2,254","$19,434",-,"$36,660","$51,803","$19,159","$9,395","$6,100","$15,495","$34,654",$13,"$-7,632","$-3,727",-,"$17,149","$51,803"
2019-07-31,"$3,693","$6,532","$2,216",-,"$2,676","$15,117","$6,000","$2,346","$18,205",-,"$35,643","$50,760","$17,158","$10,453","$5,569","$16,022","$33,180",$13,"$-7,959","$-3,150",-,"$17,580","$50,760"
2019-04-30,"$3,585","$6,596","$2,182",-,"$2,637","$15,000","$6,138","$2,421","$18,264",-,"$36,140","$51,140","$16,077","$10,332","$6,490","$16,822","$32,899",$13,"$-7,765","$-3,180",-,"$18,241","$51,140"
2019-01-31,"$3,781","$6,670","$2,300",-,"$2,681","$15,432","$6,141","$2,413","$18,334",-,"$36,326","$51,758","$16,459","$10,280","$6,684","$16,964","$33,423",$14,"$-8,034","$-3,294",-,"$18,335","$51,758"
2018-10-31,"$4,880","$6,659","$2,447",-,"$3,286","$17,272","$6,138","$2,398","$18,326",-,"$38,221","$55,493","$17,198","$10,136","$6,885","$17,021","$34,219",$14,"$-5,899","$-3,218",-,"$21,274","$55,493"
