,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$3,102","$2,448",$654,-,$162,-,"$2,806",$296,$-69,$227,$7,$220,-,$227,-,$227,$465,$296,326,333,$0.69,$0.69
2020-09-30,"$3,093","$2,430",$663,-,$121,-,"$2,719",$374,$-69,$305,$73,$232,-,$240,-,$241,$534,$374,327,333,$0.74,$0.72
2020-06-30,"$2,801","$2,230",$571,-,$111,-,"$2,623",$178,$-67,$111,$23,$88,-,$92,-,$94,$348,$178,326,332,$0.29,$0.28
2020-03-31,"$2,785","$2,215",$570,-,$131,-,"$2,630",$155,$-111,$44,$-4,$48,-,$23,-,$23,$324,$155,325,332,$0.07,$0.07
2019-12-31,"$2,719","$2,159",$560,-,$89,-,"$2,513",$206,$-83,$123,$-2,$125,-,$130,-,$160,$374,$206,331,340,$0.49,$0.47
2019-09-30,"$2,953","$2,363",$590,-,$90,-,"$2,755",$198,$-79,$119,$32,$87,-,$92,-,$92,$367,$198,331,341,$0.28,$0.27
2019-06-30,"$3,017","$2,428",$589,-,$111,-,"$2,710",$307,$-81,$226,$31,$195,-,$197,-,$197,$478,$307,333,342,$0.59,$0.58
2019-03-31,"$2,785","$2,253",$532,-,$127,-,"$2,564",$221,$-81,$140,$10,$130,-,$117,-,$117,$391,$221,334,343,$0.35,$0.34
2018-12-31,"$2,803","$2,246",$557,-,$126,-,"$2,605",$198,$-75,$123,$-35,$158,-,$149,-,$151,$371,$198,345,352,$0.45,$0.43
2018-09-30,"$2,946","$2,362",$584,-,$113,-,"$2,678",$268,$-76,$192,$140,$52,-,$59,-,$59,$439,$268,343,350,$0.17,$0.17
2018-06-30,"$3,101","$2,484",$617,-,$127,-,"$2,858",$243,$-77,$166,$46,$120,-,$120,-,$119,$421,$243,348,355,$0.34,$0.34
2018-03-31,"$2,785","$2,237",$548,-,$112,-,"$2,559",$226,$-74,$152,$34,$118,-,$125,-,$125,$406,$226,350,358,$0.36,$0.35
2017-12-31,"$2,747","$2,134",$613,-,$116,-,"$2,408",$339,$-71,$268,$117,$151,-,$159,-,$159,$529,$339,350,357,$0.46,$0.45
2017-09-30,"$2,908","$2,338",$570,-,$127,-,"$2,784",$124,$-74,$50,$4,$46,-,$51,-,$48,$286,$124,350,359,$0.14,$0.13
2017-06-30,"$2,855","$2,270",$585,-,$128,-,"$2,668",$187,$-75,$112,$22,$90,-,$100,-,$99,$416,$187,351,359,$0.28,$0.28
2017-03-31,"$2,473","$1,975",$498,-,$143,-,"$2,321",$152,$-68,$84,$22,$62,-,$70,-,$68,$300,$152,350,358,$0.19,$0.19
2016-12-31,"$2,523","$2,009",$514,-,$164,-,"$2,361",$162,$-70,$92,$48,$44,-,$52,-,$52,$316,$162,317,323,$0.11,$0.11
2016-09-30,"$2,752","$2,275",$477,-,$135,-,"$2,620",$132,$-82,$50,$23,$27,-,$34,-,$31,$278,$132,349,355,$0.09,$0.09
2016-06-30,"$2,030","$1,596",$434,-,$105,-,"$1,751",$279,$-87,$192,$-114,$306,-,$307,-,$307,$357,$279,284,290,$1.08,$1.06
