,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$10,706","$9,135","$1,571",$214,$408,$-65,"$9,912",$794,"$1,022","$1,816",$562,"$1,254",-,"$1,254",-,"$1,236","$1,520",$794,741,742,$1.67,$1.67
2020-09-30,"$9,712","$8,371","$1,341",$193,$372,$-63,"$9,716",$-4,$46,$42,$43,$-1,-,$-1,-,$-25,$720,$-4,741,741,$-0.04,$-0.04
2020-06-30,"$8,354","$7,610",$744,$182,$357,$-46,"$8,301",$53,$-236,$-183,$34,$-217,-,$-217,-,$-225,$753,$53,739,739,$-0.31,$-0.31
2020-03-31,"$9,770","$8,230","$1,540",$179,$334,$-65,"$9,004",$766,$-370,$396,$138,$258,-,$258,-,$239,"$1,490",$766,740,742,$0.32,$0.32
2019-12-31,"$10,204","$8,718","$1,486",$173,$332,$-99,"$12,272","$-2,068",$-128,"$-2,196",$114,"$-2,310",-,"$-2,310",-,"$-2,323","$-1,355","$-2,068",743,743,$-3.13,$-3.13
2019-09-30,"$10,764","$9,377","$1,387",$194,$388,$-164,"$10,370",$394,$43,$437,$90,$347,-,$347,-,$333,"$1,133",$394,740,743,$0.45,$0.45
2019-06-30,"$11,014","$9,420","$1,594",$208,$422,$-348,"$10,567",$447,$-232,$215,$125,$90,-,$90,-,$75,"$1,190",$447,743,748,$0.10,$0.10
2019-03-31,"$10,969","$9,142","$1,827",$190,$448,$-452,"$10,504",$465,$-168,$297,$141,$156,-,$156,$445,$556,"$1,208",$465,747,747,$0.74,$0.74
2018-12-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2018-09-30,"$12,634","$10,456","$2,178",$193,$409,$-313,"$11,536","$1,098",$-104,$994,$280,$714,-,$714,$335,"$1,013","$1,830","$1,098",747,747,$1.36,$1.36
2018-06-30,"$12,789","$10,540","$2,249",$221,$485,$-262,"$11,666","$1,123",$-64,"$1,059",$249,$810,-,$810,$554,"$1,333","$1,123","$1,123",747,747,$1.78,$1.78
2017-12-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2016-12-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
