,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$37,518","$32,621","$4,897",-,"$2,130",-,"$34,751","$2,767",$-134,"$2,633",$642,"$1,991",-,"$2,797",-,"$2,801","$5,847","$2,767","1,433","1,442",$1.95,$1.94
2020-09-30,"$35,480","$29,428","$6,052",-,"$1,628",-,"$31,056","$4,424",$481,"$4,905",$887,"$4,018",-,"$4,018",-,"$4,005","$7,586","$4,424","1,432","1,439",$2.80,$2.78
2020-06-30,"$16,778","$16,682",$96,-,"$1,310",-,"$17,992","$-1,214",$322,$-892,$-112,$-780,-,$-780,-,$-806,"$2,051","$-1,214","1,432","1,432",$-0.56,$-0.56
2020-03-31,"$32,709","$30,082","$2,627",-,"$1,970",-,"$32,052",$657,$118,$775,$357,$418,-,$286,-,$247,"$3,965",$657,"1,433","1,440",$0.17,$0.17
2019-12-31,"$30,826","$29,098","$1,728",-,"$2,282",-,"$31,380",$-554,$-655,"$-1,209",$-163,"$-1,046",-,$-192,-,$-232,"$2,732",$-554,"1,424","1,439",$-0.18,$-0.17
2019-09-30,"$35,473","$31,161","$4,312",-,"$2,008",-,"$33,169","$2,304",$278,"$2,582",$271,"$2,311",-,"$2,311",-,"$2,313","$5,613","$2,304","1,428","1,442",$1.62,$1.60
2019-06-30,"$36,060","$31,471","$4,589",-,"$2,102",-,"$33,573","$2,487",$440,"$2,927",$524,"$2,403",-,"$2,403",-,"$2,381","$5,894","$2,487","1,420","1,438",$1.68,$1.66
2019-03-31,"$34,878","$31,535","$3,343",-,"$2,099",-,"$33,634","$1,244",$624,"$1,868",$137,"$1,731",-,"$2,145",-,"$2,119","$5,360","$1,244","1,417","1,436",$1.50,$1.48
2018-12-31,"$38,399","$35,092","$3,307",-,"$2,478",-,"$37,570",$829,$-886,$-57,$-611,$554,-,"$2,069",-,"$1,992","$4,475",$829,"1,411","1,431",$1.43,$1.40
2018-09-30,"$35,791","$31,597","$4,194",-,"$2,584",-,"$34,181","$1,610","$1,020","$2,630",$100,"$2,530",-,"$2,530",-,"$2,503","$4,923","$1,610","1,412","1,431",$1.77,$1.75
2018-06-30,"$36,760","$33,067","$3,693",-,"$2,216",-,"$35,283","$1,477","$1,408","$2,885",$519,"$2,366",-,"$2,366",-,"$2,375","$4,606","$1,477","1,410","1,431",$1.68,$1.66
2018-03-31,"$36,099","$33,198","$2,901",-,"$2,372",-,"$35,570",$529,$399,$928,$466,$462,-,"$1,110",$-70,"$1,046","$4,110",$529,"1,408","1,430",$0.73,$0.72
2017-12-31,"$37,715","$33,076","$4,639",-,"$2,434",-,"$35,510","$2,205",$-789,"$1,416","$7,896","$-6,480",-,"$-4,903",$-277,"$-5,165","$5,382","$2,205","1,465","1,492",$-3.43,$-3.36
2017-09-30,"$33,623","$29,744","$3,879",-,"$2,303",-,"$32,047","$1,576",$854,"$2,430","$2,316",$114,-,$114,"$-3,096","$-2,983","$4,723","$1,576","1,445","1,472",$-2.06,$-2.03
2017-06-30,"$36,984","$32,210","$4,774",-,"$2,477",-,"$34,687","$2,297",$670,"$2,967",$534,"$2,433",-,"$2,433",$-770,"$1,660","$5,491","$2,297","1,497","1,519",$1.11,$1.09
2017-03-31,"$37,266","$32,327","$4,939",-,"$2,356",-,"$34,683","$2,583",$335,"$2,918",$787,"$2,131",-,"$2,686",$-69,"$2,608","$5,326","$2,583","1,505","1,532",$1.73,$1.70
2016-12-31,"$35,647","$32,434","$3,213",-,"$2,619",-,"$35,053",$594,$-28,$566,$401,$165,-,"$1,887",$-112,"$1,835","$3,288",$594,"1,540","1,570",$1.22,$1.19
2016-09-30,"$38,889","$33,341","$5,548",-,"$2,400",-,"$35,741","$3,148",$461,"$3,609",$902,"$2,707",-,"$2,707",$5,"$2,773","$5,682","$3,148","1,550","1,574",$1.79,$1.76
2016-06-30,"$37,383","$31,903","$5,480",-,"$2,508",-,"$34,411","$2,972",$649,"$3,621",$877,"$2,744",-,"$2,744",$106,"$2,866","$5,271","$2,972","1,548","1,581",$1.85,$1.81
