,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$16,409","$15,150","$1,259",-,$519,"$-1,252","$17,279",$-870,$179,$-691,$-197,$-494,-,$-494,-,$-539,$-507,$-870,440,440,$-1.25,$-1.25
2020-09-30,"$15,929","$14,509","$1,420",-,$490,"$-2,141","$17,492","$-1,563",$213,"$-1,350",$-624,$-726,-,$-726,-,$-799,"$-1,205","$-1,563",439,439,$-1.82,$-1.82
2020-06-30,"$10,913","$9,608","$1,305",-,$523,$-918,"$11,392",$-479,$34,$-445,$-378,$-67,-,$-67,-,$-141,$-131,$-479,439,439,$-0.33,$-0.33
2020-03-31,"$20,878","$18,440","$2,438",-,$476,"$-4,352","$23,610","$-2,732",$254,"$-2,478",$-51,"$-2,427",-,"$-2,427",-,"$-2,496","$-2,384","$-2,732",441,441,$-5.66,$-5.66
2019-12-31,"$29,125","$26,114","$3,011",-,$570,"$-1,384","$28,408",$717,$349,"$1,066",$256,$810,-,$810,-,$736,"$1,063",$717,451,454,$1.65,$1.63
2019-09-30,"$27,218","$23,806","$3,412",-,$521,"$-2,011","$26,674",$544,$399,$943,$150,$793,-,$793,-,$712,$886,$544,449,451,$1.58,$1.58
2019-06-30,"$27,847","$24,554","$3,293",-,$505,"$-1,149","$26,542","$1,305",$524,"$1,829",$325,"$1,504",-,"$1,504",-,"$1,424","$1,644","$1,305",454,456,$3.13,$3.12
2019-03-31,"$23,103","$21,055","$2,048",-,$494,"$-1,275","$23,155",$-52,$392,$340,$70,$270,-,$270,-,$204,$285,$-52,458,459,$0.44,$0.44
2018-12-31,"$29,098","$24,660","$4,438",-,$516,"$-1,277","$26,790","$2,308",$610,"$2,918",$602,"$2,316",-,"$2,316",-,"$2,240","$2,651","$2,308",471,474,$4.74,$4.71
2018-09-30,"$29,788","$26,385","$3,403",-,$549,"$-1,187","$28,467","$1,321",$654,"$1,975",$407,"$1,568",-,"$1,568",-,"$1,492","$1,672","$1,321",466,469,$3.20,$3.18
2018-06-30,"$28,980","$25,747","$3,233",-,$541,"$-1,142","$27,767","$1,213",$622,"$1,835",$431,"$1,404",-,"$1,404",-,"$1,339","$1,556","$1,213",468,472,$2.86,$2.84
2018-03-31,"$23,595","$21,138","$2,457",-,$496,"$-1,225","$23,195",$400,$317,$717,$132,$585,-,$585,-,$524,$742,$400,487,490,$1.07,$1.07
2017-12-31,"$29,746","$23,914","$5,832",-,"$3,931","$-1,168","$29,359",$387,$267,$654,"$-2,601","$3,255",-,"$3,255",-,"$3,198",$739,$387,515,519,$6.22,$6.17
2017-09-30,"$25,627","$19,463","$6,164",-,"$3,891","$-1,091","$24,782",$845,$411,"$1,256",$407,$849,-,$849,-,$823,"$1,187",$845,513,516,$1.60,$1.60
2017-06-30,"$24,087","$18,353","$5,734",-,"$3,795","$-1,126","$23,594",$493,$355,$848,$267,$581,-,$581,-,$550,$819,$493,518,520,$1.06,$1.06
2017-03-31,"$22,894","$17,679","$5,215",-,"$3,540",$-824,"$22,358",$536,$261,$797,$234,$563,-,$563,-,$535,$856,$536,522,525,$1.02,$1.02
2016-12-31,"$23,397","$18,379","$5,018",-,"$3,629","$-1,188","$23,501",$-104,$166,$62,$-132,$194,-,$194,-,$163,$207,$-104,528,530,$0.31,$0.31
2016-09-30,"$21,624","$15,961","$5,663",-,"$3,835","$-1,041","$21,130",$494,$319,$813,$277,$536,-,$536,-,$511,$792,$494,526,529,$0.97,$0.96
2016-06-30,"$21,849","$16,198","$5,651",-,"$4,015",$-978,"$21,481",$368,$352,$720,$204,$516,-,$516,-,$496,$663,$368,528,531,$0.94,$0.93
