,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$4,401.5","$3,648.6",$752.9,-,$509.7,$-2.5,"$4,168.5",$233,$-30.2,$202.8,$50.3,$152.5,-,$152.5,-,$152,$597.5,$233,263,265,$0.58,$0.57
2020-09-30,"$4,471.501","$3,658.1",$813.401,-,$489,$10.4,"$5,526.398","$-1,054.897",$-59.6,"$-1,114.5",$40,"$-1,154.5",-,"$-1,154.5",-,"$-1,156.1",$643.903,"$-1,054.897",259,259,$-4.47,$-4.46
2020-06-30,"$4,236.3","$3,466.3",$770,-,$489.7,$-1,"$3,964.7",$271.6,$-72.4,$199.2,$19.2,$180,-,$180,-,$178.5,$637.3,$271.6,259,260,$0.69,$0.69
2020-03-31,"$4,447.3","$3,642.5",$804.8,-,$518.7,$5.6,"$4,172.9",$274.4,$-67.7,$206.7,$57.8,$148.9,-,$148.9,-,$148.1,$648.9,$274.4,259,260,$0.57,$0.57
2019-12-31,"$4,423.7","$3,614.7",$809,-,$527.5,$1.3,"$4,171",$252.7,$-66.7,$186,$46.5,$139.5,-,$139.5,-,$138.5,$633.9,$252.7,258,260,$0.54,$0.53
2019-09-30,"$4,651.6","$3,572.9","$1,078.7",-,$530.3,$3.9,"$4,161.301",$490.299,$-88.6,$401.7,$89.3,$312.4,-,$312.4,-,$310.7,$873.399,$490.3,257,259,$1.20,$1.19
2019-06-30,"$4,690","$3,701.1",$988.9,-,$544.8,$-6.5,"$4,268.6",$421.4,$-90,$331.4,$77.6,$253.8,-,$253.8,-,$252.6,$806.7,$421.4,257,259,$0.98,$0.98
2019-03-31,"$4,620","$3,720.4",$899.6,-,$546.5,$-13,"$4,314.7",$305.3,$-96.2,$209.1,$47.2,$161.9,-,$161.9,-,$160.4,$689,$305.3,257,259,$0.63,$0.62
2018-12-31,"$4,327.4","$3,545.6",$781.8,-,$493.8,$43.8,"$4,050",$277.4,$-74.9,$202.5,$62.7,$139.8,-,$139.8,-,$139.1,$636.5,$277.4,255,260,$0.55,$0.54
2018-09-30,"$4,236.6","$3,304.599",$932.001,-,$462.6,$-6.1,"$3,813.6",$423,$-47.6,$375.4,$95.4,$280,-,$280,-,$279.4,$737.3,$422.999,256,260,$1.09,$1.07
