,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,$769,$152,$617,-,$71,"$-1,024","$1,515",$-746,$-212,$-958,$-202,$-756,-,$-756,-,$-739,-,$-746,158,158,$-4.68,$-4.68
2020-09-30,$720,$161,$559,-,$75,"$-1,454","$1,976","$-1,256",$-153,"$-1,409",$-304,"$-1,105",-,"$-1,105",-,"$-1,113",$-970,"$-1,256",158,158,$-7.05,$-7.05
2020-06-30,$425,$171,$254,-,$42,"$-2,541","$3,097","$-2,672",$-420,"$-3,092",$-681,"$-2,411",-,"$-2,411",-,"$-2,393","$-2,331","$-2,672",158,158,$-15.16,$-15.16
2020-03-31,$899,$186,$713,-,$95,"$-1,013","$1,701",$-802,$485,$-317,$83,$-400,-,$-400,-,$-272,$-393,$-802,158,158,$-1.72,$-1.72
2019-12-31,"$1,104",$191,$913,-,$104,$-792,"$1,488",$-384,$-212,$-596,$-124,$-472,-,$-472,-,$-487,$17,$-384,163,164,$-2.98,$-2.96
2019-09-30,$975,$179,$796,-,$80,$-2,$626,$349,$141,$490,$102,$388,-,$388,-,$368,$714,$349,163,163,$2.27,$2.26
2019-06-30,"$1,021",$161,$860,-,$86,$-4,$610,$411,$47,$458,$102,$356,-,$356,-,$349,$769,$411,165,165,$2.12,$2.11
2019-03-31,$864,$138,$726,-,$82,$-3,$545,$319,$-309,$10,$-33,$43,-,$43,-,$10,$642,$319,165,165,$0.06,$0.06
2018-12-31,$633,$108,$525,-,$60,$-38,$438,$195,$196,$391,$85,$306,-,$306,-,$307,$425,$195,105,105,$2.63,$2.60
2018-09-30,$537,$75,$462,-,$47,$-1,$269,$268,$-65,$203,$43,$160,-,$160,-,$157,$415,$268,99,99,$1.59,$1.59
2018-06-30,$527,$68,$459,-,$48,-,$246,$281,$13,$294,$-7,$301,-,$301,-,$219,$411,$281,99,99,$2.22,$2.22
2018-03-31,$479,$52,$427,-,$43,$-2,$212,$267,$-42,$225,$47,$178,-,$178,-,$163,$383,$267,99,99,$1.65,$1.65
2017-12-31,$399.083,$45.65,$353.433,-,$34.501,$0.03,$185.44,$213.643,$-108.186,$105.457,$-24.393,$129.85,-,$129.85,-,$114.298,$320.134,$213.643,97,98,$1.14,$1.13
2017-09-30,$301.253,$40.419,$260.834,-,$30.259,$-0.357,$158.614,$142.639,$-59.834,$82.805,$0.857,$81.948,-,$81.948,-,$73.024,$231.235,$142.639,98,98,$0.74,$0.74
2017-06-30,$269.434,$33.832,$235.602,-,$27.771,$-0.35,$137.126,$132.308,$33.399,$165.707,$1.579,$164.128,-,$164.128,-,$158.405,$208.44,$132.308,98,98,$1.61,$1.61
2017-03-31,$235.23,$30.099,$205.131,-,$29.469,$-0.323,$118.82,$116.41,$26.621,$143.031,$1.957,$141.074,-,$141.074,-,$136.273,$176.191,$116.41,93,93,$1.46,$1.46
2016-12-31,$185.012,$26.89,$158.122,-,$19.42,$-0.294,$97.933,$87.079,$-58.815,$28.264,$-0.176,$28.44,-,$28.44,-,$25.598,$139.102,$87.079,75,75,$0.46,$0.46
2016-09-30,$142.131,$25.023,$117.108,-,$19.031,$-46.638,$135.438,$6.693,$-7.293,$-0.6,-,$-0.6,-,$-0.6,-,$-2.23,$52.122,$6.693,77,77,$-0.03,$-0.03
