,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$5,896",$245,"$5,651",-,"$3,476",-,"$3,947","$1,949",$-308,"$1,641",$311,"$1,330",-,"$1,330",-,"$1,228",-,-,"1,347","1,358",$0.92,$0.89
2020-09-30,"$5,833",$261,"$5,572",-,"$3,714",-,"$4,201","$1,632",$-236,"$1,396",$255,"$1,141",-,"$1,141",-,"$1,068",-,-,"1,348","1,358",$0.79,$0.79
2020-06-30,"$6,311",$440,"$5,871",-,"$4,258",-,"$4,953","$1,358",$-209,"$1,149",$191,$958,-,$958,-,$902,-,-,"1,348","1,356",$0.67,$0.67
2020-03-31,"$6,387",$776,"$5,611",-,"$3,981",-,"$4,993","$1,394",$-107,"$1,287",$224,"$1,063",-,"$1,063",-,$986,-,-,"1,344","1,358",$0.73,$0.73
2019-12-31,"$4,210",$585,"$3,625",-,"$2,409",-,"$3,108","$1,102",$-223,$879,$153,$726,-,$726,-,$702,-,-,805,815,$0.72,$0.70
2019-09-30,"$3,521",$518,"$3,003",-,"$1,859",-,"$2,441","$1,080",$-34,"$1,046",$218,$828,-,$828,-,$735,-,-,766,776,$0.96,$0.95
2019-06-30,"$3,558",$516,"$3,042",-,"$1,839",-,"$2,416","$1,142",$-23,"$1,119",$234,$885,-,$885,-,$842,-,-,766,775,$1.10,$1.09
2019-03-31,"$3,375",$477,"$2,898",-,"$1,782",-,"$2,320","$1,055",$-80,$975,$177,$798,-,$798,-,$749,-,-,764,774,$0.98,$0.97
2018-12-31,"$3,371",$431,"$2,940",-,"$1,700",-,"$2,285","$1,086",$-76,"$1,010",$205,$805,-,$805,-,$754,-,-,773,783,$0.98,$0.97
2018-09-30,"$3,308",$382,"$2,926",-,"$1,826",-,"$2,241","$1,067",$-18,"$1,049",$210,$839,-,$839,-,$789,-,-,772,782,$1.02,$1.01
2018-06-30,"$3,216",$337,"$2,879",-,"$1,800",-,"$2,168","$1,048",$-24,"$1,024",$202,$822,-,$822,-,$775,-,-,776,786,$1.00,$0.99
2018-03-31,"$3,101",$288,"$2,813",-,"$1,775",-,"$2,096","$1,005",$-28,$977,$186,$791,-,$791,-,$745,-,-,780,791,$0.96,$0.94
2017-12-31,"$3,123",$254,"$2,869",-,"$1,817",-,"$2,225",$898,$-22,$876,$209,$667,-,$667,-,$614,-,-,799,811,$0.78,$0.77
2017-09-30,"$3,043",$230,"$2,813",-,"$1,790",-,"$2,054",$989,$-47,$942,$294,$648,-,$648,-,$597,-,-,795,806,$0.75,$0.74
