,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$19,063","$2,564","$16,499",-,"$11,501",-,"$14,065","$4,998",-,"$4,998","$1,003","$3,995",-,"$3,995",$6,"$3,387",-,-,"2,086","2,086",$1.77,$1.77
2020-09-30,"$20,123","$2,821","$17,302",-,"$13,226",-,"$16,047","$4,076",-,"$4,076",$815,"$3,261",-,"$3,261",$-7,"$3,230",-,-,"2,082","2,094",$1.41,$1.40
2020-06-30,"$23,275","$3,509","$19,766",-,"$18,318",-,"$21,827","$1,448",-,"$1,448",$131,"$1,317",-,"$1,317",$-1,"$1,052",-,-,"2,082","2,084",$0.51,$0.50
2020-03-31,"$26,378","$5,647","$20,731",-,"$17,621",-,"$23,268","$3,110",-,"$3,110",$576,"$2,534",-,"$2,534",$-18,"$2,210",-,-,"2,098","2,114",$1.05,$1.05
2019-12-31,"$24,926","$6,548","$18,378",-,"$12,676",-,"$19,224","$5,702",-,"$5,702",$703,"$4,999",-,"$4,999",$-4,"$4,416",-,-,"2,249","2,249",$2.16,$2.15
2019-09-30,"$26,110","$7,536","$18,574",-,"$12,552",-,"$20,088","$6,022",-,"$6,022","$1,079","$4,943",-,"$4,943",$-15,"$4,913",-,-,"2,221","2,237",$2.09,$2.07
2019-06-30,"$26,520","$7,762","$18,758",-,"$12,593",-,"$20,355","$6,165",-,"$6,165","$1,373","$4,792",-,"$4,792",$17,"$4,453",-,-,"2,286","2,289",$1.95,$1.95
2019-03-31,"$25,893","$7,317","$18,576",-,"$12,564",-,"$19,881","$6,012",-,"$6,012","$1,275","$4,737",-,"$4,737",$-2,"$4,389",-,-,"2,340","2,342",$1.88,$1.87
2018-12-31,"$23,977","$6,853","$17,124",-,"$11,818",-,"$18,671","$5,306",-,"$5,306","$1,001","$4,305",-,"$4,305",$-8,"$3,306",-,-,"2,493","2,493",$1.65,$1.64
2018-09-30,"$24,757","$6,368","$18,389",-,"$12,285",-,"$18,653","$6,104",-,"$6,104","$1,471","$4,633",-,"$4,633",$-8,"$4,622",-,-,"2,480","2,481",$1.73,$1.73
2018-06-30,"$24,354","$5,885","$18,469",-,"$12,524",-,"$18,409","$5,945",-,"$5,945","$1,444","$4,501",-,"$4,501",$15,"$4,123",-,-,"2,531","2,532",$1.63,$1.63
2018-03-31,"$24,032","$5,160","$18,872",-,"$12,782",-,"$17,942","$6,090",-,"$6,090","$1,441","$4,649",-,"$4,649",$-7,"$4,620",-,-,"2,562","2,563",$1.68,$1.68
2017-12-31,"$22,041","$4,537","$17,504",-,"$12,405",-,"$16,942","$5,099",-,"$5,099","$23,864","$-18,765",-,"$-18,765",$-109,"$-19,450",-,-,"2,699","2,699",$-7.03,$-7.16
2017-09-30,"$22,798","$4,379","$18,419",-,"$12,416",-,"$16,795","$6,003",-,"$6,003","$1,866","$4,137",-,"$4,137",$-5,"$3,808",-,-,"2,684","2,684",$1.42,$1.42
2017-06-30,"$22,191","$4,036","$18,155",-,"$12,477",-,"$16,513","$5,678",-,"$5,678","$1,795","$3,883",-,"$3,883",$21,"$3,504",-,-,"2,739","2,739",$1.28,$1.28
2017-03-31,"$21,932","$3,566","$18,366",-,"$12,385",-,"$15,951","$5,981",-,"$5,981","$1,863","$4,118",-,"$4,118",$-18,"$4,090",-,-,"2,765","2,766",$1.35,$1.48
2016-12-31,"$21,212","$3,278","$17,934",-,"$12,834",-,"$16,112","$5,100",-,"$5,100","$1,509","$3,591",-,"$3,591",$-3,"$3,204",-,-,"2,888","2,888",$1.14,$1.14
2016-09-30,"$20,934","$3,174","$17,760",-,"$12,140",-,"$15,314","$5,620",-,"$5,620","$1,733","$3,887",-,"$3,887",$-30,"$3,562",-,-,"2,880","2,880",$1.24,$1.24
2016-06-30,"$20,668","$3,120","$17,548",-,"$11,778",-,"$14,898","$5,770",-,"$5,770","$1,723","$4,047",-,"$4,047",$-23,"$3,623",-,-,"2,916","2,916",$1.24,$1.24
2016-03-31,"$20,495","$2,940","$17,555",-,"$12,568",-,"$15,508","$4,987",-,"$4,987","$1,479","$3,508",-,"$3,508",$-2,"$3,251",-,-,"2,943","2,943",$1.10,$1.10
2015-12-31,"$21,357","$2,901","$18,456",-,"$13,648",-,"$16,549","$4,808",-,"$4,808","$1,403","$3,405",-,"$3,405",$-45,"$2,966",-,-,"3,004","3,008",$1.02,$1.03
