,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2021-01-31,$223,$674,$365,"$1,039",$326,$-148,$-161,$-282,$-299,$963,$-400,-,-,-,$-6,$-6,$-246,$-652,$-288,$26,$-262,-,-,$-163,$-34,$-459,$-148,$113,$-163
2020-10-31,$157,$652,$456,"$1,108",$-606,$726,$-656,$55,$-518,$747,$-524,-,$-853,-,$-4,$-4,$-43,"$-1,424","$-3,438",$-45,"$-3,483",-,-,$-153,$-3,"$-3,639","$-4,316",$59,$-153
2020-07-31,$9,$642,$444,"$1,086",$-592,$-57,$504,$482,$377,"$1,472",$-548,-,-,-,$-4,$-4,$-498,"$-1,050","$2,712",$-46,"$2,666",-,-,$-154,$13,"$2,525","$2,947",$55,$-154
2020-04-30,$-821,"$1,506",$297,"$1,803",$272,$-992,$177,$-241,$-882,$100,$-502,-,$-7,-,$6,$6,$463,$-40,"$2,744",$-45,"$2,699",$-151,$-151,$-162,$-4,"$2,382","$2,442",$67,$-162
2020-01-31,$333,$690,$121,$811,$-22,$-204,$-250,$-720,"$-1,223",$-79,$-106,-,$-6,-,$-51,$-51,$99,$-64,$-110,$127,$17,$-204,$-204,$-156,$-42,$-385,$-528,$93,$-156
2019-10-31,$480,$616,$545,"$1,161",$-26,$-20,$301,$-492,$-209,"$1,432",$-554,-,"$-1,445",-,$8,$8,$-67,"$-2,058","$1,176",$-78,"$1,098",$-284,$-284,$-147,$24,$691,$65,$61,$-147
2019-07-31,$-27,$632,$913,"$1,545",$-121,$-87,$-261,"$1,083",$-322,"$1,196",$-548,-,$-5,-,$2,$2,$216,$-335,$73,-,$73,$-577,$-577,$-150,$15,$-639,$222,$58,$-150
2019-04-30,$419,$648,$139,$787,$154,$54,$-309,$-40,$-219,$987,$-585,-,-,-,$-19,$-19,$156,$-448,$10,$37,$47,$-574,$-574,$-154,$26,$-655,$-116,$74,$-154
2019-01-31,$177,$639,$551,"$1,190",$-43,$99,$-256,$-678,$-985,$382,$-572,-,$-76,-,$-4,$-4,$36,$-616,$55,$-12,$43,$-814,$-814,$-157,$-17,$-945,"$-1,179",$75,$-157
2018-10-31,$-757,$733,"$3,589","$4,322",$-495,$285,$-99,$315,"$-2,239","$1,326",$-294,-,-,-,$1,$1,$53,$-240,$-37,$-79,$-116,$-983,$-983,$-164,$12,"$-1,251",$-165,$44,$-164
