,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$36,$340,$-49,$291,$-39,-,-,$-75,$10,$337,$-60,$-114,$-1,-,-,-,$3,$-172,"$-1,776",-,"$-1,776",-,-,$-22,$-25,"$-1,823","$-1,640",$9,$-22
2020-09-30,$10,$225,$20,$245,$53,-,-,$110,$162,$417,$-12,$-101,$12,-,-,-,$-2,$-103,"$1,706",$-165,"$1,541",$5,$5,$-21,$-30,"$1,495","$1,812",$17,$-21
2020-06-30,$-26,$269,$13,$282,$65,-,-,$10,$-6,$250,$-10,$-110,$-1,-,-,-,$1,$-120,$-37,$30,$-7,$-5,$-5,$-22,$-27,$-61,$79,$11,$-22
2020-03-31,$-13,$214,$23,$237,$-107,-,-,$11,$-229,$-5,$-4,$-108,$-27,-,-,-,$-3,$-142,$-14,$135,$121,-,-,$-21,$-18,$82,$-95,$16,$-21
2019-12-31,$-108,$206,$187,$393,$61,-,-,$-30,$185,$470,$-58,$-119,$18,-,-,-,$-1,$-160,$-14,$-189,$-203,-,-,$-22,$-29,$-254,$65,$11,$-22
2019-09-30,$-468,"$1,190",$21,"$1,211",$61,-,-,$56,$-330,$413,$-14,$-98,$-2,-,-,-,$-18,$-132,$-14,$-106,$-120,$4,$4,$-124,$-28,$-268,$-4,$13,$-124
2019-06-30,$126,$185,$13,$198,$-3,-,-,$-19,$-98,$226,$-14,$-94,$-1,-,-,-,$-1,$-110,$-15,$32,$17,$-4,$-4,$-125,$-14,$-126,$-9,$11,$-125
2019-03-31,$47,$179,$13,$192,$-115,-,-,$-27,$-282,$-43,$-30,$-92,$-59,-,-,-,$1,$-180,$-14,$263,$249,-,-,$-124,$-21,$104,$-122,$15,$-124
2018-12-31,$-949,"$1,584",$-496,"$1,088",$143,-,-,$-45,$407,$546,$-40,$-109,$47,-,-,-,$-1,$-103,$-14,$-205,$-219,$-17,$-17,$-124,$-3,$-363,$78,$14,$-124
2018-09-30,$98,$175,$6,$181,$61,-,-,$84,$108,$387,$-18,$-103,$-9,-,-,-,$3,$-127,$-6,$-41,$-47,$7,$7,$-124,$-41,$-205,$52,$1,$-124
2018-06-30,$76,$162,$15,$177,$1,-,-,$-27,$-11,$242,$-18,$-100,$-28,-,-,-,$2,$-144,$-10,$51,$41,$-40,$-40,$-125,$-24,$-148,$-68,$7,$-125
2018-03-31,$75,$167,$13,$180,$-110,-,-,$-80,$-372,$-117,$-26,$-102,$-2,-,-,-,$-2,$-132,$-8,$195,$187,$-20,$-20,$-121,$-6,$40,$-194,$13,$-121
2017-12-31,$84,$163,$177,$340,$25,-,-,$-50,$82,$506,$-50,$-106,$-181,-,-,-,$-11,$-348,$-7,$5,$-2,$-44,$-44,$-121,-,$-167,$-6,$10,$-121
2017-09-30,$150,$160,$5,$165,$104,-,-,$74,$223,$538,$-24,$-89,$-14,-,-,-,$-1,$-128,$-7,$-101,$-108,$-28,$-28,$-121,$-14,$-271,$152,$8,$-121
2017-06-30,$133,$162,$-8,$154,$-66,-,-,$-18,$-61,$226,$14,$-78,$-9,-,-,-,$-1,$-74,$-26,$101,$75,$-37,$-37,$-121,$-23,$-106,$59,$12,$-121
2017-03-31,$73,$155,$15,$170,$-53,-,-,$-10,$-203,$40,$-17,$-97,$-572,-,-,-,-,$-686,$489,$-5,$484,$-31,$-31,$-111,$-13,$329,$-303,$15,$-111
2016-12-31,$160,$153,$66,$219,$45,-,-,$-13,$164,$543,$16,$-83,$12,-,-,-,$4,$-51,$342,$-357,$-15,$-15,$-15,$-111,$-17,$-158,$308,$14,$-111
2016-09-30,$132,$151,$9,$160,$71,-,-,$69,$164,$456,$-28,$-75,$-11,-,-,-,$-5,$-119,$-45,$-28,$-73,$-47,$-47,$-111,$-10,$-241,$100,$11,$-111
2016-06-30,$114,$152,$20,$172,$-66,-,-,$-44,$-76,$210,$-27,$-85,$-205,-,-,-,$1,$-316,$-31,$385,$354,$-210,$-210,$-111,$-12,$21,$-86,$13,$-111
2016-03-31,$101,$147,$14,$161,$3,-,-,$-2,$-175,$87,$-28,$-81,$-47,-,-,-,-,$-156,$471,$-164,$307,$-65,$-65,$-101,$-11,$130,$75,$13,$-101
2015-12-31,$254,$142,$28,$170,$-67,-,-,$-31,$-23,$401,$-27,$-68,$-18,-,-,-,$36,$-77,$-46,$-46,$-92,$-142,$-142,$-101,$17,$-318,$-1,$9,$-101
2015-09-30,$142,$144,$8,$152,$28,-,-,$43,$160,$454,$-31,$-76,$-1,-,-,-,$-3,$-111,$-25,$2,$-23,$-159,$-159,$-115,$-4,$-301,$27,$12,$-115
2015-06-30,$116,$146,$22,$168,$-43,-,-,$-51,$-31,$253,$-36,$-61,$-6,-,-,-,$1,$-102,$-24,$133,$109,$-159,$-159,$-102,$-9,$-161,$-12,$13,$-102
2015-03-31,$63,$142,$40,$182,$47,-,-,-,$-144,$101,$-33,$-69,$-191,-,-,-,$2,$-291,$721,$-205,$516,$-135,$-135,$-90,$-3,$288,$70,$14,$-90
2014-12-31,$158,$148,$163,$311,$-84,-,-,$-31,$-68,$401,$-67,$-71,$-117,-,-,-,-,$-255,$-25,$280,$255,$-368,$-368,$-95,$-1,$-209,$-96,$11,$-95
2014-09-30,$92,$139,$65,$204,$38,-,-,$3,$96,$392,$-42,$-61,$-11,-,-,-,-,$-114,$-29,$-25,$-54,$-4,$-4,$-94,$-50,$-202,$59,$12,$-94
2014-06-30,$76,$145,$62,$207,$-68,-,-,$-42,$-73,$210,$-40,$-54,$-8,-,-,-,-,$-102,$24,$-5,$19,$14,$14,$-93,$-39,$-99,$9,$12,$-93
2014-03-31,$55,$141,$41,$182,$21,-,-,$-2,$-147,$90,$-14,$-63,$-184,-,-,-,-,$-261,$-24,$30,$6,$-5,$-5,$-74,$-2,$-75,$-263,$12,$-74
2013-12-31,$145,$146,$-67,$79,$-61,-,-,$33,$96,$320,$-51,$-68,$-46,-,-,-,$1,$-164,$-238,$-17,$-255,$15,$15,$-76,$-11,$-327,$-173,$15,$-76
2013-09-30,$131,$117,$8,$125,$42,-,-,$26,$65,$321,$-24,$-61,"$-1,183",-,-,-,-,"$-1,268",$594,$10,$604,$8,$8,$-74,$-14,$524,$-420,$11,$-74
2013-06-30,$426,$130,$-290,$-160,$-92,-,-,$-24,$-60,$206,$-46,$-54,$926,-,-,-,$1,$827,"$1,847",$-54,"$1,793","$-1,815","$-1,815",$-59,$-21,$-102,$924,$11,$-59
2013-03-31,$34,$128,$41,$169,$27,-,-,$-7,$-149,$54,$-9,$-61,$-11,-,-,-,$-1,$-82,"$-1,889",$56,"$-1,833","$1,866","$1,866",$-56,$11,$-12,$-55,$10,$-56
2012-12-31,$36,$132,$162,$294,$-26,-,-,$-13,$10,$340,$-60,$-73,$-27,-,-,-,-,$-160,$-60,$-72,$-132,$29,$29,-,$-115,$-218,$-37,$10,-
2012-09-30,$106,$130,$39,$169,$26,-,-,$31,$56,$331,$-22,$-51,$-63,-,-,-,-,$-136,$-22,$-148,$-170,-,-,-,$13,$-157,$42,$10,-
2012-06-30,$105,$127,$-4,$123,$-64,-,-,$-22,$-112,$116,$-8,$-62,$-58,-,-,-,-,$-128,$-88,$97,$9,-,-,-,$-2,$7,$-12,$6,-
2012-03-31,$25,$131,$28,$159,$51,-,-,$5,$-187,$-3,$-42,$-40,$-16,-,-,-,-,$-98,$-62,$126,$64,-,-,-,$6,$70,$-24,$8,-
2011-12-31,$96,$133,$-135,$-2,$-33,-,-,$-33,$208,$302,$-93,$-61,$-7,-,-,-,$1,$-160,$-220,$-4,$-224,-,-,-,$1,$-223,$-85,$9,-
2011-09-30,$103,$125,$17,$142,$33,-,-,$36,$24,$269,$-18,$-53,$-18,-,-,-,$-3,$-92,$-112,$-14,$-126,-,-,-,$2,$-124,$30,$8,-
2011-06-30,$69,$135,$6,$141,$-128,-,-,$-35,$-88,$122,$-46,$-44,$-33,-,-,-,$2,$-121,$-27,-,$-27,-,-,-,$-1,$-28,$-22,$6,-
