,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$1,254",$726,$-182,$544,$-168,$-72,$476,$-404,$-168,"$1,630",$336,-,-,-,$-561,$-561,-,$-225,$-283,$-164,$-447,$55,$55,$-562,$-1,$-955,$553,-,$-562
2020-09-30,$-1,$724,$415,"$1,139",$-357,$158,$336,$492,$629,"$1,767",$-8,-,$-130,-,$56,$56,-,$-82,$152,$-511,$-359,$23,$23,$-518,$-76,$-930,$825,-,$-518
2020-06-30,$-217,$700,$333,"$1,033",$568,$540,$-582,$248,$774,"$1,590",$-272,-,-,-,$-138,$-138,$29,$-381,$-24,$-594,$-618,$14,$14,$-534,$-6,"$-1,144",$85,-,$-534
2020-03-31,$258,$724,$300,"$1,024",$128,$-111,$-314,$254,$-43,"$1,239",$-389,-,-,-,$236,$236,-,$-153,$174,$838,"$1,012",$-109,$-109,$-519,$-119,$265,"$1,265",-,$-519
2019-12-31,"$-2,310",$713,"$2,996","$3,709",$259,$185,$-22,$129,$551,"$1,950",$-545,-,-,-,$-52,$-52,-,$-597,"$-1,149",$158,$-991,$-40,$-40,$-578,$-230,"$-1,839",$-459,-,$-578
2019-09-30,$347,$739,$42,$781,$755,$425,$-476,$-108,$596,"$1,724",$-457,-,-,-,$-258,$-258,-,$-715,$86,$-13,$73,$-96,$-96,$-525,$-41,$-589,$356,-,$-525
2019-06-30,$90,$743,$114,$857,$154,$105,$2,$-333,$-72,$875,$-493,-,-,-,$111,$111,-,$-382,"$-2,130",$178,"$-1,952",$-299,$-299,$-522,"$1,739","$-1,034",$-464,-,$-522
2019-03-31,$601,$743,$725,"$1,468",$85,$-47,$-452,$-274,$-688,"$1,381",$-467,-,-,-,$3,$3,$-34,$-498,$-81,$-16,$-97,$28,$28,$-537,$-27,$-633,$183,-,$-537
2018-12-31,$781,"$1,146","$1,283","$2,429","$1,422","$1,120","$-1,453","$1,139","$-1,018","$1,370","$-1,031",-,$24,-,$232,$-100,$289,$-818,$859,$-601,$-624,$-106,$6,$-684,$235,"$-1,243",$-732,-,"$3,199"
2018-09-30,"$1,049",$732,$-865,$-133,$-307,$-208,$154,$176,$-185,$731,$-612,-,$-20,-,$-136,$-136,$-90,$-858,$-291,$80,$-211,$21,$21,"$-1,050",$-69,"$-1,309","$-1,426",-,"$-1,050"
2018-06-30,"$2,208","$-1,704",$-418,"$-2,122","$-1,115",$-912,"$1,299","$-1,315","$9,476","$6,751",$814,-,$-64,-,$-96,$133,"$-8,887","$-8,004",$-568,$52,$398,$85,$-404,"$1,215",$-197,$719,$-923,-,"$-2,149"
2017-12-31,"$-3,809",$293,-,$293,-,-,-,-,"$-3,142","$-2,001","$2,106",-,"$-1,028",-,-,$635,$747,"$2,460",-,$326,$-65,-,"$1,209",$-726,$-61,$683,"$1,539",-,-
2016-12-31,"$4,404","$2,862",-,"$2,862",-,-,-,-,"$-8,377","$-2,957","$-3,820",-,"$1,092",-,-,$-864,"$8,684","$5,092",-,$-33,$-556,-,$-720,"$-2,638",$-67,"$-4,014","$-1,956",-,-
