,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2021-03-31,$385,$129,$-11,$118,$-354,$-189,-,$-69,$-480,$-23,$-80,-,$-356,-,-,-,$12,$-424,$288,$300,$588,$20,$20,$-128,$-11,$469,$-18,$17,$-128
2020-12-31,$278,$125,$70,$195,$250,$75,-,$-21,$418,$966,$-134,-,"$-1,124",-,-,-,$2,"$-1,256","$-1,499","$1,648",$149,$31,$31,$-128,$-6,$46,$-182,$15,$-128
2020-09-30,$448,$132,$-33,$99,$-155,$65,-,$22,$242,$842,$-78,-,-,-,-,-,$-2,$-80,$516,"$-1,434",$-918,$17,$17,$-127,$-4,"$-1,032",$-244,$14,$-127
2020-06-30,$100,$123,$177,$300,$150,$177,-,$78,$115,$481,$-55,-,$-1,-,-,-,$4,$-52,$-206,$256,$50,$1,$1,$-121,$-15,$-85,$366,$8,$-121
2020-03-31,$248,$129,$4,$133,$-58,$-206,-,$-55,$-434,$-159,$-37,-,$-44,-,-,-,$22,$-59,$-13,"$1,171","$1,158",$5,$5,$-120,$-31,"$1,012",$670,$7,$-120
2019-12-31,$300,$134,$24,$158,$309,$194,-,$14,$328,$809,$-189,-,$-79,-,-,-,$7,$-261,$-634,$100,$-534,$-121,$-121,$-121,$-23,$-799,$-216,$11,$-121
2019-09-30,$373,$133,$9,$142,$243,$48,-,$-42,$304,$789,$-91,-,$-203,-,-,-,$3,$-291,$594,$-470,$124,$10,$10,$-120,$-5,$9,$469,$9,$-120
2019-06-30,$279,$126,$247,$373,$-132,$55,-,$-2,$-58,$548,$-86,-,$-304,-,-,-,$19,$-371,$-24,$167,$143,$15,$15,$-114,$-44,-,$179,$10,$-114
2019-03-31,$317,$118,$-26,$92,$-299,$-152,-,$-78,$-511,$-66,$-47,-,$-57,-,-,-,$18,$-86,$-1,$309,$308,$-168,$-168,$-113,$5,$32,$-118,$9,$-113
2018-12-31,$261,$127,$48,$175,$350,$176,-,$-53,$294,$800,$-185,-,$-280,-,-,-,$12,$-453,$-1,$-7,$-8,$-407,$-407,$-115,$-5,$-535,$-201,$16,$-115
2018-09-30,$382,$122,$-92,$30,$207,$-15,-,$-114,$163,$536,$-108,-,-,-,-,-,$14,$-94,$-2,$-6,$-8,$-246,$-246,$-116,$5,$-365,$83,$3,$-116
2018-06-30,$375,$125,$91,$216,$-253,$-68,-,$86,$-196,$359,$-43,-,$-2,-,-,-,$6,$-39,$-2,$3,$1,$-462,$-462,$-110,$-29,$-600,$-326,$9,$-110
2018-03-31,$340,$123,$-9,$114,$-373,$-202,-,$-121,$-667,$-228,$-75,-,$-96,-,-,-,$-7,$-178,$991,$7,$998,$-591,$-591,$-112,-,$295,$-90,$9,$-112
2017-12-31,$156,$120,$85,$205,$274,$84,-,$-71,$232,$536,$-153,-,$-156,-,-,-,$26,$-283,$-579,$-13,$-592,$-393,$-393,$-113,$-5,"$-1,103",$-851,$9,$-113
2017-09-30,$616,$117,$-223,$-106,$56,$-15,-,$-79,$57,$586,$-72,-,$534,-,-,-,$15,$477,$-1,$-23,$-24,$-225,$-225,$-116,$4,$-361,$718,$9,$-116
2017-06-30,$501,$113,$-51,$62,$-110,$-28,-,$-55,$-154,$437,$-72,-,$51,-,$-100,$-100,$-2,$-123,$-1,$-25,$-26,$11,$11,$-102,$-1,$-118,$220,$8,$-102
2017-03-31,$342,$110,$14,$124,$-296,$-157,-,$-8,$-481,$9,$-63,-,$-61,-,-,-,$-14,$-138,$-7,$-39,$-46,$-154,$-154,$-103,$-69,$-372,$-471,$9,$-103
2016-12-31,$344,$109,$123,$232,$188,$99,-,$-61,$59,$575,$-141,-,"$1,066",$-13,$-41,$-54,$10,$881,$862,$-651,$211,$-648,$-648,$-105,$24,$-518,$891,$8,$-105
2016-09-30,$-179,$113,$694,$807,$106,$61,-,$-26,$153,$777,$-90,-,$-311,$-41,$41,-,$9,$-392,$-4,$-714,$-718,$-244,$-244,$-106,$11,"$-1,057",$-676,$11,$-106
2016-06-30,$376,$103,$-606,$-503,$-89,$16,-,$144,$77,$-80,$-79,-,$-4,$102,-,$102,$-9,$10,$2,$901,$903,$9,$9,$-107,$-11,$794,$696,$16,$-107
2016-03-31,$354,$115,$12,$127,$-273,$-120,-,$-89,$-432,$79,$-70,-,$-6,$31,-,$31,$-18,$-63,$-251,$88,$-163,$-136,$-136,$-96,$-34,$-429,$-402,$10,$-96
2015-12-31,$318,$94,$178,$272,$288,$126,-,$162,$321,$909,$-168,-,$-72,$231,$19,$250,$-54,$-44,$-1,$-150,$-151,$-248,$-248,$-96,$-49,$-544,$296,$12,$-96
2015-09-30,$440,$107,$33,$140,$178,$-9,-,$-107,$217,$800,$-100,-,$-222,$64,-,$64,$15,$-243,$-1,$34,$33,$-149,$-149,$-98,$-12,$-226,$308,$2,$-98
2015-06-30,$342,$125,$164,$289,$-264,$56,-,$42,$-14,$615,$-90,-,$-17,$-41,$-19,$-60,$24,$-143,$-337,$73,$-264,$-145,$-145,$-98,$7,$-500,$-28,$25,$-98
2015-03-31,$327,$120,$-300,$-180,$-327,$-136,-,$-99,$-558,$-429,$-72,-,$38,$51,$19,$70,$-1,$35,"$1,241",$-517,$724,$-156,$-156,$-91,$-19,$458,$49,$15,$-91
2014-12-31,$89,$97,$242,$339,$300,$106,-,$9,$106,$491,$-262,-,"$-1,999",$119,-,$119,$65,"$-2,077",$-601,"$1,035",$434,$-295,$-295,$-92,$-200,$-153,"$-1,782",$18,$-92
2014-09-30,$377,$119,$-88,$31,$115,$-2,-,$-72,$255,$636,$-70,-,$-90,$353,-,$353,$5,$198,$-37,$2,$-35,$-139,$-139,$-92,$-4,$-270,$482,$15,$-92
2014-06-30,$392,$115,$-78,$37,$-168,$-25,-,$-48,$-162,$238,$-129,-,$-2,$-447,-,$-447,$5,$-573,$-2,$-3,$-5,$-94,$-94,$-92,$-52,$-243,$-573,$20,$-92
