,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$887,$95,$-852,$-757,$166,$-3,-,$52,$-77,$199,$-161,-,-,-,"$1,077","$1,077",$-40,$876,"$-1,765",$-1,"$-1,766",-,-,$-99,$11,"$-1,854",$-734,$21,$-99
2020-09-30,$748,$82,$-268,$-186,$-144,$88,-,$45,$366,$937,$-57,-,$23,-,$300,$300,$67,$333,$-60,$-5,$-65,-,-,$-79,$2,$-142,"$1,145",$21,$-79
2020-06-30,$269,$78,$5,$83,$46,$-61,-,$-75,$86,$509,$-46,-,$-23,-,-,-,$94,$25,$771,$27,$798,-,-,-,$593,"$1,391","$1,936",$22,-
2020-03-31,$102,$81,$200,$281,$-19,$-264,-,$-23,$-330,$47,$-48,-,-,-,-,-,$-80,$-128,"$10,927",$-44,"$10,883",-,-,$-8,"$-10,951",$-76,$-185,$13,$-8
2019-12-31,$454,$84,$39,$163,$76,$267,-,$70,$255,"$1,013",$-104,-,$6,-,$6,-,$35,$-63,$-39,$-18,$-82,-,-,$-24,$-791,$-872,$91,$12,$-24
2019-09-30,$504,$84,$30,$114,$1,$71,-,$31,$78,$618,$-50,-,$-1,-,-,-,$-19,$-70,$-32,$-2,$-34,-,-,$-1,$-568,$-603,$-74,$18,$-1
2019-06-30,$794,$82,$-97,$-15,$-58,$-110,-,$-32,$-146,$554,$-48,-,-,-,-,-,$11,$-37,$-11,$39,$28,-,-,$-1,$-462,$-435,$73,$14,$-1
2019-03-31,$403,$85,$-12,$73,$-148,$-230,-,$-38,$-643,$-183,$-41,-,$1,-,-,-,$-3,$-43,$51,$6,$57,-,-,$-2,$-112,$-57,$-267,$8,$-2
2018-12-31,"$1,502",$-15,-,$-15,-,-,-,-,$-553,$-43,$63,-,$846,-,-,$-596,$-169,$144,-,$11,$121,-,$286,$-15,$-837,$-434,$-436,-,-
2017-12-31,"$1,267",$372,-,$372,-,-,-,-,$184,"$2,098",$-326,-,$-124,-,-,$596,$125,$271,-,$-8,$-4,-,$-286,$-31,"$-1,864","$-2,193",$240,-,-
