,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$1,034",$217,$-27,$190,$-20,$189,$145,$65,$379,"$1,603",$-199,-,-,-,$25,$25,$14,$-160,$-302,-,$-302,-,-,$-491,$-29,$-822,$697,$42,$-491
2020-09-30,$598,$201,$429,$630,$54,$-258,$116,$-30,$-118,"$1,110",$-139,-,-,-,-,-,$14,$-125,$-571,-,$-571,-,-,$-490,$-11,"$-1,072",$-92,$41,$-490
2020-06-30,"$-1,652",$217,"$2,495","$2,712",$363,$29,$-52,$604,$944,"$2,004",$-127,-,-,-,-,-,$12,$-115,"$-3,917",-,"$-3,917",-,-,$-489,$-136,"$-4,542","$-2,591",$40,$-489
2020-03-31,$381,$212,$377,$589,$-423,$-226,$-2,$-107,$-758,$212,$-131,-,-,-,-,-,$9,$-122,"$3,593",-,"$3,593",-,-,$-488,-,"$3,105","$3,124",$33,$-488
2019-12-31,$183,$180,$592,$772,$2,$360,$-171,$416,$607,"$1,562",$-187,-,-,-,$590,$590,$-3,$400,"$-1,523",-,"$-1,523",-,-,$-489,$-20,"$-2,032",$-36,$20,$-489
2019-09-30,$898,$167,$-237,$-70,$63,$-153,$50,$-123,$-163,$665,"$1,102",-,$1,-,-,-,$26,"$1,129",$-319,-,$-319,-,-,$-488,$-97,$-904,$858,$11,$-488
2019-06-30,$448,$179,$566,$745,$-41,$4,$-1,$-134,$-172,"$1,021",$441,-,$-640,-,-,-,$4,$-195,$15,-,$15,-,-,$-488,-,$-473,$356,$6,$-488
2019-03-31,$404,$162,$243,$405,$116,$-488,$64,$-197,$-505,$304,$-249,-,$440,-,-,-,$-14,$177,$-1,-,$-1,-,-,$-488,$-15,$-504,$-34,$9,$-488
2018-12-31,"$-12,628",$193,"$13,482","$13,675",$-126,$394,$-153,$534,$649,"$1,696",$-214,-,$-18,-,$24,$24,$11,$-197,$-7,$-964,$-971,-,-,$-762,$7,"$-1,726",$-231,$-11,$-762
2018-09-30,$618,$172,$391,$563,$-153,$-217,$3,$-152,$-519,$662,$-156,-,$-33,-,-,-,$95,$-94,"$-2,694",$960,"$-1,734",-,-,$-762,$-32,"$-2,528","$-2,008",$17,$-762
2018-06-30,$753,$158,$410,$568,"$-1,289",$-116,$212,$-320,"$-1,513",$-192,$-215,-,$18,-,-,-,$772,$575,"$2,984",$-943,"$2,041",-,-,$-762,$-17,"$1,262","$1,575",$20,$-762
2018-03-31,"$1,003",$121,$-36,$85,$-712,$-312,$-85,$429,$-680,$408,$-223,-,$-215,-,-,-,$442,$4,$-6,$518,$512,-,-,$-897,$14,$-371,$31,$7,$-897
2017-12-31,"$7,938",$160,"$-8,048","$-7,888",$-568,$344,$318,$341,$435,$485,$-238,-,-,-,$6,$6,$685,$453,$-5,$8,$3,-,-,$-727,$-8,$-732,$220,$10,$-727
2017-09-30,$943,$197,$25,$222,$-463,$-149,$39,$-398,$-971,$194,$-266,-,-,-,-,-,$567,$301,$892,$-650,$242,-,-,$-727,$7,$-478,$31,$12,$-727
2017-06-30,"$1,160",$166,$132,$298,$-558,$61,$22,$-546,"$-1,021",$437,$-322,-,-,-,-,-,$611,$289,"$-2,032",$180,"$-1,852",-,-,$-698,$44,"$-2,506","$-1,764",$13,$-698
2017-03-31,$891,$180,$121,$301,"$-1,040",$-492,$62,$-337,"$-1,807",$-615,$-368,-,-,-,-,-,$502,$134,-,$256,$256,-,-,$-736,$-25,$-505,$-973,$11,$-736
2016-12-31,$908,$197,$-9,$188,$-612,$351,$399,$398,$536,"$1,632",$-411,-,-,-,-,-,$779,$368,$-11,$1,$-10,-,-,"$-1,461",$-125,"$-1,596",$284,$8,"$-1,461"
2016-09-30,$843,$204,$-199,$5,"$-1,217",$-225,$390,$-884,"$-1,936","$-1,088",$-322,-,-,-,-,-,"$1,858","$1,536",$-63,$4,$-59,-,-,$-789,$13,$-835,$-405,$12,$-789
2016-06-30,$955,$276,$-5,$271,$-188,$17,$31,$748,$608,"$1,834",$-211,-,-,-,-,-,$52,$-159,"$6,970",$632,"$7,602",-,"$-8,320",$-847,$3,"$-1,562",$70,$13,$-667
2016-03-31,$900,$313,$-240,$73,$-38,$-273,$59,$-451,$-703,$270,$-303,-,-,-,-,-,$10,$-293,-,-,-,-,-,$-667,$40,$-627,$-606,$13,$-667
2015-12-31,$648,$604,$52,$656,"$-1,111",$2,$-22,$353,$-778,$526,$-282,-,-,-,$7,$7,"$1,367","$1,092",$5,-,$5,-,-,"$-1,025",$-124,"$-1,144",$463,$35,$-665
2015-09-30,$-120,$195,$-55,$140,$231,$103,$-110,$91,$315,$335,$-203,-,"$-9,468",-,$175,$175,$-55,"$-9,551","$2,478",-,"$2,478","$10,000","$10,000",$-817,$-91,"$11,570","$2,290",$93,$-637
2015-06-30,$-160,$87,$316,$403,$-6,$16,$76,$165,$251,$494,$-110,-,-,-,$306,$306,$3,$199,$-1,-,$-1,-,-,$-180,$16,$-165,$248,$3,-
2015-03-31,$279,$89,$-30,$59,$-29,$-96,$-63,$-233,$-421,$-83,$-53,-,-,-,-,-,$4,$-49,$38,-,$38,-,-,$-180,$-72,$-214,$-399,$2,-
2014-12-31,$165,$100,$132,$232,$41,$180,$377,$-186,$412,$809,$-194,-,-,-,-,-,$54,$-140,"$-1,030",$11,"$-1,019",-,-,$-180,$-11,"$-1,210",$-556,$2,$540
2014-09-30,$174,$67,$130,$197,$75,$-56,$143,$182,$113,$484,$-92,-,-,-,-,-,$-2,$-94,$-23,-,$-23,-,-,$-180,$2,$-201,$49,$6,$-540
2014-06-30,$-180,$261,$-86,$175,$177,$272,$5,$-84,$601,$596,$-37,-,-,-,-,-,$-2,$-39,$-50,$-11,$-61,$113,$113,$-47,$-38,$-33,$550,$-29,$313
2014-03-31,$513,$96,$-29,$67,$-149,$-243,$37,$26,$-329,$251,$-76,-,-,-,-,-,-,$-76,-,-,-,$-113,$-113,$-313,$50,$-376,$-204,$29,$-313
2013-12-31,$-757,$44,$123,$167,$-102,$-87,$218,$832,$861,$271,$-133,-,-,-,-,-,$26,$-107,$-19,"$1,090","$1,071",-,-,$228,$-173,"$1,126","$1,170",$-16,$228
2013-09-30,$499,$92,$63,$155,$110,$22,$13,$-291,$-146,$508,$-158,-,-,-,-,-,-,$-158,-,-,-,-,-,$-300,$12,$-288,$67,$18,$-300
2013-06-30,$829,$102,$-300,$-198,$54,$42,$-10,$-338,$-252,$379,$-124,-,-,-,-,-,-,$-124,-,-,-,-,-,$-298,$34,$-264,$-17,$17,$-298
2013-03-31,$456,$102,$106,$208,$-165,$-26,$-52,$-189,$-432,$232,$16,-,-,-,-,-,-,$16,-,-,-,-,-,$-296,$-22,$-318,$-74,$15,$-296
2012-12-31,$90,$167,$132,$299,$450,$165,$-295,$259,$579,$968,$-143,-,-,-,-,-,-,$-143,$6,-,$6,-,-,-,$184,$190,"$1,011",$15,-
2012-09-30,$466,$92,$661,$753,$-50,$-32,$178,$-349,$-253,$966,$-100,-,-,-,-,-,-,$-100,$-2,-,$-2,-,-,-,$-627,$-629,$241,$12,-
2012-06-30,$603,$90,$87,$177,$75,$117,$21,$200,$413,"$1,193",$-88,-,-,-,-,-,-,$-88,"$5,959",$2,"$5,961",-,-,-,"$-7,066","$-1,105",-,$13,-
2012-03-31,$483,$79,$54,$133,$-255,$-229,$-145,$-79,$-708,$-92,$-91,-,-,-,-,-,-,$-91,-,$-2,$-2,-,-,-,$188,$186,$3,$14,-
2011-12-31,$337,$95,$-54,$41,$-87,$453,$-105,$-545,$-1,$619,$-134,-,-,-,-,-,-,$-134,-,$6,$-3,-,-,-,$-484,$-487,$-2,$-39,-
2011-09-30,"$-2,096",$-85,"$1,650","$1,565",$87,$-453,$105,$545,"$1,783","$1,217",$181,-,"$-3,698",-,-,-,-,"$-3,517",-,$-6,$3,-,-,-,"$2,297","$2,300",-,$39,-
2010-12-31,"$3,534",$354,"$-1,596","$-1,242",-,-,-,-,"$-1,499",$828,$-448,-,"$3,698",-,-,-,-,"$3,250",-,-,$-9,-,-,-,"$-4,069","$-4,078",-,-,-
