,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$1,567",$301,$10,$311,$-107,-,$89,$-498,$-631,"$1,247",$-226,-,-,-,"$-2,005","$-2,005",$-721,"$-2,952",-,-,-,$-200,$-200,-,"$2,680","$2,480",$918,$377,-
2020-09-30,"$1,021",$298,$474,$772,$-40,-,$-45,$-759,"$-1,073",$720,$-241,-,$3,-,"$-3,549","$-3,549",$594,"$-3,193",-,-,-,$-369,$-369,-,"$1,862","$1,493",$-882,$364,-
2020-06-30,"$1,530",$297,$17,$314,$-30,-,$-27,$533,$539,"$2,383",$-192,-,-,-,"$-6,969","$-6,969",$-344,"$-7,505",-,$966,$966,$-130,$-130,-,"$5,442","$6,278","$1,262",$352,-
2020-03-31,$84,$293,$914,"$1,207",$77,-,$-21,$106,$213,"$1,504",$-87,-,"$-3,612",-,"$1,918","$1,918",$-787,"$-2,568",-,"$3,000","$3,000",$-799,$-799,-,$40,"$2,241",$999,$283,-
2019-12-31,$507,$227,$462,$689,$-17,-,$55,$-453,$-422,$774,$-174,-,$-70,-,$-585,$-585,$421,$-408,-,$-7,$-7,$-245,$-245,-,$602,$350,$759,$285,-
2019-09-30,$462,$227,$639,$866,$-37,-,$-2,$-167,$-232,"$1,096",$-156,-,-,-,$236,$236,$543,$623,-,"$2,462","$2,462",$-346,$-346,-,$-777,"$1,339","$3,010",$266,-
2019-06-30,$823,$228,$236,$464,$30,-,$-46,$-76,$-113,"$1,174",$-139,-,-,-,$-544,$-544,$-414,"$-1,097",-,$500,$500,$67,$67,-,$429,$996,"$1,071",$223,-
2019-03-31,$667,$230,$438,$668,$-96,-,$-3,$-223,$-308,"$1,027",$-218,-,-,-,"$-2,110","$-2,110","$-2,532","$-4,860",-,-,-,$-749,$-749,-,"$2,251","$1,502","$-2,330",$247,-
2018-12-31,$584,$223,$340,$563,$74,-,$21,$-88,$-16,"$1,131",$-221,-,$12,-,$-789,$-789,"$1,102",$104,-,$-14,$-14,$-534,$-534,-,"$-1,199","$-1,747",$-536,$230,-
2018-09-30,$436,$188,$347,$535,$-134,-,$22,"$3,818","$3,699","$4,670",$-223,-,"$-2,120",-,"$1,253","$1,253","$1,244",$154,-,$-25,$-25,$-595,$-595,-,"$1,669","$1,049","$5,847",$213,-
2018-06-30,$526,$180,$617,$797,$-24,-,$18,"$-1,275","$-1,295",$28,$-198,-,$-16,-,$37,$37,$735,$558,-,"$-1,076","$-1,076",$-435,$-435,-,$176,"$-1,335",$-805,$205,-
2018-03-31,$511,$185,$724,$909,$25,-,$-35,"$-1,759","$-1,769",$-349,$-178,-,-,-,$-984,$-984,"$1,167",$5,-,"$2,075","$2,075","$-1,812","$-1,812",-,$530,$793,$442,$205,-
