,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$247.7,$214.8,$38.1,$252.9,$24.3,$-19.7,$83,$4.8,$92.5,$602.6,$-66.2,-,$14.8,-,-,-,$2.4,$-49,$-157.5,$-70.3,$-227.8,$-9.1,$-9.1,$-211.5,$-13.3,$-461.7,$101.3,$29.2,$-211.5
2019-12-31,$333.9,$191.9,$59.5,$251.4,$53,$53.3,$-39.4,$-2.8,$80.5,$668,$-143.1,-,"$-1,259.6",-,-,-,$-15.5,"$-1,418.2",$955.7,$-8.7,$947,$-7.1,$-7.1,$-204.6,$-4.2,$731.1,$-20.5,$33,$-204.6
2018-12-31,$306.1,$136.1,$43.4,$179.5,$-25.8,$-54.3,$36.2,$-1.9,$-46,$440.3,$-159.6,-,$-104.3,-,-,-,$-13.9,$-277.8,$-155.4,$69.6,$-85.8,$-107.6,$-107.6,$-193.7,$-9.8,$-396.9,$-258,$35.5,$-193.7
2017-12-31,$292.7,$125.9,$113.8,$239.7,$-40.6,$-48.1,$58.8,$-36.8,$-80.2,$443.7,$-159.4,-,$6.1,-,-,-,$-11.7,$-165,$484.2,$-202.7,$281.5,$-155,$-155,$-185.6,$-5.4,$-64.5,$244.2,$36.6,$-185.6
2016-12-31,$386.2,$119.5,$24.5,$144,$3.4,$-33.3,$50.8,$-2.1,$15.1,$552.6,$-124,-,$56.6,-,-,-,$-34.6,$-102,$-5,$11.5,$6.5,$-193.1,$-193.1,$-177.4,$-38.2,$-402.2,$28.7,$37.1,$-177.4
2015-12-31,$329.2,$113.2,$84.4,$197.6,$-16.4,$-49.1,$-54.3,$-0.4,$-170.8,$359.1,$-103.2,-,$40.3,-,-,-,$-6.7,$-69.6,$-204.6,$201.3,$-3.3,$-183.2,$-183.2,$-171.6,$8.9,$-349.2,$-79.6,$45.2,$-171.6
2014-12-31,$101.2,$225.9,$10.6,$236.5,$-97.7,$-21.9,$47.5,$1.4,$53.6,$381.9,$-94.1,-,$6.1,-,-,-,$-14.7,$-102.7,$111.2,$-24.2,$87,$-127.9,$-127.9,$-167.5,$4.8,$-203.6,$60.1,$41.6,$-167.5
2013-12-31,$199.7,$185.6,$4.2,$189.8,$-13.3,$-4.1,$35,$-1,$26.4,$416.9,$-80.6,-,$-9,-,$21.2,$21.2,$-6.9,$-75.3,$-203.7,$23.3,$-180.4,$-132.5,$-132.5,$-124.9,$3.5,$-434.3,$-86.4,$36.3,$-124.9
2012-12-31,$250.5,$119,$18.7,$137.7,$60.6,$-39.1,$27.4,$-2.9,$57.4,$449.7,$-71,-,$-195.8,-,$-22.4,$-22.4,$-4.8,$-294,$287.4,$-85.8,$201.6,$5.6,$5.6,$-199.5,$-44.3,$-36.6,$122.8,$33.8,$-199.5
2011-12-31,$156.4,$116.9,$77.2,$194.1,$-29.5,$-16.3,$29.4,$-1.7,$-13.8,$328.9,$-75,-,$20.2,$22.8,-,$22.8,$-4.6,$-36.6,$-3.4,$68.5,$65.1,$-204.8,$-204.8,$-155.9,$-8,$-303.6,$-8.2,$35.3,$-155.9
2010-12-31,$182.8,$122.8,$78.1,$200.9,$-34.7,$-31.2,$24.9,$21.6,$-17.5,$362.5,$-67.7,-,$24,$-21.5,-,$-21.5,$0.1,$-65.1,$-13.5,$-32.3,$-45.8,$-106.3,$-106.3,$-154.9,$-6.6,$-313.6,$-16,$37.6,$-154.9
2009-12-31,$115,$133.3,$127.5,$260.8,$105.7,$87.6,$18.4,$1.4,$185.6,$565.3,$-68.9,-,$-2.8,$-1.3,-,$-1.3,$0.5,$-72.5,$-64.2,-,$-64.2,$-188,$-188,$-157.2,$0.7,$-408.7,$95.8,$38,$-157.2
2008-12-31,$109,$166,$139.1,$305.1,$36.5,$49.9,$-46.8,$9.5,$32.8,$436.2,$289.3,-,$-10.3,-,-,-,$-15.7,$263.3,$-275.8,-,$-275.8,$-290.6,$-290.6,$-165.1,$-2,$-733.5,$-40.7,$41.6,$-165.1
2007-12-31,$-5.7,$426.4,$32.2,$458.6,$90.4,$65.5,$13,$10.5,$173.2,$613.7,$-36.9,-,$-111.3,-,-,-,$-9.8,$-158,$-34,-,$-34,$-229.9,$-229.9,$-124.8,$-2.8,$-391.5,$73.5,$49,$-124.8
2006-12-31,$300.3,$175.4,$58.6,$234,$11.1,$-61.2,$-5.3,$-2.9,$-64,$478.9,$-134.5,-,$-83.2,-,-,-,$-13.8,$-231.5,$73,-,$73,$-139.7,$-139.7,$-121.1,$1.7,$-186.1,$67,$48.6,$-121.1
2005-12-31,$251.3,$171.1,$8.7,$179.8,$-18,$-50.4,-,$9.9,$-30.2,$448.3,$-142.7,-,$-181,-,-,-,$-14.8,$-338.5,$-187,-,$-187,$-226.9,$-226.9,$-118.4,-,$-532.3,$-426.4,-,$-118.4
