,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$93.4,$23.5,$29.3,$52.8,$-1.9,$-7.8,$-1.6,$66,$54.7,$200.9,$-13.8,-,$-12.5,-,$-3,$-3,$11.9,$-17.4,-,$-0.1,$-0.1,$-110.2,$-110.2,$-29,$-3.3,$-142.6,$49.6,$20.8,$-29
2020-09-30,$146.9,$23.2,-,$23.2,-,-,-,$-8.7,$-8.7,$161.4,$-8.9,-,-,-,-,-,$0.2,$-8.7,$-0.1,$-0.6,$-0.7,-,-,$-29.6,$0.2,$-30.1,$126.5,-,$-29.6
2020-06-30,$73.7,$116.2,$-96.3,$19.9,-,-,-,$3.6,$3.6,$97.2,$-12.6,-,-,-,-,-,$0.8,$-11.8,-,$-2.6,$-2.6,-,-,$-29.7,$-0.1,$-32.4,$55.6,-,$-29.7
2020-03-31,$0.5,$19.8,$96.3,$116.1,-,-,-,$-85.8,$-85.8,$30.8,$-11.8,-,-,-,-,-,$-7,$-18.8,-,$3.2,$3.2,$-94.1,$-94.1,$-29,$3.1,$-116.8,$-110,-,$-29
2019-12-31,$80.7,$26.3,$19.4,$45.7,$-6,$5.4,$-11,$94,$82.4,$208.8,$-16.2,-,$0.3,-,-,-,$-5.7,$-21.6,-,$0.1,$0.1,$-39.8,$-39.8,$-25.1,$-3,$-67.8,$122.4,$20.4,$-25.1
2019-09-30,$131.7,$21.2,-,$21.2,-,-,-,$19.5,$19.5,$172.4,$-20.1,-,-,-,-,-,$0.3,$-19.8,-,$-0.1,$-0.1,$-46.1,$-46.1,$-25,$-2.6,$-73.8,$75.1,-,$-25
2019-06-30,$109.4,$20.7,-,$20.7,-,-,-,$-10.5,$-10.5,$119.6,$-17,-,-,-,-,-,$-1.5,$-18.5,$-8.9,-,$-8.9,$-69.8,$-69.8,$-25.3,$2.6,$-101.4,$0.6,-,$-25.3
2019-03-31,$80.3,$20.7,-,$20.7,-,-,-,$-113.6,$-113.6,$-12.6,$-12.3,-,$-4.6,-,-,-,$-0.8,$-17.7,$-8.8,$-0.2,$-9,$-63.8,$-63.8,$-25.2,$-1.2,$-99.2,$-130,-,$-25.2
2018-12-31,$132.9,$20.4,$-52.8,$-32.4,$-8.6,$-19.7,$33.9,$91.3,$96.9,$197.4,$-17.3,-,$-376.1,$375.8,$-14.3,$361.5,$-3.2,$-35.1,$-8.8,$0.1,$-8.7,$-34.1,$-34.1,$-19.8,$-3.9,$-66.5,$94.1,$19.6,$-19.8
2018-09-30,$116.1,$20.3,-,$20.3,-,-,-,$5.3,$5.3,$141.7,$-10.9,-,$280.5,$-375.8,-,$-375.8,$-1.2,$-107.4,$-8.8,$-0.2,$-9,-,-,$-19.9,$2.4,$-26.5,$6.9,-,$-19.9
2018-06-30,$114,$23,-,$23,-,-,-,$-8.2,$-8.2,$128.8,$-12.2,-,$-4.2,-,-,-,-,$-16.4,$-49.1,$-0.5,$-49.6,-,-,$-20,$0.1,$-69.5,$37.8,-,$-20
2018-03-31,$72.4,$22.5,-,$22.5,-,-,-,$-105,$-105,$-10.1,$-8.7,-,$-276.3,-,-,-,$0.1,$-284.9,$31.2,-,$31.2,$-30,$-30,$-19.7,$-2.4,$-20.9,$-314.4,-,$-19.7
2017-12-31,$12.1,$17,$81.8,$98.8,$-22.7,$-4.4,$0.4,$93,$66.3,$177.2,$-15.6,-,$1.2,$0.1,-,$0.1,$0.2,$-14.1,$26.2,-,$26.2,$7.2,$7.2,$-15.3,$-50.3,$-32.2,$131.3,$16.2,$-15.3
2017-09-30,$90.1,$17.2,-,$17.2,-,-,-,$-1.3,$-1.3,$106,$-12.3,-,-,$0.3,-,$0.3,$1.8,$-10.2,$8.7,-,$8.7,-,-,$-15.2,$-1.7,$-8.2,$89.4,-,$-15.2
2017-06-30,$105.8,$16.2,-,$16.2,-,-,-,$-17.1,$-17.1,$104.9,$-13.6,-,-,$15.2,-,$15.2,$0.3,$1.9,$-11.7,$-0.2,$-11.9,$-30,$-30,$-15.2,$2.6,$-54.5,$55.9,-,$-15.2
2017-03-31,$68.7,$16.5,$-50,$-33.5,-,-,-,$-76.1,$-76.1,$-40.9,$-7.8,-,$-20.8,-,-,-,$0.8,$-27.8,$-11.8,$-1.1,$-12.9,$-30,$-30,$-15.2,$2.1,$-56,$-122.8,-,$-15.2
2016-12-31,$75,$16.2,$0.9,$17.1,$-19.8,$-15.6,$3.4,$139,$107,$199.1,$-16,-,$-4.3,-,-,-,$5.6,$-14.7,$6.6,$-17.4,$-10.8,$-49.3,$-49.3,$-11.5,$-8.4,$-80,$97.9,$16.6,$-11.5
2016-09-30,$2,$17.2,$84.4,$101.6,-,-,-,$-26.4,$-26.4,$77.2,$-9.9,-,-,-,-,-,$-0.9,$-10.8,$-13.1,-,$-13.1,-,-,$-11.6,$3.7,$-21,$45.4,-,$-11.6
2016-06-30,$95.4,$17.1,-,$17.1,-,-,-,$-10.5,$-10.5,$102,$-9.1,-,$-31.4,-,$7.5,$7.5,$-2.7,$-35.7,$-28.8,$16.6,$-12.2,-,-,$-11.5,$3.5,$-20.2,$43.6,-,$-11.5
2016-03-31,$58.8,$16.4,-,$16.4,-,-,-,$-76,$-76,$-0.8,$-7.4,-,-,-,$6.6,$6.6,$-2,$-2.8,$-11.7,$-16.6,$-28.3,$-30,$-30,$-11.4,$-5.1,$-74.8,$-74.2,-,$-11.4
2015-12-31,$72,$15.7,$-13.4,$2.3,$-13.5,$-5.8,$-14.7,$91.2,$57.2,$131.5,$-7.6,-,$0.1,-,$10.8,$10.8,$-2.7,$0.6,$-96.1,$7,$-89.1,$11,$11,$-29.6,$1.8,$-105.9,$24.5,$14.6,$-29.6
2015-09-30,$-26.4,$12.7,$104.4,$117.1,-,-,-,$1.6,$1.6,$92.3,$-8.7,-,$-459.3,-,$1.5,$1.5,$-1.4,$-467.9,$380,$-0.4,$379.6,-,-,$-9.6,$-16.5,$353.5,$-25.8,-,$-9.6
2015-06-30,$65,$12.7,-,$12.7,-,-,-,$-48.9,$-48.9,$28.8,$-9.2,-,$-43,-,-,-,$0.1,$-52.1,$-12.2,$12.4,$0.2,-,-,$-9.6,$3.5,$-5.9,$-28.6,-,$-9.6
2015-03-31,$43.7,$12.1,-,$12.1,-,-,-,$-51.4,$-51.4,$4.4,$-9.4,-,$-9,-,-,-,$4,$-14.4,$-12.2,$-0.2,$-12.4,$-30,$-30,$-9.5,$5.2,$-46.7,$-60.9,-,$-9.5
2014-12-31,$22.2,$12.3,$40.8,$53.1,$-8,$3.4,$43.4,$-30.2,$8.6,$83.9,$-11.2,-,$-1,-,-,-,$-1.7,$-13.9,$-33.5,$18.6,$-14.9,$14.1,$14.1,$-11.9,$-16.7,$-29.4,$39.1,$13.1,$-11.9
2014-09-30,$66.1,$12.1,$0.8,$12.9,-,-,-,$29.2,$29.2,$108.2,$-13.8,-,-,-,-,-,$1.1,$-12.7,$-7.5,$-0.4,$-7.9,$-20,$-20,$-7.7,$0.8,$-34.8,$58.2,-,$-7.7
2014-06-30,$46.7,$12.2,$7.3,$19.5,-,-,-,$-1.5,$-1.5,$64.7,$-16.8,-,$-17.7,-,-,-,$40.6,$6.1,$-7,$-40.2,$-47.2,$-30.3,$-30.3,$-7.7,$2.8,$-82.4,$-12.2,-,$-7.7
2014-03-31,$37.6,$12.2,$-0.1,$12.1,-,-,-,$-50.6,$-50.6,$-0.9,$-9.2,-,$-5.3,-,-,-,$0.2,$-14.3,$-8,-,$-8,-,-,$-7.2,$11.8,$-3.4,$-22,-,$-7.2
2013-12-31,$8,$11.9,$-14.9,$30.4,$27.9,$3.9,$-16.7,$46.7,$62.2,$66.3,$33.5,-,-,-,-,-,$-64.6,$-31.1,"$1,300.2",$38.9,"$1,300.2",$1.3,$1.3,$-5.2,"$-1,503.7",$-168.5,$-141.1,$0.8,$-5.2
2013-09-30,$-68,$148.9,$-18.2,$130.7,-,-,-,$35.7,$35.7,$98.4,$-3.3,-,-,-,-,-,$22.6,$19.3,$-0.6,-,$-0.6,-,-,-,$-87.4,$-88,$46.3,-,-
2013-06-30,$62.3,$11.2,$-0.1,$11.1,-,-,-,$-14.6,$-14.6,$58.8,$-3.4,-,-,-,-,-,$0.6,$-2.8,$-1.3,-,$-1.3,-,-,-,$-52.8,$-54.1,$8.4,-,-
2013-03-31,$41.2,$11.7,$-0.2,$11.5,-,-,-,$-52.3,$-52.3,$0.4,$-5.3,-,-,-,-,-,$1.2,$-4.1,$1.7,-,$1.7,-,-,-,$16.5,$18.2,$-3.7,-,-
2012-12-31,$60.5,$11.2,-,$11.2,-,-,-,-,$-8.8,$71.8,$-5.5,-,-,-,-,-,-,$-5.5,-,$-0.7,-,-,-,$-2.3,$-72.8,$-75.8,$-17.1,-,-
2012-09-30,$-59.6,$-13.4,-,$-13.4,-,-,-,-,$17.1,$-68.1,$10.7,-,$-19.2,-,-,-,-,$-8.5,-,$2.2,-,-,-,$6.4,$2.9,$11.5,$-40.7,-,-
2011-12-31,$25.9,$-1.3,$-2.3,$-3.6,-,-,-,-,$10.1,$57.7,$-2.6,-,$19.2,-,-,-,-,$16.6,-,$-9.7,$0.1,-,-,$-2.9,$-134.8,$-147.3,$-84.7,-,-
2010-12-31,$198.5,$47.3,$2.3,$49.6,-,-,-,-,$-27.3,$207.8,$-20.1,-,-,-,-,-,-,$-20.1,-,$7.2,$-0.2,-,-,$-6.4,$-106.9,$-106.3,$83.2,-,-
