,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$358,$109,$74,$183,$5,$-52,$98,$222,$177,$718,$-152,-,$-5,-,-,-,$-20,$-177,$-500,$3,$-497,-,-,$-95,$-5,$-597,$-50,$13,$-95
2020-09-30,$479,$111,$46,$157,$-2,$-61,$12,$-1,$-74,$562,$-119,-,$-30,-,-,-,$-25,$-174,-,-,-,-,-,$-95,$2,$-93,$301,$14,$-95
2020-06-30,$376,$111,$10,$121,$-38,$-136,$72,$-5,$-59,$438,$-87,-,$-72,-,-,-,$-5,$-164,"$1,240",$1,"$1,241",-,-,$-95,$-5,"$1,141","$1,402",$16,$-95
2020-03-31,$423,$110,$4,$114,$109,$-97,$-35,$-193,$-129,$408,$-74,-,$-6,-,-,-,$23,$-57,-,-,-,$-250,$-250,$-95,$17,$-328,$17,$16,$-95
2019-12-31,$384,$109,$-8,$101,$-51,$-1,$18,$147,$97,$582,$-165,-,$-58,-,$12,$12,$-2,$-213,-,-,-,$-176,$-176,$-79,$5,$-250,$119,$16,$-79
2019-09-30,$433,$107,$-2,$105,$-47,$-53,$-6,$47,$-32,$506,$-108,-,$-137,-,$13,$13,$23,$-209,-,-,-,$-150,$-150,$-78,$-4,$-232,$60,$16,$-78
2019-06-30,$371,$98,$26,$124,$-46,$-67,$57,$-75,$-177,$318,$-103,-,-,-,$40,$40,$4,$-59,-,-,-,$-150,$-150,$-78,$2,$-226,$27,$17,$-78
2019-03-31,$312,$98,$18,$116,$75,$17,$-79,$-79,$-39,$389,$-63,-,-,-,$36,$36,$4,$-23,-,$-9,$-9,$-150,$-150,$-79,$-5,$-243,$126,$18,$-79
2018-12-31,$345,$101,$39,$140,$-104,$32,$76,$122,$99,$584,$-90,-,$-4,-,$28,$28,$-8,$-74,$11,$8,$19,$-150,$-150,$-60,$-6,$-197,$316,$17,$-60
2018-09-30,$347,$84,$-4,$80,$46,$52,$-11,$30,$123,$550,$-74,-,"$-1,994",-,-,-,$4,"$-2,064","$1,485",-,"$1,485",$-143,$-143,$-61,$-18,"$1,263",$-272,$14,$-61
2018-06-30,$382,$63,$19,$82,$-69,$10,$18,$-81,$-197,$267,$-73,-,-,-,-,-,$-3,$-76,-,-,-,$-215,$-215,$-60,$4,$-271,$-96,$11,$-60
2018-03-31,$350,$60,$-108,$-48,$60,$-33,$-46,$-57,$87,$389,$-45,-,-,-,-,-,-,$-45,-,-,-,$-190,$-190,$-62,$-10,$-262,$90,$11,$-62
2017-12-31,$80,$63,$160,$223,$8,$54,$46,$185,$305,$608,$-47,-,-,-,-,-,$-7,$-54,$-750,-,$-750,$-125,$-125,$-51,$-41,$-967,$-417,$11,$-51
2017-09-30,$296,$58,$15,$73,$-17,$11,$10,$14,$70,$439,$-48,-,$-79,-,-,-,$-1,$-128,"$1,131",-,"$1,131",$-125,$-125,$-52,$2,$956,"$1,276",$11,$-52
2017-06-30,$247,$59,$22,$81,$-19,$6,$-29,$-93,$-148,$180,$-50,-,-,-,-,-,$10,$-40,$100,-,$100,$-125,$-125,$-51,$12,$-64,$76,$11,$-51
2017-03-31,$239,$62,$55,$117,$-22,$-52,$-37,$-160,$-237,$119,$-42,-,$-3,-,-,-,$-3,$-48,-,-,-,$-125,$-125,$-52,$1,$-176,$-98,$11,$-52
2016-12-31,$154,$63,$72,$135,$-29,$32,$28,$4,$-3,$286,$-59,-,-,-,-,-,-,$-59,-,-,-,$-75,$-75,$-47,$-6,$-128,$76,$9,$-47
2016-09-30,$237,$60,$-19,$41,$-9,$-46,$15,$-18,$-39,$239,$-56,-,$-68,-,-,-,-,$-124,-,$-4,$-4,$-74,$-74,$-47,$1,$-124,$-7,$9,$-47
2016-06-30,$224,$60,$64,$124,$32,$-84,$13,$-97,$-211,$137,$-41,-,$-8,-,-,-,-,$-49,-,-,-,$-75,$-75,$-47,$14,$-108,$-17,$10,$-47
2016-03-31,$204,$57,$-29,$28,$21,$-3,$-84,$-229,$-181,$51,$30,-,$-12,-,-,-,-,$18,$-400,$-1,$-401,$-76,$-76,$-47,$-19,$-543,$-479,$9,$-47
2015-12-31,$20,$55,$57,$112,$92,$-61,$-13,$162,$146,$278,$-81,-,$-654,-,-,-,$-2,$-737,"$1,117",$-4,"$1,113",$-53,$-53,$-41,$7,"$1,026",$562,$12,$-41
2015-09-30,$190,$46,$19,$65,$-79,$-30,$32,$-11,$-51,$204,$-52,-,-,-,-,-,$-8,$-60,-,$4,$4,$-50,$-50,$-42,$2,$-86,$48,$10,$-42
2015-06-30,$-36,$50,$228,$278,$-67,$-94,$24,$-3,$-120,$122,$-45,-,$1,-,-,-,-,$-44,-,$3,$3,$-52,$-52,$-43,$1,$-91,$-15,$11,$-43
2015-03-31,$165,$48,$30,$78,$-4,$-77,$-26,$-87,$-183,$60,$-44,-,$-230,-,-,-,-,$-274,-,$-5,$-5,$-48,$-48,$-42,$1,$-94,$-323,$10,$-42
2014-12-31,$126,$53,$120,$173,$30,$-3,$27,$89,$88,$387,$-50,-,-,-,-,-,-,$-50,-,$-3,$-3,-,-,$-37,$-2,$-42,$284,$10,$-37
