,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$230,$76,$-98,$-22,$-818,$380,$218,$-18,$-238,$-30,$-125,-,-,-,$-55,$-55,-,$-180,-,-,-,$-149,$-149,$-161,$-39,$-349,$-559,$44,$-161
2020-09-30,"$1,117",$73,$-62,$11,$-193,$-440,$-62,$-166,$-861,$267,$-117,-,-,-,$-31,$-31,$-1,$-149,-,-,-,$-267,$-267,$-15,$580,$298,$416,$31,$-15
2020-06-30,$145,$99,$91,$190,$644,$14,$27,-,$685,"$1,020",$-167,-,$-450,-,$-103,$-103,$17,$-703,"$1,191",-,"$1,191",-,-,$-14,$-45,"$1,132","$1,449",$36,$-14
2020-03-31,$90,$62,$677,$739,$404,$521,$-203,$50,$772,"$1,601",$-82,-,$-351,-,$349,$349,$36,$-48,-,-,-,$-179,$-179,$-152,$-17,$-348,"$1,205",$36,$-152
2019-12-31,$314,$62,$-183,$-121,$-593,$4,$-17,$-45,$-651,$-458,$-71,-,$-260,-,-,-,$22,$-309,-,-,-,$-421,$-421,$-155,$-6,$-582,"$-1,349",$38,$-155
2019-09-30,$513,$59,$216,$275,$-110,$-358,$-113,$-5,$-586,$202,$-39,-,-,-,-,-,$-1,$-40,-,-,-,-,-,$-14,$-42,$-56,$106,$27,$-14
2019-06-30,$465,$69,$10,$79,$30,$60,$266,-,$356,$900,$-88,-,-,-,$-238,$-238,-,$-326,-,-,-,-,-,$-155,$-3,$-158,$416,$31,$-155
2019-03-31,$539,$68,$200,$268,$391,$305,$85,-,$781,"$1,588",$-59,-,-,-,-,-,$-1,$-60,"$6,750",-,"$6,750",-,-,"$-6,511",$-900,$-661,$867,$5,"$-6,511"
2018-12-31,$24,$60,$324,$384,$-487,$34,$-166,-,$-619,$-211,$-46,-,-,-,-,-,$2,$-44,-,-,-,-,-,$-22,$-528,$-550,$-805,-,$-22
2018-09-30,$615,$53,$-67,$-14,$-100,$-202,$-52,-,$-354,$247,$-42,-,-,-,$-100,$-100,$-65,$-207,-,-,-,-,-,-,$216,$216,$256,-,-
2018-06-30,$480,$55,$477,$532,$118,$300,$237,-,$68,$532,$-67,-,-,-,-,-,$-2,$-69,-,-,-,-,-,$-41,$297,$256,$719,-,-
2018-03-31,$466,$54,$8,$62,$456,$-57,$-107,-,$292,$820,$-36,-,-,-,-,-,$-6,$-42,-,-,-,-,-,-,$947,$947,"$1,725",-,-
2017-12-31,$-127,$-111,$-485,$-596,$-574,$-243,$-130,-,$-579,"$-1,690",$79,-,$354,-,-,$13,$35,$481,-,-,-,-,-,$35,"$1,229","$1,264",$55,-,-
2017-06-30,"$1,409",$226,-,$226,-,-,-,-,$-368,"$1,655",$-191,-,-,-,-,$-13,$-38,$-242,-,-,-,-,-,$-35,"$-1,396","$-1,431",$-18,-,-
