,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$1,002",$235,$22,$257,$707,$636,$343,$-152,"$1,534","$2,562",$-345,-,$-203,-,-,-,$163,$-385,$-441,-,$-441,$-86,$-86,$-315,$39,$-803,"$1,355",$37,$-315
2020-09-30,$834,$212,$1,$213,$-335,$299,$224,$240,$428,"$1,119",$-216,-,-,-,-,-,$-151,$-367,"$-1,236",-,"$-1,236",-,-,$-315,$-16,"$-1,567",$-831,$30,$-315
2020-06-30,$625,$219,$-24,$195,$32,$113,$-407,$-252,$-514,$843,$-221,-,-,-,-,-,$176,$-45,"$-3,535",-,"$-3,535",$-52,$-52,$-315,$84,"$-3,818","$-3,030",$31,$-315
2020-03-31,$706,$212,$2,$214,$-33,$-546,$-375,$-451,"$-1,405",$-666,$-185,-,-,-,-,-,$8,$-177,"$6,231",-,"$6,231",$-449,$-449,$-295,$-202,"$5,285","$4,428",$30,$-295
2019-12-31,"$1,020",$204,$194,$398,$-77,$270,$170,$576,$939,"$2,394",$-381,-,$-19,-,-,-,$10,$-390,"$-1,506",-,"$-1,506",-,-,$-294,$-262,"$-2,062",$-72,$30,$-294
2019-09-30,$913,$210,$-24,$186,$189,$-90,$137,$-295,$-59,"$1,091",$-244,-,-,-,-,-,$3,$-241,$-447,-,$-447,-,-,$-295,$177,$-565,$272,$31,$-295
2019-06-30,$806,$210,$25,$235,$15,$-346,$-134,$-185,$-650,$291,$-181,-,-,-,-,-,$5,$-176,$384,-,$384,$-98,$-98,$-295,$-58,$-67,$29,$32,$-295
2019-03-31,$745,$205,$30,$235,$49,$-210,$-167,"$-1,496","$-1,824",$-795,$-181,-,-,-,-,-,$-6,$-187,"$1,010",-,"$1,010",$-133,$-133,$-268,$88,$697,$-290,$40,$-268
2018-12-31,$909,$221,$93,$314,$-55,$263,$127,"$1,059","$1,394","$2,067",$-243,-,$-60,-,-,-,$386,$83,$-696,-,$-696,"$-1,236","$-1,236",$-274,$15,"$-2,191",$-47,$30,$-274
2018-09-30,$851,$215,$-8,$207,$128,$-312,-,$-324,$-508,$790,$-168,-,-,-,-,-,$95,$-73,"$-1,118",-,"$-1,118",$-97,$-97,$-275,$-71,"$-1,561",$-852,$39,$-275
2018-06-30,$786,$218,$32,$250,$494,$-306,$34,$-432,$-210,$787,$-175,-,"$-10,039",-,-,-,$75,"$-10,139","$7,303",-,"$7,303",$-169,$-169,$-276,$28,"$6,886","$-2,470",$42,$-276
2018-03-31,$799,$109,$33,$142,$-150,$-236,$-358,$-757,"$-1,501",$-496,$-104,-,-,-,-,-,$-1,$-105,"$2,494",-,"$2,494",$-267,$-267,$-250,$-25,"$1,952","$1,349",$29,$-250
2017-12-31,$636,$115,$276,$391,$-221,$-239,$490,"$1,141",$948,"$1,994",$-155,-,$-35,-,-,-,$-13,$-203,$-898,-,$-898,$-386,$-386,$-251,$17,"$-1,518",$261,$30,$-251
2017-09-30,$764,$106,$103,$209,$317,$71,$85,$-813,$-117,$872,$-120,-,$-275,-,-,-,$5,$-390,$984,-,$984,$-271,$-271,$-252,$-66,$395,$866,$41,$-252
2017-06-30,$749,$109,$77,$186,$-207,$-16,$154,$-335,$-606,$477,$-91,-,$-89,-,-,-,$70,$-110,$-1,-,$-1,$-547,$-547,$-253,$131,$-670,$-312,$29,$-253
2017-03-31,$763,$111,$68,$179,$-84,$2,$-72,$-509,$-461,$533,$-62,-,-,-,-,-,$-23,$-85,-,-,-,$-354,$-354,$-230,$-22,$-606,$-166,$23,$-230
2016-12-31,$570,$113,$65,$178,$-143,$-171,$262,$423,$385,$791,$-148,-,$-2,-,-,-,$41,$-109,-,-,-,$-190,$-190,$-233,$-218,$-641,$31,$19,$-233
2016-09-30,$647,$109,$247,$356,$59,$-122,$148,$-483,$-412,$499,$-110,-,$-56,-,-,-,$69,$-97,$492,-,$492,$-325,$-325,$-231,$76,$12,$404,$25,$-231
2016-06-30,$714,$115,$52,$167,$172,$137,$-22,$-632,$-598,$393,$-69,-,-,-,-,-,$2,$-67,-,-,-,$-163,$-163,$-232,$89,$-306,$-8,$24,$-232
2016-03-31,$641,$116,$22,$138,$-210,$-221,$179,$-346,$-345,$480,$-65,-,-,-,-,-,$-53,$-118,-,-,-,"$-1,026","$-1,026",$-215,$7,"$-1,234",$-878,$27,$-215
2015-12-31,$835,$121,$139,$260,$378,$170,$-423,$-895,$-770,$337,$-209,-,$-5,-,-,-,$-4,$-218,-,-,-,$-476,$-476,$-218,-,$-694,$-587,$14,$-218
2015-09-30,$733,$117,$80,$197,$-201,$120,$112,$-195,$-164,$837,$-170,-,-,-,-,-,$37,$-133,-,-,-,"$-1,122","$-1,122",$-223,$-4,"$-1,349",$-660,$13,$-223
2015-06-30,$752,$119,$90,$209,$67,$34,$12,$-165,$-303,$688,$-92,-,-,-,-,-,$147,$55,-,-,-,$-834,$-834,$-226,$-55,"$-1,115",$-380,$31,$-226
2015-03-31,$716,$124,$2,$126,$388,$-183,$210,$-757,$-91,$745,$-98,-,-,-,$500,$500,$94,$496,$-500,-,$-500,$-533,$-533,$-206,$30,"$-1,209",$24,$40,$-206
2014-12-31,$701,$120,$178,$298,$141,$-44,$-335,$-630,"$-1,016",$30,$-184,-,-,-,-,-,$-92,$-276,-,-,-,$-193,$-193,$-204,$-84,$-481,$-717,$34,$-204
2014-09-30,$696,$124,$46,$170,$293,$19,$-96,"$1,478","$1,842","$2,504",$-175,-,-,-,$-500,$-500,$-6,$-681,-,-,-,$-366,$-366,$-207,$12,$-561,"$1,264",$30,$-207
2014-06-30,$541,$127,$148,$275,$-223,$-257,$299,$327,$-4,$872,$-75,-,-,-,-,-,$7,$-68,-,-,-,"$-1,095","$-1,095",$-213,$22,"$-1,286",$-455,$37,$-213
2014-03-31,$595,$125,$32,$157,$119,$-21,$-29,$-432,$-213,$422,$-87,-,-,-,-,-,$10,$-77,-,-,-,"$-1,181","$-1,181",$-198,$32,"$-1,347","$-1,005",$27,$-198
2013-12-31,$495,$133,$219,$352,$-42,$12,$-203,$675,$362,"$1,558",$-169,-,-,$14,$-36,$-22,$40,$-151,-,-,-,$55,$55,$-197,$-23,$-165,"$1,236",$30,$-197
2013-09-30,$651,$127,$31,$158,$-79,$-51,$9,$42,$-49,$466,$-102,-,-,-,-,-,$51,$-51,-,-,-,$61,$61,$-196,$30,$-105,$308,$29,$-196
2013-06-30,$640,$123,$61,$184,$-45,$-66,$-44,$40,$-282,$583,$-90,-,-,-,$3,$3,$2,$-85,-,-,-,$-285,$-285,$-198,$4,$-479,$12,$30,$-198
2013-03-31,$571,$142,$30,$172,$-57,$-95,$34,$-368,$-269,$504,$-75,-,-,-,$-3,$-3,$2,$-76,-,-,-,$12,$12,-,$12,$24,$449,$31,-
2012-12-31,"$-2,130","$2,427",$-241,"$2,186",$86,$-150,$-45,$659,$550,$699,$-150,-,$426,$110,$-326,$-216,$-34,$26,$-18,-,$-18,$25,$25,$-360,$-17,$-370,$422,$10,$-360
2012-09-30,$600,$154,$83,$237,$249,$-24,$-26,$-63,$69,$704,$-121,-,$-250,-,$100,$100,$109,$-162,-,-,-,-,-,$-180,$-26,$-206,$334,$35,$-180
2012-06-30,$634,$150,$33,$183,$123,$-202,$45,$208,$53,$789,$-75,-,$-176,-,$91,$91,$-82,$-242,-,-,-,$-483,$-483,$-184,$27,$-640,$-92,$34,$-184
2012-03-31,$564,$154,$17,$171,$-233,$-114,$-387,$98,$-448,$414,$-90,-,-,-,$-191,$-191,$17,$-264,-,-,-,$2,$2,$-169,$1,$-166,$-17,$35,$-169
2011-12-31,$603,$268,$-19,$249,$-254,$160,$188,"$1,169","$1,263","$2,022",$-185,-,$-417,$235,$-55,$180,$-95,$-517,$-200,-,$-200,$-7,$-7,$-169,$1,$-375,"$1,109",$32,$-169
2011-09-30,$652,$147,$73,$220,$242,$-122,$-68,$-667,$-615,$137,$-121,-,"$-1,143",-,$85,$85,$-27,"$-1,206",$947,-,$947,$-317,$-317,$-171,$-4,$455,$-617,$32,$-171
2011-06-30,$653,$145,$54,$199,$4,$-70,$123,$87,$-71,$751,$-91,-,-,-,$-178,$-178,$156,$-113,-,-,-,$-770,$-770,$-176,$-17,$-963,$-327,$32,$-176
2011-03-31,$618,$143,$36,$179,$-389,$-154,$-226,$64,$-490,$328,$-61,-,-,-,$-136,$-136,$59,$-138,-,-,-,$-176,$-176,$-157,$15,$-318,$-129,$32,$-157
2010-12-31,$729,$145,$22,$167,$26,$-172,$165,$464,$483,"$1,419",$-151,-,-,$126,$-79,$47,$-43,$-147,-,-,-,$-341,$-341,$-160,$-3,$-504,$770,$30,$-160
2010-09-30,$650,$141,$64,$205,$-329,$-12,$175,$-6,$-172,$880,$-96,-,$4,-,$278,$278,$-1,$185,$-700,-,$-700,$-213,$-213,$-161,-,"$-1,074",$-10,$30,$-161
2010-06-30,$648,$140,$50,$190,$202,$18,$140,$-202,$-76,$477,$-63,-,$-237,-,$66,$66,$70,$-164,-,-,-,$-322,$-322,$-163,-,$-485,$-172,$29,$-163
2010-03-31,$597,$143,$24,$167,$-51,$143,$-114,$-845,$-633,$210,$-60,-,-,-,$-276,$-276,$54,$-282,-,-,-,$-32,$-32,$-147,$16,$-163,$-238,$29,$-147
2009-12-31,$614,$144,$67,$211,$173,$-16,$54,$263,$474,"$1,498",$-134,-,$-6,-,$-355,$-355,$24,$-471,-,-,-,$-26,$-26,$-147,$3,$-170,$854,$30,$-147
2009-09-30,$572,$139,$136,$275,$-175,$59,$-128,$134,$-110,$594,$-81,-,$-640,-,$152,$152,$-65,$-634,$-51,-,$-51,$38,$38,$-147,$-2,$-162,$-205,$29,$-147
2009-06-30,$618,$140,$79,$219,$143,$-51,$-169,$-91,$-360,$609,$-89,-,$3,-,$-107,$-107,$191,$-2,$33,-,$33,$3,$3,$-147,$-5,$-116,$488,$30,$-147
2009-03-31,$590,$139,$70,$209,$-292,$-64,$151,$-579,$-592,$154,$-81,-,$-168,-,-,-,$-36,$-285,$-139,-,$-139,$-82,$-82,$-136,$-1,$-358,$-495,$28,$-136
2008-12-31,$612,$121,$132,$253,$-179,$-58,$221,$117,$101,$810,$-176,-,"$-2,921",-,$-90,$-90,$134,"$-3,053","$2,049",-,"$2,049",$-479,$-479,$-136,$-174,"$1,260",$-996,$27,$-136
2008-09-30,$634,$113,$109,$222,$-124,$-52,$-52,$244,$16,$863,$-114,-,$-237,-,$37,$37,-,$-314,$-150,-,$-150,$-328,$-328,$-140,$-54,$-672,$-123,$28,$-140
2008-06-30,$641,$111,$41,$152,$14,$-31,$24,$487,$264,"$1,021",$-115,-,$-1,-,$-56,$-56,-,$-172,$-500,-,$-500,$-82,$-82,$-140,$8,$-714,$135,$27,$-140
2008-03-31,$572,$102,$7,$109,$-97,$-42,$-231,$-129,$-269,$430,$-85,-,$-65,-,$-5,$-5,$31,$-124,-,-,-,$-489,$-489,$-117,$14,$-592,$-286,$23,$-117
2007-12-31,$579,$111,$82,$193,$-440,$-65,$392,$360,$247,"$1,094",$-180,-,$-31,-,$34,$34,$-8,$-185,-,-,-,$40,$40,$-117,$30,$-47,$858,$22,$-117
2007-09-30,$546,$105,$-4,$101,$107,$30,$107,$95,$339,$939,$-128,-,-,-,$-207,$-207,$24,$-311,-,-,-,$-287,$-287,$-118,$16,$-389,$239,$23,$-118
