,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$-254.6,$143.5,$191.4,$334.9,$-28.9,$129.3,$42.1,$76.9,$320.8,$430.1,$-38.6,-,"$2,386.2",-,$448,$448,-,"$2,795.6",$48.3,"$-3,247.2","$-3,198.9",-,-,$-0.7,$2.6,"$-3,197",$30,$15.3,$-0.7
2020-09-30,$227.3,$146.2,$-175.4,$-29.2,$-149.7,$-15.5,$-103.9,$107.3,$-165.2,$42.6,$-70.9,-,$27,-,-,-,$-37.6,$-81.5,$-48.3,$84.8,$36.5,-,$227.2,$-0.8,$1.3,$264.2,$223.3,$7,$-0.8
2020-06-30,$-778.2,$168.8,$247,$415.8,$218.5,$27.2,$-127.5,$7.2,$105.1,$-255.4,$-60.6,-,-,-,-,-,-,$-60.6,$-47,"$-1,318.3","$-1,365.3",-,$724.5,-,$-11.7,$-652.5,$-959.6,$11.7,-
2020-03-31,$-264.4,$190.4,$10.4,$200.8,$193.7,$11.9,$-127.1,$-283.2,$-211.2,$-257.5,$-61.2,-,$-592.2,-,-,-,-,$-653.4,$-139.4,"$2,140.2","$2,000.8",$0.6,$0.6,$-66.5,$-24.4,"$1,910.5",$972.1,$1.6,$-66.5
2019-12-31,$-16.4,$178.1,$47.1,$225.2,$-59.4,$158.2,$-15.7,$143.9,$203.3,$422.1,$-58.6,-,-,-,-,-,-,$-58.6,$46.1,$-382,$-335.9,$1.5,$1.5,$-67.1,$-15.9,$-417.4,$-41.9,$10.3,$-67.1
2019-09-30,$56.3,$179.2,$-64,$115.2,$71.7,$-72.9,$-103.2,$-42,$-142,$39.9,$-86.4,-,$25.6,-,-,-,-,$-60.8,$-46.1,$192.7,$146.6,$-3.9,$-3.9,$-63.3,$-42.7,$36.7,$1,$6.2,$-63.3
2019-06-30,"$-2,799.5",$185.7,"$2,764.5","$2,950.2",$54.8,$37.5,$-122,$-22,$18.5,$188.2,$-83,-,-,-,-,-,-,$-83,$-47.3,$-30.6,$-77.9,$3.9,$3.9,$-63.4,$-6.2,$-143.6,$-39.8,$7,$-63.4
2019-03-31,$-4,$182.6,$9.8,$192.4,$335.6,$-24.2,$23.3,$-294.7,$23.4,$213.7,$-70.9,-,-,-,-,-,-,$-70.9,$-46.9,$-8,$-54.9,$1.1,$1.1,$-94.4,$-22.2,$-170.4,$-24.8,$-0.4,$-94.4
2018-12-31,$-956,$182.1,"$1,047","$1,229.1",$-81.1,$74.3,$54.6,$-21.4,$31.6,$319.6,$-125.7,-,-,-,-,-,-,$-125.7,$-47.5,$-42.8,$-90.3,$0.2,$0.2,$-94.6,$-13.4,$-198.1,$-8.2,$1.8,$-94.6
2018-09-30,$-10.1,$185.6,$-65.6,$120,$35.6,$-109.5,$-83.2,$-53.8,$-203.3,$-81.9,$-133.6,-,$-40.8,-,-,-,-,$-174.4,$-48.1,$514.3,$466.2,$0.7,$0.7,$-93.8,$-21.3,$351.8,$91,$6.4,$-93.8
2018-06-30,$-170.2,$193.5,$105.4,$298.9,$-46.1,$41.3,$239.7,$24.4,$111.5,$224.8,$-94.4,-,$-12.5,-,-,-,-,$-106.9,"$2,510.4","$-2,589.3",$-78.9,$2.6,$2.6,$-93.9,$-51.4,$-221.6,$-124.3,$4.5,$-93.9
2018-03-31,$-60.1,$193,$-54.5,$138.5,$213.1,$-79.1,$-98.9,$-298.1,$-217.9,$-118.9,$-85.8,-,$-0.9,-,-,-,-,$-86.7,"$-1,440.3","$1,810.5",$370.2,$6.3,$6.3,$-93.8,$-25,$257.7,$60.8,$9.9,$-93.8
2017-12-31,$118.6,$181.8,$26.9,$208.7,$-122.6,$75.3,$-0.6,$90.5,$-3.4,$316.7,$-120.9,-,$-257.1,-,-,-,-,$-378,$-54.9,$-285.8,$-340.7,$2.5,$2.5,$-93.8,$-27.2,$-459.2,$-518.9,$9.3,$-93.8
2017-09-30,$-16.1,$168.7,$-54.4,$114.3,$-124,$-97.5,$19.3,$27.7,$-109,$-8.9,$-108.5,-,$-7.5,-,-,-,-,$-116,$-40.6,$627.9,$587.3,$11.2,$11.2,$-94.3,$-11.8,$492.4,$373.9,$6.9,$-94.3
2017-06-30,$-301,$140.2,$-73.6,$66.6,$-63.6,$-10.3,$201.6,$55.8,$265.4,$50.8,$-107.5,-,-,-,-,-,-,$-107.5,$-40.4,$-16,$-56.4,$3.3,$3.3,$-93.4,$-39.4,$-185.9,$-221.3,$5.5,$-93.4
2017-03-31,$-159.4,$184.6,$-143.4,$41.2,$77.5,$69.3,$16.7,$-66.2,$159.4,$43.3,$-115.3,-,$-598.8,-,-,-,-,$-714.1,$-40,$625.8,$585.8,$5.9,$5.9,$-93.4,$-16.4,$481.9,$-172.2,$10,$-93.4
2016-12-31,$52.1,$170.4,$-73,$97.4,$-206.8,$152,$262.4,$370.5,$537.8,$678.4,$-111.4,-,$-143.8,-,-,-,-,$-255.2,"$1,047.2",$-769.9,$277.3,$7.5,$7.5,$-93.4,$-23.6,$167.8,$561.2,$6,$-93.4
2016-09-30,$9.8,$59.9,$5.2,$65.1,$-86.9,$-48.7,$60.2,$-2,$-96.1,$-15,$-86.8,-,-,-,-,-,-,$-86.8,$-27.9,$280.2,$252.3,$-30.2,$-30.2,$-92.4,$1.7,$131.4,$30.6,$3.1,$-92.4
2016-06-30,$-31.2,$61,$-37.7,$23.3,$-43.6,$2.2,$97.8,$-38.8,$64.3,$56.1,$-5.8,-,$-11.4,-,-,-,-,$-17.2,$501.9,$-444.7,$57.2,$-59.1,$-59.1,-,$-27.2,$-29.1,$5.8,$3.8,-
