,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$90.6,$104.1,$12.6,$116.7,$-17.6,-,-,$107.5,$89.9,$297.2,$-111.8,-,-,-,-,-,-,$-111.8,-,$-1,$-1,$11.8,$11.8,$-49.4,$-15.9,$-54.5,$149,$10.8,$-49.4
2020-09-30,$225,$103.1,$-69.2,$33.9,$-10.8,-,-,$118.9,$108.1,$367,$-116.7,-,$-13.3,-,-,-,-,$-130,-,$-0.5,$-0.5,$7,$7,$-48.5,$-9,$-51,$188.2,$12.2,$-48.5
2020-06-30,$96.1,$97.8,$25.4,$123.2,$18.6,-,-,$13.3,$31.9,$251.2,$-104.8,-,-,-,-,-,$-10,$-114.8,$873.3,$0.6,$873.9,$6.2,$6.2,$-48.6,$-7.9,$823.6,$977.5,$12.9,$-48.6
2020-03-31,$114.5,$94.3,$2.9,$97.2,$-83.9,-,-,$-97,$-180.9,$30.8,$-88,-,$-48.1,-,-,-,-,$-136.1,$125,$0.2,$125.2,$16.7,$16.7,$-47.6,$-1.6,$92.7,$-31.4,$18.8,$-47.6
2019-12-31,$25.5,$88.5,$8.1,$96.6,$-11.4,-,-,$120,$108.6,$230.7,$-93.9,-,$-38.1,-,-,-,-,$-132,$548.3,$-368.8,$179.5,$7,$7,$-49.1,$-5.9,$131.5,$233.8,$9.1,$-49.1
2019-09-30,$82.5,$85.7,$13.7,$99.4,$-19.7,-,-,$-327.1,$-346.8,$-164.9,$-97.2,-,-,-,-,-,-,$-97.2,-,$339.8,$339.8,$9.2,$9.2,$-47.3,$-5.1,$296.6,$31.7,$10.8,$-47.3
2019-06-30,$68.3,$83.9,$16.3,$100.2,$12.6,-,-,$35.9,$48.5,$217,$-93.7,-,$-210,-,-,-,-,$-303.7,$175,$-37.5,$137.5,$4.2,$4.2,$-51.6,$-0.4,$89.7,$2.6,$11.7,$-51.6
2019-03-31,$-554.4,$79.2,$-71.1,$8.1,$-42.8,-,-,$620.1,$577.3,$31,$-114.8,-,$-24.8,-,-,-,$-25,$-164.6,$25,$64.7,$89.7,$1.9,$1.9,$-47.3,$-4.2,$40.1,$-90.4,$18.1,$-47.3
2018-12-31,$37.4,$80.6,$24.4,$105,$-5.3,-,-,$27.7,$22.4,$164.8,$-113.8,-,$-22.5,-,-,-,-,$-136.3,-,$1.7,$1.7,$0.5,$0.5,$-48.7,$-8.5,$-55,$-29.8,$9.7,$-48.7
2018-09-30,$39.6,$77.8,$8.7,$86.5,$4.2,-,-,$22.3,$26.5,$152.6,$-83.8,-,$-85.1,-,-,-,$-6.9,$-175.8,$-0.3,$-0.7,$-1,$5.6,$5.6,$-46.9,$-8.7,$-51,$-74,$12.1,$-46.9
2018-06-30,$146.2,$78.5,$0.6,$79.1,$3.3,-,-,$6.6,$9.9,$235.2,$-62.5,-,$-16.8,-,-,-,-,$-79.3,$894.8,$-883.4,$11.4,$3.5,$3.5,$-53.3,$-28.3,$-66.7,$78.1,$7.9,$-53.3
2018-03-31,$93.8,$79,$10.1,$89.1,$-39.6,-,-,$-23.7,$-63.3,$119.6,$-56.2,-,$-13.9,-,-,-,-,$-70.1,-,$-76.8,$-76.8,$2.2,$2.2,$-49.3,$-14.4,$-138.3,$-87.1,$12.8,$-49.3
2017-12-31,$174.5,$74.2,$0.2,$74.4,$13.6,-,-,$-55.2,$-41.6,$207.3,$-60.7,-,$-62.6,-,-,-,-,$-123.3,$100,$-102.5,$-2.5,$0.4,$0.4,$-46.9,$-11.9,$-60.9,$21,$3.7,$-46.9
2017-09-30,$100.5,$73.2,$-24.5,$48.7,$9.2,-,-,$121.2,$130.4,$279.6,$-57.6,-,$-67.7,-,-,-,-,$-125.3,$-272.5,$146.1,$-126.4,$-71.3,$-71.3,$-48.4,$-1,$-247.1,$-88.5,$9.3,$-48.4
2017-06-30,$167.6,$71.4,$2.4,$73.8,$-1.4,-,-,$-14.6,$-16,$225.4,$-49.6,-,$-2.3,-,-,-,-,$-51.9,-,$162.4,$162.4,$3.6,$3.6,$-51.7,$-6.7,$107.6,$280.7,$6.6,$-51.7
2017-03-31,$155.4,$72.1,$16.1,$88.2,$-22.7,-,-,$-117.2,$-139.9,$103.7,$-41.7,-,$-7.3,-,-,-,-,$-49,$-50,$46.4,$-3.6,$9.4,$9.4,$-48.8,$-20.3,$-63.3,$-6.1,$18.7,$-48.8
2016-12-31,$124.8,$73.3,$-2,$71.3,$-1.2,-,-,$83.9,$82.7,$278.8,$-42.5,-,$0.8,-,-,-,-,$-41.7,$-50,$-121.2,$-171.2,$4.7,$4.7,$-39.5,$-6.4,$-212.4,$17.8,$6.9,$-39.5
2016-09-30,$134.9,$70.7,$-14.6,$56.1,$-12,-,-,$66.7,$54.7,$245.7,$-48.2,-,$-64.6,-,-,-,-,$-112.8,$-90,$-13.3,$-103.3,$11.1,$11.1,$-39.7,$5.4,$-126.5,$14.7,$8,$-39.7
2016-06-30,$133,$67.9,$-1.7,$66.2,$2.9,-,-,$-11.7,$-8.8,$190.4,$-42.6,-,-,-,-,-,-,$-42.6,$574.7,$-692.6,$-117.9,$11.6,$11.6,$-43.3,$2.4,$-147.2,-,$5.9,$-43.3
2016-03-31,$102.4,$56.8,$6.5,$63.3,$-45.4,-,-,$-12.2,$-57.6,$108.1,$-40.2,-,"$-1,727.8",-,-,-,$-10.8,"$-1,778.8",$790,$900.1,"$1,690.1",$4.1,$4.1,$-40.9,$-6.9,"$1,646.4",$3.5,$16.3,$-40.9
