,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-11-30,$150.9,$149.3,$-40.6,$108.7,$-30.4,-,$21.7,$19.3,$78.7,$338.3,$413.6,-,$-470,-,$8.6,$8.6,$-2.8,$-50.6,$-51.3,-,$-51.3,$-188.3,$-188.3,$-67.4,$-10.6,$-317.6,$-31.2,$55.9,$-67.4
2020-08-31,$163.7,$147.6,$54.3,$201.9,$25,-,$-16.5,$-63.4,$37.2,$402.8,$-530.4,-,$468.5,-,$-1.4,$-1.4,$31.6,$-31.7,$-431.2,-,$-431.2,$40.1,$40.1,$-67.7,$-5.9,$-464.7,$-51,$56,$-67.7
2020-05-31,$70.8,$149.4,$33,$182.4,$96.8,-,$-1,$-62.8,$25,$278.2,$-69.6,-,$-3.2,-,$-3.6,$-3.6,$-23.3,$-99.7,$172.8,-,$172.8,$-203.7,$-203.7,$-67.6,$-1.7,$-100.2,$63.9,$71.2,$-67.6
2020-02-29,$484,$145.3,$-337,$-191.7,$-89.8,-,$-21.5,$120.5,$-172.8,$119.5,$388.2,-,-,-,$-3.6,$-3.6,$2.4,$387,$84.7,-,$84.7,$-369.1,$-369.1,$-67.7,$-110,$-462.1,$32.4,$82.6,$-67.7
2019-11-30,$202.3,$142.1,$-103.9,$38.2,$-50.4,-,$30,$33.6,$-14.8,$225.7,$85.3,-,$-167.3,-,$6.9,$6.9,$10.1,$-65,$70.9,-,$70.9,$-256.4,$-256.4,-,$-10.6,$-196.1,$-12.6,$56.5,-
2019-08-31,$39.2,$144.7,$94.3,$239,$10.1,-,$-3.4,$-15.1,$134.7,$412.9,$-70,-,$63.4,-,$-1.3,$-1.3,$-26.5,$-34.4,$-204.4,-,$-204.4,$-123.5,$-123.5,-,$-6.6,$-334.5,$14.6,$54,-
2019-05-31,$148.9,$144,$33.6,$177.6,$128.1,-,$-15.1,$-63.8,$98.2,$424.7,$-66.7,-,$-32.6,-,$-0.5,$-0.5,$-3.5,$-103.3,$-337.8,-,$-337.8,$31.9,$31.9,-,$-9.6,$-315.5,$-23.7,$53.6,-
2019-02-28,$109,$142.3,$36.1,$178.4,$-155.7,-,$4,$127.6,$-99.4,$188,$-63.2,-,-,-,$-5.1,$-5.1,$-0.5,$-68.8,$-85.9,-,$-85.9,$25.7,$25.7,-,$-51.7,$-111.9,$13.2,$59.7,-
2018-11-30,$80.8,$145.5,$60.9,$206.4,$-39.7,-,$45.4,$0.7,$70.3,$357.5,$-54.2,-,$5.2,-,-,-,$1.1,$-47.9,$-383.9,-,$-383.9,$67.6,$67.6,-,$-11.7,$-328,$-34.4,$69.6,-
2018-08-31,$103.5,$134.1,$25.5,$159.6,$75.6,-,$-2.8,$-33.8,$83.3,$346.4,$-53.8,-,"$-1,872.6",-,-,-,$-4.4,"$-1,930.8","$1,610.6",-,"$1,610.6",$50.5,$50.5,-,$-65.8,"$1,595.3",$-4.6,$52.5,-
