,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$30.8,$54.4,$59.5,$113.9,$-202.2,-,$5.8,$76.1,$-18.9,$125.8,$-32.5,-,$-438.1,$145,$-2.9,$142.1,$-46.4,$-374.9,$416.2,-,$416.2,$-75.2,$-75.2,$-66.1,$-52.9,$222,$-18.8,$51.5,$-66.1
2020-09-30,$145.4,$52,$62,$114,$1.4,-,$29.6,$-83.5,$-143,$116.4,$-24.1,-,$0.2,$-120,$-4.9,$-124.9,$45.3,$-103.5,-,-,-,$-73.5,$-73.5,$-66.2,-,$-139.7,$-119.4,$52.7,$-66.2
2020-06-30,$61.2,$52,$48,$100,$-77.9,-,$2.2,$-44.6,$-63.6,$97.6,$-22,-,$-0.2,$42.5,$0.1,$42.6,$0.2,$20.6,-,-,-,$-1.6,$-1.6,$-66.3,$4.8,$-63.1,$61.4,$44,$-66.3
2020-03-31,$20.4,$54,$62.8,$116.8,$202.6,-,$18.4,$-4.3,$135,$272.2,$-21.8,-,-,$190.9,-,$190.9,$-0.2,$168.9,-,-,-,$-176.1,$-176.1,$-65.5,-,$-241.6,$183.3,$42,$-65.5
2019-12-31,$168.4,$54.8,$67.9,$122.7,$-243.3,-,$-12.7,$37.8,$-195.4,$95.7,$-26.1,-,-,$297,$-87.7,$209.3,$-7.3,$175.9,-,-,-,$-199.8,$-199.8,$-63.7,-,$-263.5,$10.5,$55.1,$-63.7
2019-09-30,$99.3,$53.8,$86.7,$140.5,$22.9,-,$47.2,$-61,$-54.8,$185,$-28.3,-,-,$-119,$0.1,$-118.9,-,$-147.2,$-104.8,-,$-104.8,$-25.4,$-25.4,$-64.7,$-14.6,$-209.5,$-177.4,$57.5,$-64.7
2019-06-30,$46.2,$53,$70,$123,$-6.3,-,$-38.2,$-84.7,$-80.4,$88.8,$-27.3,-,$-270.9,$-152.2,$-2.4,$-154.6,-,$-452.8,-,-,-,$-300.7,$-300.7,$-65.5,-,$-366.2,$-729.7,$55.7,$-65.5
2019-03-31,$31.1,$48.7,$41.3,$90,$108.6,-,$10.1,$8.1,$38.3,$159.4,$-27.9,-,-,$-73.3,$-2.9,$-76.2,-,$-104.1,$-350,-,$-350,$26.6,$26.6,$-66.2,-,$-389.6,$-332.7,$33.9,$-66.2
2018-12-31,$192.2,$51.3,$85.6,$136.9,$-104.6,-,$31.1,$-66.7,$-116.7,$212.4,$-36.5,-,$15.1,$-98.8,$-2.3,$-101.1,$-42.7,$-165.2,-,-,-,$-1,$-1,$-62.3,$-1.2,$-64.5,$-17,$36.9,$-62.3
2018-09-30,$223.8,$48.3,$55.2,$103.5,$53.4,-,$1.2,$-1.3,$-120,$207.3,$-31.6,-,-,$-320.2,$-1.5,$-321.7,-,$-353.3,-,-,-,$26,$26,$-62.1,$-1.6,$-37.7,$-189.2,$53.2,$-62.1
