,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$-4,584","$-4,406","$-2,225","$-6,631",$574,$193,"$-1,903",$-681,"$-1,519","$-12,734",$519,-,"$39,210",-,"$-1,417","$-1,417","$-1,382","$36,930","$1,414",-,"$1,414",$573,$573,"$5,615",$204,"$7,806","$32,034",$-617,"$5,615"
2020-09-30,"$2,313","$2,292",$203,"$2,495",$-31,$111,"$1,437",$7,"$1,022","$5,830",$-217,-,$-880,-,$20,$20,$-72,"$-1,149",$-651,-,$-651,$12,$12,"$-2,100",$-75,"$-2,814","$1,873",$162,"$-2,100"
2020-06-30,$-739,"$1,555","$1,691","$3,246",$482,$-197,$-599,$692,$582,"$3,089",$-177,-,"$-38,318",-,"$1,384","$1,384","$1,459","$-35,652",$-763,-,$-763,$46,$46,"$-1,752",$-101,"$-2,570","$-35,125",$236,"$-1,752"
2020-03-31,"$3,010",$559,$331,$890,"$-1,025",$-107,"$1,065",$-18,$-85,"$3,815",$-125,-,$-12,-,$13,$13,$-5,$-129,-,-,-,$-631,$-631,"$-1,763",$-28,"$-2,422","$1,218",$219,"$-1,763"
2019-12-31,"$2,801",$509,$535,"$1,044",$133,$170,$-397,$-185,$-570,"$3,275",$-163,-,$-659,-,$40,$40,$167,$-615,"$28,417",-,"$28,417",-,-,"$-1,595",$-220,"$26,602","$29,276",$79,"$-1,595"
2019-09-30,"$1,884",$503,"$1,156","$1,659",$-111,$-113,$860,$283,"$1,012","$4,555",$-154,-,$-36,-,"$1,568","$1,568",-,"$1,378","$1,533",$-306,"$1,227",$-3,$-3,"$-1,591",$-74,$-441,"$5,476",$75,"$-1,591"
2019-06-30,$741,$502,"$2,589","$3,091",$220,$-160,$-460,$-135,"$-1,355","$2,477",$-128,-,$-120,-,$108,$108,-,$-140,$-4,$-193,$-197,$-2,$-2,"$-1,592",$-279,"$-2,070",$275,$87,"$-1,592"
2019-03-31,"$2,456",$503,$553,"$1,056",$-316,$-128,$94,$-145,$-495,"$3,017",$-107,-,$-320,-,$400,$400,-,$-27,-,"$-3,200","$-3,200",$-616,$-616,"$-1,588",$21,"$-5,383","$-2,392",$189,"$-1,588"
2018-12-31,"$-1,826",$442,"$4,014","$4,456",$215,$141,$-147,$-121,$762,"$3,392",$-123,-,$-195,-,$35,$35,-,$-283,"$-1,014",$699,$-315,"$-2,051","$-2,051","$-1,451",$-8,"$-3,825",$-726,$70,"$-1,451"
2018-09-30,"$2,747",$435,$225,$660,$-1,$-176,$869,$425,"$1,117","$4,524",$-282,-,$-140,-,$-541,$-541,-,$-963,"$3,955",$-509,"$3,446","$-1,007","$-1,007","$-1,461",$-62,$916,"$4,468",$75,"$-1,461"
