,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$148,$62,$-56,$6,$66,$43,$52,$-84,$203,$370,$-48,-,-,-,$200,$200,$5,$157,-,$-40,$-40,$10,$10,$-46,$-1,$-77,$473,$7,$-46
2020-09-30,$37,$121,$9,$130,$-5,$15,$-5,$93,$93,$275,$-40,-,-,-,$-200,$-200,$2,$-238,$-2,$-178,$-180,$4,$4,$-47,$-1,$-224,$-175,$3,$-47
2020-06-30,$31,$62,$52,$114,$25,$-9,$-18,$24,$22,$181,$-44,-,-,-,-,-,$4,$-40,$987,$-253,$734,-,-,$-47,-,$687,$838,$8,$-47
2020-03-31,$38,$64,$2,$66,$23,$-54,$-68,$-11,$-110,$-2,$-51,-,-,-,-,-,$3,$-48,-,$190,$190,$-55,$-55,$-48,-,$87,$15,$8,$-48
2019-12-31,$118,$65,$-94,$-29,$50,$49,$59,$-3,$297,$388,$-51,-,$2,-,$1,$1,$2,$-46,-,$-36,$-36,$2,$2,$-43,$-1,$-78,$271,$6,$-43
2019-09-30,$65,$213,$31,$244,$-5,$8,$-7,$77,$-67,$245,$-46,-,-,-,$3,$3,$4,$-39,-,$-81,$-81,$2,$2,$-44,$-1,$-124,$70,$7,$-44
2019-06-30,$139,$63,$13,$76,$-75,$15,$-6,$-29,$-95,$123,$-60,-,$-15,-,-,-,$6,$-69,-,$94,$94,$4,$4,$-43,$-1,$54,$108,$7,$-43
2019-03-31,$79,$64,$15,$79,$7,$-25,$-17,$-41,$-76,$83,$-69,-,$-5,-,-,-,$-3,$-77,-,$50,$50,$-35,$-35,$-44,-,$-29,$-21,$9,$-44
2018-12-31,$225,$66,$-81,$-15,$-27,$18,-,$16,$-19,$198,$-66,-,-,-,-,-,$2,$-64,$-119,$-77,$-196,$-1,$-1,$-38,-,$-235,$-108,$7,$-38
2018-09-30,$130,$63,$3,$66,$-8,$-28,$-3,$1,$-18,$187,$-60,-,$19,-,-,-,$-1,$-42,-,$-23,$-23,$3,$3,$-38,$1,$-57,$83,$7,$-38
2018-06-30,$115,$65,$7,$72,$-59,$-47,$48,$12,$-46,$138,$-50,-,-,-,-,-,$4,$-46,-,$12,$12,$-24,$-24,$-38,-,$-50,$24,$7,$-38
2018-03-31,$79,$67,$14,$81,$-9,$-40,$6,$-50,$-93,$63,$-61,-,$-430,-,-,-,-,$-491,-,$371,$371,$-30,$-30,$-38,$-1,$302,$-117,$9,$-38
2017-12-31,$70,$60,$-47,$13,$35,$41,$47,$-7,$248,$307,$-61,-,$-1,-,-,-,$3,$-59,-,$-98,$-98,$8,$8,$-33,$1,$-122,$131,$5,$-33
2017-09-30,$104,$58,$2,$60,$-44,$-1,$22,$48,$25,$228,$-31,-,$-21,-,$-1,$-1,-,$-53,-,$-152,$-152,$1,$1,$-32,$-1,$-184,$-5,$5,$-32
2017-06-30,$100,$57,$2,$59,$-58,$-3,$13,$-18,$-66,$99,$-34,-,$11,-,$-11,$-11,$3,$-31,-,$-27,$-27,$-14,$-14,$-32,$-1,$-74,$1,$5,$-32
2017-03-31,$56,$59,$5,$64,$-12,$-10,$-32,$-12,$-66,$52,$-43,-,$-6,-,$11,$11,-,$-38,-,$-5,$-5,$-4,$-4,$-33,$1,$-41,$-21,$6,$-33
2016-12-31,$50,$54,$-3,$51,$21,$27,$47,$29,$124,$223,$-33,-,"$-1,712",-,-,-,$14,"$-1,731","$1,000",$212,"$1,212",$1,$1,$-28,$-1,"$1,184",$-351,$3,$-28
2016-09-30,$73,$32,$6,$38,$-8,$-3,$5,$44,$38,$149,$-28,-,-,-,-,-,-,$-28,-,$-30,$-30,$6,$6,$-28,-,$-52,$73,$5,$-28
2016-06-30,$71,$33,$7,$40,$-41,$-8,$10,$4,$-35,$84,$-25,-,-,-,-,-,$3,$-22,$-608,$-28,$-636,$8,$8,$-28,$-1,$-657,$-607,$5,$-28
2016-03-31,$66,$32,$9,$41,$22,$-31,$-1,$-56,$-66,$41,$-37,-,$-70,-,-,-,$2,$-105,$540,$40,$580,$5,$5,$-28,$2,$559,$513,$5,$-28
2015-12-31,$114,$31,$-32,$-1,$8,$38,$14,$43,$89,$204,$-40,-,$-18,-,-,-,-,$-58,-,-,-,$-44,$-44,$-25,$1,$-68,$69,$4,$-25
2015-09-30,$88,$33,$2,$35,$-4,$12,$3,$-4,$7,$137,$-20,-,-,-,-,-,$-1,$-21,-,$-1,$-1,$-70,$-70,$-26,$-1,$-98,$11,$3,$-26
2015-06-30,$74,$34,$2,$36,$-32,$6,$-1,$-1,$-28,$84,$-20,-,-,-,-,-,$3,$-17,-,$-2,$-2,$3,$3,$-25,$-1,$-25,$46,$4,$-25
2015-03-31,$64,$35,$-8,$27,$4,$-33,$4,$-28,$-53,$39,$-37,-,$1,-,-,-,-,$-36,-,-,-,$-47,$-47,$-26,$2,$-71,$-109,$4,$-26
2014-12-31,$96,$35,$-58,$-23,$3,$13,$19,$37,$100,$163,$-42,-,-,-,-,-,$1,$-41,-,$50,$50,$7,$7,$-23,$1,$35,$134,$4,$-23
2014-09-30,$106,$35,$-9,$26,$-8,$-9,$-4,$33,$12,$155,$-28,-,$30,-,-,-,-,$2,-,$1,$1,$-30,$-30,$-24,$1,$-52,$79,$5,$-24
2014-06-30,$86,$36,-,$36,$-27,$-11,$4,$-7,$-41,$76,$-23,-,-,-,-,-,-,$-23,-,$-1,$-1,$-45,$-45,$-23,$1,$-68,$-16,$5,$-23
2014-03-31,$49,$36,$10,$46,$-5,$-42,$-2,$-28,$-77,$22,$-24,-,-,-,-,-,-,$-24,-,$2,$2,$-40,$-40,$-24,-,$-62,$-67,$4,$-24
2013-12-31,$68,$40,$-50,$-10,$24,$20,-,$-13,$69,$161,$-36,-,-,-,-,-,$2,$-34,-,$39,$39,$-9,$-9,$-22,$1,$9,$139,$6,$-22
2013-09-30,$73,$36,$1,$37,$-40,$-15,$8,$64,$17,$101,$-27,-,-,-,-,-,-,$-27,$-2,-,$-2,$-25,$-25,$-22,-,$-49,$34,$9,$-22
2013-06-30,$46,$37,$19,$56,$-32,$-15,$4,$-53,$-96,$42,$-30,-,$-3,-,-,-,-,$-33,-,-,-,$-2,$-2,$-21,$-1,$-24,$-15,$6,$-21
2013-03-31,$41,$37,$7,$44,$1,$-29,$-8,-,$-36,$20,$-27,-,$-78,-,-,-,-,$-105,-,-,-,$-15,$-15,$-22,$1,$-36,$-129,$6,$-22
2012-12-31,$73,$39,$-35,$4,$35,$38,$3,$57,$88,$166,$-30,-,$-29,-,-,-,$1,$-58,$-8,$1,$-7,$-7,$-7,$-19,-,$-33,$80,$6,$-19
2012-09-30,$72,$36,$10,$46,$-17,$11,$-19,$6,$-19,$105,$-23,-,$-12,-,-,-,$-1,$-36,$-6,$12,$6,$5,$5,$-17,$-4,$-10,$66,$6,$-17
2012-06-30,$89,$33,$5,$38,$-23,$-13,$-2,$-20,$-58,$64,$-25,-,-,-,-,-,$1,$-24,-,-,-,$-2,$-2,$-20,$1,$-21,$11,$5,$-20
2012-03-31,$63,$34,$5,$39,$7,$-31,$14,$-31,$-41,$61,$-29,-,-,-,-,-,-,$-29,-,-,-,$15,$15,$-19,$-6,$-10,$29,$5,$-19
2011-12-31,$52,$33,-,$33,$-3,$22,$22,$-20,$112,$197,$-45,-,-,-,-,-,$-1,$-46,$1,-,$1,$1,$1,$-19,$7,$-10,$134,$6,$-19
2011-09-30,$77,$36,$11,$47,$-4,$-9,$-17,$8,$-33,$91,$-22,-,$-309,-,-,-,$2,$-329,"$1,189",$5,"$1,194",-,-,-,$-900,$294,$46,$2,-
2011-06-30,$72,$35,$1,$36,$-51,$-15,$17,$8,$-18,$90,$-31,-,-,-,-,-,$1,$-30,-,-,-,-,-,-,$-79,$-79,$-16,$2,-
2011-03-31,$78,$33,$-2,$31,$-3,$-16,$-31,$6,$-38,$71,$-17,-,-,-,-,-,$-1,$-18,-,-,-,-,-,-,$-33,$-33,$23,$3,-
2010-12-31,$97,$25,$-28,$29,$-3,$42,$31,$-9,$72,$169,$-47,-,$-23,-,-,-,$1,$-69,-,-,-,-,-,-,$-96,$-96,$4,$2,-
2010-09-30,$232,$67,$-4,$63,$-42,$-35,$10,$17,$-69,$226,$-43,-,$-981,-,-,-,-,"$-1,024",-,-,-,-,-,-,$841,$841,$46,$7,-
2010-06-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2010-03-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2009-12-31,$263,$70,-,$70,-,-,-,-,$73,$370,$-51,-,$-33,-,-,-,-,$-84,-,-,-,-,-,-,$-292,$-292,-,-,-
