,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$275,$399,$38,$437,$-232,$99,$80,$120,$204,$916,$-963,-,-,-,$10,$10,$-24,$-977,$768,$-950,$-182,$38,$38,$-198,$-43,$-385,$-446,-,$-198
2020-09-30,$477,$365,$57,$422,$187,$-30,$-2,$143,$201,"$1,100",$-862,-,-,-,$-12,$-12,$-34,$-908,$657,$74,$731,-,-,$-198,$-384,$149,$341,-,$-198
2020-06-30,$277,$350,$133,$483,$5,$-79,$-54,$17,$-140,$620,$-835,-,$2,-,$2,$2,$-12,$-843,$593,$-217,$376,$-10,$-10,$-198,-,$168,$-55,-,$-198
2020-03-31,$342,$366,$211,$577,$151,$55,$-24,$-40,$142,"$1,061","$-1,184",-,$-128,-,$-13,$-13,$-17,"$-1,342",$792,$303,"$1,095",$10,$10,$-205,$-36,$864,$583,-,$-205
2019-12-31,$268,$355,$35,$390,$-139,$54,$3,$22,$90,$748,$-838,-,"$-2,296",-,$-21,$-21,$-19,"$-3,174",$252,$104,$356,"$2,326","$2,326",$-189,$-50,"$2,443",$17,-,$-189
2019-09-30,$317,$337,$207,$544,$-181,$-41,$-44,$-4,$-327,$534,$-763,-,$-174,-,$-88,$-88,$-19,"$-1,044",$-5,$721,$716,-,-,$-186,$-6,$524,$14,-,$-186
2019-06-30,$179,$320,$63,$383,$226,$-161,$41,$69,$53,$615,$-728,-,-,-,$-13,$-13,$-25,$-766,$794,$-153,$641,$-9,$-9,$-183,$-297,$152,$1,-,$-183
2019-03-31,$408,$311,$63,$374,$143,$207,$-288,$-92,$-30,$752,$-668,-,-,-,$-23,$-23,$-57,$-748,$644,$-453,$191,$9,$9,$-193,$-26,$-19,$-15,-,$-193
2018-12-31,$196,$304,$-1,$303,$-129,$-43,$137,$112,$134,$633,$-934,-,-,-,$-76,$-76,$-1,"$-1,011",$-1,$532,$531,$46,$46,$-178,$-49,$350,$-28,-,$-178
2018-09-30,$335,$287,$10,$297,$65,$-93,$43,$-86,$-18,$614,$-622,-,-,-,$-312,$-312,$-22,$-956,$910,$-397,$513,$1,$1,$-164,$10,$360,$18,-,$-164
2018-06-30,$236,$282,$1,$283,$-13,$-78,$102,$100,$76,$595,$-630,-,-,-,$-164,$-164,-,$-794,$418,$-161,$257,$-6,$-6,$-164,$12,$99,$-100,-,$-164
2018-03-31,$351,$296,$47,$343,$33,$182,$-136,$288,$144,$838,$-527,-,-,-,$-61,$-61,$2,$-586,-,$14,$14,$12,$12,$-162,$-19,$-155,$97,-,$-162
2017-12-31,$280,$288,$-44,$244,$-295,$37,$104,$400,$43,$567,$-678,-,-,-,$-106,$-106,$24,$-760,$388,$-38,$350,$50,$50,$-159,$-45,$196,$3,-,$-159
2017-09-30,$263,$273,$86,$359,$-6,$-73,$2,$-311,$-255,$367,$-536,-,-,-,$-18,$-18,-,$-554,$136,$239,$375,-,-,$-157,$-29,$189,$2,-,$-157
2017-06-30,$175,$261,$56,$317,$-35,$-103,$56,$-11,$-96,$396,$-481,-,-,-,$-61,$-61,$-64,$-606,$-7,$361,$354,$-11,$-11,$-168,$17,$192,$-18,-,$-168
2017-03-31,$394,$261,$85,$346,$84,$135,$-33,$-9,$47,$787,$-555,-,-,-,$-90,$-90,$3,$-642,$496,$-440,$56,$-40,$-40,$-148,$-24,$-156,$-11,-,$-148
2016-12-31,$124,$288,$20,$308,$-232,$27,$106,$-17,$-115,$317,$-703,-,"$-1,147",-,$-38,$-38,$1,"$-1,887",$904,$89,$993,$768,$768,$-143,$-24,"$1,594",$24,-,$-143
