,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$432,$424,$442,$866,$-315,$-35,$73,$35,$-336,$962,"$-1,366",-,-,-,$-423,$-423,$-73,"$-1,862","$-1,360",$112,"$-1,248",-,$1,$-352,$-64,"$-1,663","$-2,561",$14,$-302
2020-09-30,$421,$418,$271,$689,-,-,-,$-508,$-508,$602,"$-1,098",-,-,-,$-89,$-89,$748,$-439,$-542,-,$-542,$-504,$-505,$-341,$-164,"$-1,552","$-1,384",$21,$-305
2020-06-30,"$2,305",$412,"$-2,920","$-2,508",-,-,-,$36,$36,$-291,"$-1,188",-,-,-,$-54,$-54,"$5,277","$4,035","$1,903","$-3,998","$-2,095",$-5,$886,$-333,$270,"$-1,272","$2,476",$14,$-298
2020-03-31,$947,$412,$-373,$39,-,-,-,$208,$208,"$1,318","$-1,005",-,-,-,$-86,$-86,$-90,"$-1,181",$186,"$2,127","$2,313",$-46,$-46,$-305,$152,"$2,114","$2,237",$22,$-269
2019-12-31,$500,$395,$-86,$309,$-91,$-22,$12,$428,$161,$970,"$-1,118",-,-,-,$-348,$-348,$312,"$-1,154",$-140,$-232,$-372,"$1,070","$1,070",$-294,$-504,$-100,$-280,$19,$-259
2019-09-30,$909,$402,$-128,$274,-,-,-,$-769,$-769,$414,$-942,-,-,-,$-58,$-58,$-172,"$-1,172",$-990,"$1,332",$342,$732,$732,$-287,$177,$964,$203,$17,$-251
2019-06-30,$435,$389,$-217,$172,-,-,-,$139,$139,$753,$-293,-,-,-,"$-1,297","$-1,297",$-67,"$-1,657","$2,292",$-941,"$1,351",$5,$5,$-286,$-78,$992,$87,$18,$-251
2019-03-31,$518,$383,$72,$455,-,-,-,$-15,$-15,$951,$-456,-,-,-,$-94,$-94,$-60,$-610,$-533,$497,$-36,$-3,$-3,$-268,$-74,$-381,$-39,$21,$-232
2018-12-31,$964,$376,$-391,$-15,$-145,$32,$96,$-127,$-56,$857,$689,-,-,-,$-247,$-247,$-120,$322,$-37,$-799,$-836,$10,$9,$-268,$-120,"$-1,215",$-42,$33,$-232
2018-09-30,$334,$366,$64,$430,-,-,-,$231,$231,$986,$-820,-,-,-,$-98,$-98,$-57,$-975,$93,$-550,$-457,$171,$737,$-253,$-72,$-45,$-39,$17,$-229
