,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$56.3,$75.1,$13.5,$88.6,$-0.8,-,$80.4,$-97,$-17.4,$127.5,$-26.8,-,-,-,-,-,$-8.3,$-35.2,$-7.8,-,$-7.8,$6.5,$6.5,$-66.3,$-16.3,$-83.9,$9,$18.3,$-66.3
2020-09-30,$65.8,$74,$30.7,$104.7,$101.1,-,$-220.6,$-95.2,$-214.7,$-44.2,$-6,-,-,-,-,-,$-2.7,$-8.7,$-20,-,$-20,$20.3,$20.3,$-62.2,$-10.9,$-72.7,$-120,$10.4,$-62.2
2020-06-30,$229.7,$75.9,$3.9,$79.8,$109.2,-,-,$-73.4,$117.1,$442.6,$-25.2,-,-,-,-,-,$11.5,$-13.8,$-285.6,-,$-285.6,$-3.4,$-3.4,$-61.8,$0.4,$-350.4,$74.5,$13.2,$-61.8
2020-03-31,$166.8,$73.9,$41,$114.9,$-195.9,-,$155,$-57.9,$-121.5,$144.1,$-30.5,-,$-69.5,-,-,-,$3.4,$-96.7,$230.4,-,$230.4,$-45.7,$-45.7,$-62,$-1.5,$121.1,$168.1,$17.3,$-62
2019-12-31,$10.1,$78.1,$40.1,$118.2,$-10.6,-,$35.5,$-55.4,$-30.5,$97.9,$-22.7,-,$-221.5,-,-,-,$-0.8,$-244.9,$86.8,-,$86.8,$3.1,$3.1,$-61.8,$-5.8,$22.4,$-124.3,$18.5,$-61.8
2019-09-30,$55.9,$71.4,$8.3,$79.7,$63.8,-,$-190.5,$-95.3,$-222,$-86.4,$-20.3,-,$-48.1,-,-,-,$-17.9,$-86.3,$297.5,-,$297.5,$18.5,$18.5,$-55.4,$-2.5,$258.1,$85.1,$11.8,$-55.4
2019-06-30,$183.3,$65.2,$-46.9,$18.3,$139.1,-,-,$-13,$170.3,$399.1,$-26.2,-,$-354.7,-,-,-,$-3.5,$-384.4,$295.7,-,$295.7,$-270,$-270,$-56.1,$-3.7,$-34.3,$-19,$11.6,$-56.1
2019-03-31,$172.2,$64.5,$58.2,$122.7,$-185,-,-,$-50.4,$-132.1,$135.8,$-16.1,-,-,-,-,-,$-1,$-17.1,$-20,-,$-20,$4.5,$4.5,$-56.1,$-5.3,$-76.9,$42.3,$17.4,$-56.1
2018-12-31,$49.9,$65.6,$2.1,$67.7,$12,-,-,$7.3,$60.2,$177.6,$-14.8,-,-,-,-,-,$-1,$-15.7,$50,-,$50,$-107.7,$-107.7,$-56.5,$-1.9,$-116.1,$45.2,$18.7,$-56.5
2018-09-30,$76.7,$64.7,$3.9,$68.6,$-1,-,-,$-40.6,$-240.9,$-95.5,$-15.5,-,-,-,-,-,$-0.8,$-16.3,$90,-,$90,$6.5,$6.5,$-42.5,$0.1,$54.2,$-59.3,$10.7,$-42.5
2018-06-30,$206.8,$56.4,$22.1,$78.5,$102.7,-,-,$-56,$133.5,$418.8,$-27.2,-,$-45.3,-,-,-,$0.9,$-71.7,$-150,-,$-150,$-233.4,$-233.4,$-42.8,$-3.5,$-429.7,$-88.2,$15.9,$-42.8
2018-03-31,$109.1,$53.5,$-9.3,$44.2,$-139.3,-,-,$48.5,$-20.5,$133,$-18.2,$-40,$-32.8,-,-,-,$-1.2,$-92.2,$-20,-,$-20,$6.9,$6.9,$-42.6,-,$-55.6,$-14.4,$14.5,$-42.6
2017-12-31,$62.1,$52.2,$8.4,$60.6,$50.1,-,$165.5,$42.3,$110.4,$235.1,$-16.5,-,$-26.5,-,-,-,$-1.3,$-44.2,$-70,-,$-70,$1.9,$1.9,$-42.5,-,$-110.7,$77.7,$16.2,$-42.5
2017-09-30,$49.9,$49.9,$3.4,$53.3,$-32.1,-,$-165.5,$3.2,$-194.4,$-93.3,$-36,-,$-3.7,-,-,-,$-1.5,$-41.2,$190,-,$190,$-0.5,$-0.5,$-37.9,$-5.5,$146.1,$17.7,$8.5,$-37.9
2017-06-30,$187.1,$48.6,$-0.3,$48.3,$70.2,-,$-42.5,$-68.6,$118.3,$353.8,$-44.2,-,$-0.6,-,$4.5,$4.5,$-6,$-46.3,$-165,-,$-165,$-114.7,$-114.7,$-38.6,$11.6,$-306.8,$1.5,$11.4,$-38.6
2017-03-31,$75.9,$46.4,$-10.2,$36.2,$-143.9,-,$44.4,$78.6,$55.5,$167.6,$-37.5,-,$-19.7,-,$-1.5,$-1.5,$-0.9,$-59.6,$60,-,$60,$-100,$-100,$-39.6,$4.5,$-75.1,$33.8,$11.9,$-39.6
2016-12-31,$30.1,$47.4,$12.6,$60,$-15.1,-,$6,$-17.4,$-8.2,$81.9,$-17.2,-,$-26.4,-,$-1.4,$-1.4,-,$-45,$80,-,$80,$-68.6,$-68.6,$-38.5,$1.1,$-25.9,$8.3,$14,$-38.5
2016-09-30,$33.7,$39.8,$-19.9,$19.9,$44.4,-,$-7.9,$-59,$-141,$-87.4,$-14.8,$-90,$-402,-,$-1.6,$-1.6,-,$-508.4,$110,-,$110,$1.4,$1.4,$-35.5,$20.2,$96.1,$-500.3,$8.8,$-35.5
2016-06-30,$170.1,$38.3,$13.1,$51.4,$50.7,-,$-0.6,$-62.3,$71.3,$276.6,$-32.4,$13,$-37.6,-,$3.3,$3.3,$-4.9,$-58.7,$202.9,-,$202.9,$-19,$-19,$-35.2,$-1.3,$147.5,$373.3,$8.6,$-35.2
2016-03-31,$63.6,$28.2,$-0.1,$28.1,$-92.7,-,$20.8,$47.1,$29.4,$118.5,$-14.4,$-4.8,$-2.1,-,$-1.5,$-1.5,$-3.4,$-26.2,$65,-,$65,$-76.4,$-76.4,$-35.6,$5.6,$-41.4,$49.4,$12.3,$-35.6
2015-12-31,$40.3,$27.5,$4.1,$31.6,-,-,$-10.5,$-27.4,$-10,$67.2,$-13.8,$-5.3,$-13.3,-,$-1.5,$-1.5,-,$-33.9,$20,-,$20,$0.3,$0.3,$-35.4,$3.9,$-11.2,$18.8,$13.2,$-35.4
2015-09-30,$33.5,$27,$-1.2,$25.8,$36.7,-,$-3.5,$-20,$-82.8,$-24.6,$-14.9,$-2.9,-,-,$-0.3,$-0.3,-,$-18.1,$45,-,$45,$0.1,$0.1,$-32,$0.6,$13.7,$-37.8,$9,$-32
2015-06-30,$165.9,$26.9,$18.9,$45.8,$53.4,-,$0.4,$-65,$63.1,$274.8,$-43.1,$7.7,$-138,-,$-2,$-2,-,$-175.4,$60,-,$60,$-133.9,$-133.9,$-32.2,$19.1,$-87,$14,$8.7,$-32.2
2015-03-31,$54,$26.6,$-17.8,$8.8,$-117.7,-,$23.5,$60.5,$19,$85.8,$-9,$-5.8,$-33.3,-,$-2,$-2,-,$-50.1,$105,-,$105,$-110.2,$-110.2,$-32.5,$10.8,$-26.9,$-4,$10.3,$-32.5
2014-12-31,$34.7,$25.5,$-0.4,$25.1,$-5,-,$-14.9,$-12.1,$-10.1,$53.7,$-7.9,$-0.5,$-31.6,-,$-1.7,$-1.7,-,$-41.7,-,-,-,$4.2,$4.2,$-32.4,$5.4,$-22.8,$-17.2,$11.2,$-32.4
2014-09-30,$32.5,$25.3,$-2,$23.3,$65.1,-,$-7.1,$20.8,$-39.5,$17.1,$-6,$-1.4,-,-,$-1.8,$-1.8,-,$-9.2,-,-,-,$0.3,$0.3,$-25.2,$3.3,$-21.6,$-16.3,$8.4,$-25.2
2014-06-30,$140.2,$25.6,$-1.8,$23.8,$0.3,-,$-8.5,$-55.8,$40.2,$200.3,$-7.5,$-2.2,$0.2,-,-,-,-,$-9.5,-,-,-,$-79.4,$-79.4,$-25.2,$15.1,$-89.5,$103.2,$9.6,$-25.2
2014-03-31,$50.8,$25.4,$-6.8,$18.6,$-90.7,-,$28.1,$56.1,$22,$96.5,$-9.1,$-3.8,$-59.4,-,-,-,-,$-72.3,-,-,-,$0.9,$0.9,$-25,$5,$-19.1,$4.1,$10.3,$-25
2013-12-31,$27.6,$23.4,$4.6,$28,$34.8,-,$-14.2,$-3.1,$36.9,$96.3,$-13.2,$-4.3,-,-,-,-,-,$-17.5,-,-,-,$0.3,$0.3,$-25,$1.7,$-23,$57.2,$9.9,$-25
2013-09-30,$44.4,$23,$4.2,$27.2,$74.7,-,$-32.2,$-1.7,$-74.7,$-5.4,$-10.5,$-2.8,$-37.7,-,-,-,-,$-51,$-0.5,-,$-0.5,$-2,$-2,$-21.5,$-3.3,$-27.3,$-82.9,$4.8,$-21.5
2013-06-30,$134.6,$22.5,$18.9,$41.4,$-32.6,-,$13.1,$-49.5,$17.6,$198.6,$-8.5,$-6.8,-,-,-,-,$-1.1,$-16.4,-,-,-,$-80.9,$-80.9,$-21.6,$5,$-97.5,$83.8,$6,$-21.6
2013-03-31,$43.4,$22.6,$14.6,$37.2,$-107.4,-,$32.7,$-2.2,$-83.8,$-1.2,$-13.2,$-3.4,-,-,-,-,-,$-16.6,-,-,-,$-36.2,$-36.2,$-21.9,$0.6,$-57.5,$-76.9,$8.2,$-21.9
2012-12-31,$15.8,$23.8,$4.4,$28.2,$15.4,-,$8.8,$-2.4,$45.8,$89.1,$-10.1,$-0.8,-,-,-,-,-,$-10.9,-,-,-,$-8.8,$-8.8,$-22,$-0.5,$-31.3,$47.3,$8.4,$-22
2012-09-30,$18.3,$24.5,$-1.3,$23.2,$51.4,-,$-13.3,$-12.4,$-62.2,$-15.6,$-6.4,$-1.7,-,-,-,-,-,$-8.1,-,-,-,$-66.3,$-66.3,$-20.3,$-0.3,$-86.9,$-108.7,$4.5,$-20.3
2012-06-30,$83.4,$23.5,$50,$73.5,$12.7,-,$-4.4,$-61.9,$23.9,$186.7,$-11,$-3.3,-,-,-,-,$6.5,$-7.8,$-40,-,$-40,$-9.3,$-9.3,$-19.9,$1,$-68.2,$101.7,$6.7,$-19.9
2012-03-31,$16.7,$25.1,$28,$53.1,$-92.1,-,$18.3,$17.1,$-52.7,$15.8,$-9.2,$-1.6,$-0.1,-,$2.1,$2.1,-,$-8.8,$-30,-,$-30,$2.5,$2.5,$-0.1,$0.6,$-27,$-19.4,$7.8,$-0.1
2011-12-31,$6.8,$22.7,$7.5,$30.2,$31.2,-,$-0.2,$-21.6,$28.3,$64.8,$-9.5,$-5.5,$0.4,-,-,-,-,$-14.6,$-20,-,$-20,$1.3,$1.3,$-39.6,$-2.1,$-60.4,$-14.6,$8.3,$-39.6
2011-09-30,$16.7,$20.7,$1,$21.7,$82.9,-,$-26.1,$-5.6,$-14,$23.3,$-4.1,$-2.5,$-72.7,-,-,-,-,$-79.3,$490,$-400,$90,$-2.5,$-2.5,$-18.5,$-2.1,$66.9,$11.3,$5.5,$-18.5
2011-06-30,$116.2,$21,$24.8,$45.8,$-12,-,$9.1,$-45.2,$-2.2,$152,$-8.6,$-8.7,$-0.2,-,-,-,-,$-17.5,-,$-40,$-40,$2,$2,$-18.4,$2.3,$-54.1,$90.2,$6.8,$-18.4
2011-03-31,$29.7,$19.2,$5.1,$24.3,$-94.8,-,$20,$20.3,$-42.8,$12,$-7,$-6.7,$-197.6,-,-,-,-,$-211.3,-,$240,$240,$-63.8,$-63.8,$-18.7,$0.9,$158.4,$-36.5,$8.3,$-18.7
2010-12-31,$10.4,$16.5,$7.9,$24.4,$2.5,-,$1.1,$2.8,$16.6,$51.4,$-7.3,$-1.9,$-18.3,-,-,-,-,$-27.5,-,-,-,$-1.2,$-1.2,$-18.9,$0.7,$-19.4,$7.1,$8.7,$-18.9
2010-09-30,$13.3,$15.6,$5.1,$20.7,$64.5,-,$-21.7,$-19.1,$-60.1,$-24.5,$-6.3,$-0.8,$-77.4,-,-,-,-,$-84.5,-,-,-,$-111.3,$-111.3,$-18.8,$-0.1,$-130.2,$-231.9,$6.2,$-18.8
2010-06-30,$105.1,$14.5,$41,$55.5,$2.8,-,$-5.2,$-10,$22.4,$179.3,$-20.2,$-3.9,$-23.9,-,-,-,-,$-48,-,-,-,$-109.2,$-109.2,$-19,$-2.7,$-130.9,$234.7,$6.3,$-19
2010-03-31,$24.9,$14.3,$14.7,$29,$-40.9,-,$20.8,$6.9,$6.1,$62,$-9.5,$-5.3,$-5.5,-,-,-,-,$-20.3,-,$-0.6,$-0.6,$1.5,$1.5,$-18.8,$2.2,$-15.7,$30.8,$7.7,$-18.8
2009-12-31,$33.6,$14.5,$6.8,$21.3,$-6.8,-,$-7.5,$14.7,$31.9,$88.9,$-9.4,$-1.1,$-5.8,-,-,-,-,$-16.3,-,$0.6,$0.6,$-46.2,$-46.2,$-19,$0.6,$-64,$8.2,$7.5,$-19
2009-09-30,$26.4,$13.7,$3.1,$16.8,$72.7,-,$1.8,$-10.7,$-14,$29.9,$-3.6,$-0.1,-,-,-,-,-,$-3.7,-,-,-,$-57.8,$-57.8,$-9.8,$0.1,$-67.5,$-34.5,$5.8,$-9.8
2009-06-30,$116.9,$13.6,$12.9,$26.5,$-35.8,-,$-0.1,$-9.2,$-1.2,$146.4,$-13.4,$-1.1,$-45.9,-,-,-,-,$-60.4,-,-,-,$-14.1,$-14.1,$-9.8,$0.3,$-23.6,$67.6,$7,$-9.8
2009-03-31,$40.9,$13.2,$8.4,$21.6,$-61.6,-,$-6.3,$23.4,$-24.1,$38.1,$-6.2,$-1.3,$-0.2,-,-,-,-,$-7.7,-,-,-,$-5,$-5,$-9.8,-,$-14.8,$45.8,$6.3,$-9.8
2008-12-31,$29.9,$12.7,$5.6,$18.3,$38,-,$6.8,$240.2,$293.6,$339,$-4.6,$-0.6,-,-,-,-,-,$-5.2,-,$-253.3,$-253.3,$-11.2,$-11.2,$-9.9,-,$-274.4,$135.6,$9.6,$-9.9
2008-09-30,$35.6,$14.2,$-2,$12.2,$91.1,-,$-14.4,$-275.8,$-292.2,$-246.3,$-2.6,$-0.1,$-14.7,-,-,-,-,$-17.4,$-114.4,$253.3,$138.9,$1.8,$1.8,$-8.4,$0.1,$132.4,$-130.3,$5.7,$-8.4
2008-06-30,$97.8,$10.8,$2.3,$13.1,$-66,-,$-20.3,$-275.4,$-265,$-151.6,$-13.2,$-1.5,-,-,-,-,-,$-14.7,$-35,$94.2,$59.2,$6.2,$6.2,$-8.4,$1.4,$58.4,$-198.7,$9.6,$-8.4
2008-03-31,$29.5,$12.8,$9.4,$22.2,$-48.5,-,$28.4,$589.9,$558.5,$612.2,$-11.6,$-1.8,-,-,-,-,-,$-13.4,$-40,$-389.2,$-429.2,$3,$3,$-8.4,$0.3,$-434.3,$165.6,$9.1,$-8.4
2007-12-31,$28.9,$12.4,$1.7,$14.1,$41.8,-,$-8.7,$-347.3,$-318.7,$-272.5,$-11.7,$-0.7,-,-,-,-,-,$-12.4,$-10,$312,$302,$8.9,$8.9,$-8.4,-,$302.5,$17.8,$9.4,$-8.4
2007-09-30,$36,$12.4,$-2.4,$10,$129,-,$-0.4,$24.1,$74.1,$119.8,$-4.9,$-1.1,$-6.1,-,-,-,-,$-12.1,$-85,$-17,$-102,-,-,$-8.4,-,$-110.4,$-2.2,$5.6,$-8.4
2007-06-30,$98.7,$18.4,$10.7,$29.1,$-130.1,-,$8.5,$-3.2,$-41.6,$84.9,$-12.3,$-1.6,-,-,-,-,-,$-13.9,$177.7,$-200.9,$-23.2,$4.3,$4.3,-,$-6.9,$-25.8,$45.4,$6,-
2007-03-31,$41.9,$14,$9.9,$23.9,$-28.6,-,$17.3,$-226.7,$-209.2,$-141.3,$-10.5,$-1.2,-,-,-,-,-,$-11.7,$440,$246.6,$686.6,-,-,-,$-575,$111.6,$-41.6,$6.2,-
2006-12-31,$28,$14.6,$5.9,$20.5,$15.9,-,$2.1,$101.5,$130.2,$179.2,$-5.5,$-3.2,-,-,-,-,-,$-8.7,-,$0.2,$0.2,-,-,-,$-101.8,$-101.6,$68.9,$6.4,-
2006-09-30,$28.5,$15.5,$3.9,$19.4,$43.6,-,$-14.7,$-12.6,$-12.4,$37.7,$-3.5,$-0.1,-,-,-,-,-,$-3.6,-,$-31.7,$-31.7,-,-,-,$-36.5,$-68.2,$-34.2,$5.7,-
2006-03-31,$66,$53.5,$39.3,$92.8,$7.4,-,$20.2,$119.4,$172.2,$332,$-23.6,$-3.3,$19.9,-,-,-,-,$-7,-,$18.7,$18.7,-,-,-,$-289.1,$-270.4,$54.4,$17.5,-
