,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$116,$289,$21,$310,$66,$36,-,$-248,$-36,$398,"$-1,354",-,-,-,$-7,$-7,$13,"$-1,348",$563,$218,$781,$439,$439,$-128,$-9,"$1,083",$133,$5,$-128
2020-09-30,$369,$298,$50,$348,$48,$-42,-,$-146,$-91,$635,$-661,-,-,-,$-2,$-2,$-3,$-666,-,$152,$152,$10,$10,$-125,$-1,$36,$5,$5,$-125
2020-06-30,$244,$297,$41,$338,$-156,$-42,-,$-57,$-166,$404,$-613,-,-,-,$-17,$-17,$-1,$-631,$798,$-495,$303,$14,$14,$-123,$-7,$187,$-40,$5,$-123
2020-03-31,$148,$291,$25,$316,$-5,$23,-,$-35,$-191,$290,$-671,-,-,-,$-15,$-15,$2,$-684,$380,$175,$555,$13,$13,$-124,$-23,$421,$27,$6,$-124
2019-12-31,$95,$285,$20,$305,$69,$-6,-,$-34,$105,$502,$-655,-,-,-,$12,$12,$6,$-637,$376,$-104,$272,$14,$14,$-123,$-7,$156,$21,$5,$-123
2019-09-30,$366,$279,$88,$367,$56,$-54,-,$25,$62,$789,$-637,-,-,-,$-7,$-7,-,$-644,$450,$-454,$-4,$17,$17,$-119,$-6,$-112,$33,$5,$-119
2019-06-30,$180,$263,$19,$282,$-50,$-31,-,$45,$27,$492,$-585,-,-,-,$2,$2,$-4,$-587,-,$199,$199,$18,$18,$-118,-,$99,$4,$4,$-118
2019-03-31,$193,$273,$32,$305,$4,$81,-,$-3,$-103,$387,$-565,-,-,-,$-3,$-3,$1,$-567,$121,$202,$323,$19,$19,$-118,$-33,$191,$11,$6,$-118
2018-12-31,$69,$267,$6,$273,$105,$43,-,$-103,$119,$484,$-619,-,-,-,$-3,$-3,$5,$-617,$180,$76,$256,$18,$18,$-118,$-8,$148,$15,$5,$-118
2018-09-30,$359,$264,$125,$389,$41,$-50,-,$119,$108,$866,$-591,-,-,-,$-6,$-6,$7,$-590,$-199,$15,$-184,$16,$16,$-113,$1,$-280,$-4,$5,$-113
2018-06-30,$240,$263,$50,$313,$-144,$-22,-,$70,-,$562,$-537,-,-,-,$-3,$-3,$8,$-532,$530,$-454,$76,$23,$23,$-113,$-9,$-23,$7,$4,$-113
2018-03-31,$153,$259,$27,$286,$-26,$68,-,$-25,$-183,$258,$-591,-,-,-,$-4,$-4,$-2,$-597,-,$475,$475,$17,$17,$-113,$-19,$360,$21,$6,$-113
2017-12-31,$-59,$234,$170,$404,$6,$37,-,$-46,$129,$471,$-620,-,-,-,$-4,$-4,$4,$-620,$240,$38,$278,-,-,$-112,$-6,$160,$11,$5,$-112
2017-09-30,$290,$248,$189,$437,$-5,$-34,-,$43,$59,$784,$-527,-,-,-,$-3,$-3,$5,$-525,$300,$-446,$-146,-,-,$-108,$-1,$-255,$4,$4,$-108
