,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$-225,$86,$87,$173,$488,-,-,$-160,$-86,$-138,$-8,$-8,-,-,-,-,$-2,$-18,$-7,-,$-7,-,-,-,$-48,$-55,$-205,$60,-
2020-09-30,$-81,$97,$8,$105,-,-,-,$-124,$-124,$-100,$-8,$-5,-,-,-,-,-,$-13,$-1,-,$-1,-,-,-,$6,$5,$-107,$25,-
2020-06-30,$-432,$95,$-41,$54,-,-,-,"$1,195","$1,195",$817,$-18,$-16,-,-,-,-,$5,$-29,$992,-,$992,-,-,-,$-10,$982,"$1,770",$24,-
2020-03-31,$18,$99,$43,$142,-,-,-,$-31,$-31,$129,$-12,$-17,-,-,-,-,$-18,$-47,"$1,485",-,"$1,485",$-296,$-296,$-42,$-47,"$1,100","$1,175",$-12,$-42
2019-12-31,$176,$114,$-46,$68,$-105,-,-,$-36,$-42,$202,$-15,$-45,-,-,-,-,$-16,$-76,$185,-,$185,$-452,$-452,$-42,$4,$-305,$-179,$31,$-42
2019-09-30,$290,$93,$-31,$62,-,-,-,$180,$180,$532,$100,$-35,-,-,-,-,$-17,$48,$-10,-,$-10,$-433,$-433,$-43,$1,$-485,$91,$42,$-43
2019-06-30,$261,$93,$49,$142,-,-,-,$-117,$-117,$286,$-23,$-25,-,-,-,-,$-3,$-51,$439,-,$439,$-357,$-357,$-43,$-19,$20,$257,$47,$-43
2019-03-31,$159,$91,$-7,$84,-,-,-,$121,$121,$364,$-23,$-19,-,-,-,-,$-2,$-44,$39,-,$39,$-296,$-296,$-44,$-42,$-343,$-23,$34,$-44
2018-12-31,$225,$106,$-36,$70,$-161,-,-,$59,$46,$341,$-21,$-25,-,-,-,-,$-5,$-51,$-304,-,$-304,$-160,$-160,$-44,$-2,$-510,$-216,$24,$-44
2018-09-30,$164,$87,$65,$152,-,-,-,$66,$66,$382,$-23,$-24,-,-,-,-,$42,$-5,$-3,-,$-3,$-122,$-122,$-45,$-4,$-174,$195,$35,$-45
