,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$182.958,$16.966,$27.89,$44.856,$-87.598,$-41.322,$-30.642,$75.661,$-40.89,$186.924,$-7.683,-,$-161.103,$-109.54,-,$-109.54,-,$-278.326,-,-,-,$14.852,$14.852,-,$-2.79,$12.062,$-77.128,$40.095,-
2020-09-30,$168.375,$13.897,$32.013,$45.91,$83.008,$-111.105,$40.33,$-2.975,$0.842,$215.127,$-2.523,-,-,$101.407,$3.399,$104.806,-,$102.283,-,-,-,$-146.802,$-146.802,-,$-1.932,$-148.734,$170.093,$36.469,-
2020-06-30,$144.793,$12.858,$39.283,$52.141,$-31.066,$-65.2,$37.859,$-12.717,$-58.718,$138.216,$-2.071,-,$-0.092,$-101.118,-,$-101.118,-,$-103.281,-,-,-,$5.146,$5.146,-,$-2.26,$2.886,$38.849,$32.922,-
2020-03-31,$138.431,$11.25,$32.086,$43.336,$46.329,$-17.691,$-6.386,$26.296,$13.08,$194.847,$-3.107,-,$-66.225,$-260.146,-,$-260.146,-,$-329.478,-,-,-,$-210.813,$-210.813,-,$-1.74,$-212.553,$-349.875,$27.556,-
2019-12-31,$260.692,$7.162,$-56.079,$-48.917,$55.265,$-4.024,$12.424,$47.371,$115.386,$327.161,$-2.432,-,-,$-261.597,-,$-261.597,-,$-264.029,-,-,-,$-46.324,$-46.324,-,$-2.131,$-48.455,$16.024,$26.435,-
2019-09-30,$208.895,$6.419,$29.063,$35.482,$-104.172,$74.571,$-7.578,$31.583,$25.02,$269.397,$-4.68,-,$-1.365,$-36.708,$28.22,$-8.488,-,$-14.533,-,-,-,$-100.536,$-100.536,-,$-2.407,$-102.943,$150.855,$26.257,-
2019-06-30,$189.251,$6.204,$37.195,$43.399,$-71.834,$32.976,$-4.392,$-14.918,$-36.271,$196.379,$-3.402,-,-,$33.112,-,$33.112,-,$29.71,-,-,-,$-88.227,$-88.227,-,$-2.812,$-91.039,$134.927,$24.297,-
2019-03-31,$201.029,$6.293,$26.112,$32.405,$60.531,$-82.596,$-2.391,$-21.907,$-63.337,$170.097,$-5.237,-,-,$-29.983,-,$-29.983,-,$-35.22,-,-,-,$26.323,$26.323,-,$-1.85,$24.473,$159.545,$24.291,-
2018-12-31,$170.322,$7.734,$21.038,$28.772,$-9.724,$-47.23,$8.822,$134.149,$96.725,$295.819,$-6.217,-,$-1.181,$-166.263,-,$-166.263,$2,$-171.661,-,-,-,$4.016,$4.016,-,$-2.501,$1.515,$125.267,$24.619,-
2018-09-30,$168.524,$6.032,$-8.08,$-2.048,$-54.621,$37.525,$26.918,$-310.017,$-285.301,$-118.825,$-4.542,-,$-95.64,$13.702,-,$13.702,-,$-86.48,-,-,-,$20.832,$20.832,-,$-2.922,$17.91,$-187.772,$23.254,-
2018-06-30,$-155.269,$4.878,$16.838,$21.716,$-53.578,$22.692,$-16.443,$307.304,$264.137,$130.584,$-6.735,-,-,$-296.373,$-8,$-304.373,$-2,$-313.108,-,-,-,$11.51,$11.51,-,$-3.392,$8.118,$-174.999,$22.478,-
2018-03-31,$144.538,$5.667,$17.31,$22.977,$40.007,$38.067,$20.04,$-25.426,$28.026,$195.541,$-6.336,-,-,$-177.528,-,$-177.528,-,$-183.864,-,-,-,$17.3,$17.3,-,$-1.992,$15.308,$26.971,$20.851,-
2017-12-31,$103.833,$5.631,$51.605,$57.236,$-34.735,$26.959,$15.971,$-37.46,$22.595,$183.664,$-3.12,-,-,$-189.11,-,$-189.11,-,$-192.23,-,-,-,$15.241,$15.241,-,$-2.015,$13.226,$4.716,$20.436,-
2017-09-30,$133.722,$5.675,$5.924,$11.599,$57.013,$30.646,$-47.374,$8.065,$60.547,$205.868,$-2.625,-,-,$-187.789,-,$-187.789,$3,$-187.414,-,-,-,$13.765,$13.765,-,$-1.498,$12.267,$31.007,$20.152,-
2017-06-30,$102.685,$5.517,$7.364,$12.881,$-60.562,$-77.017,$19.947,$69.68,$-36.333,$79.233,$-4.889,-,-,$-5.119,-,$-5.119,-,$-10.008,-,-,-,$8.624,$8.624,-,$-1.166,$7.458,$76.91,$18.4,-
2017-03-31,$82.961,$5.269,$18.96,$24.229,$44.057,$-50.296,$-18.648,$92.779,$55.672,$162.862,$-4.645,-,-,$2.977,-,$2.977,-,$-1.668,-,-,-,$19.481,$19.481,-,$-0.963,$18.518,$179.896,$16.439,-
2016-12-31,$58.783,$5.441,$8.324,$13.765,$-42.876,$-74.363,$3.168,$76.999,$-6.981,$65.567,$-4.935,-,-,$-1.289,-,$-1.289,-,$-6.224,-,-,-,$9.299,$9.299,-,$-0.665,$8.634,$67.646,$16.324,-
2016-09-30,$51.257,$5.754,$8.272,$14.026,$-63.584,$-43.997,$17.009,$-38.51,$-98.551,$-33.268,$-3.745,-,-,$-7.629,-,$-7.629,-,$-11.374,-,-,-,$14.677,$14.677,-,$-0.538,$14.139,$-30.577,$15.116,-
2016-06-30,$38.904,$5.268,$8.953,$14.221,$-11.54,$-34.1,$34.624,$2.036,$11.743,$64.868,$-4.107,-,-,$-241.3,$-2.5,$-243.8,-,$-247.907,-,-,-,$4.455,$4.455,-,$-0.919,$3.536,$-179.605,$14.232,-
2016-03-31,$35.245,$4.779,$11.763,$16.542,$9.144,$8.099,$-16.123,$32.287,$25.341,$77.128,$-8.632,-,-,$-51.638,-,$-51.638,-,$-60.27,-,-,-,$6.75,$6.75,-,$-0.314,$6.436,$23.337,$13.36,-
2015-12-31,$43.924,$4.086,$36.433,$40.519,$15.967,$17.792,$9.182,$16.823,$69.319,$153.762,$-6.015,$0.743,-,$150,-,$150,$-0.002,$144.726,-,-,-,$3.273,$3.273,-,$-32.689,$-29.416,$268.826,$12.978,-
