,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$1,377.2",$464.3,$-239.4,$224.9,$-6.8,$-68.6,$-137.5,$602.8,$390.7,"$1,992.8",$-453.5,-,$24.7,-,-,-,$65.9,$-362.9,$-997.6,$-7.4,"$-1,005",$31,$31,$-961.6,-,"$-1,935.6",$-234.7,$28.4,$-961.6
2020-09-30,"$1,762.6",$440.1,$-87.5,$352.6,-,-,-,$824.3,$824.3,"$2,939.5",$-390,-,$1.3,-,-,-,$120.8,$-267.9,$-448.7,$-993.4,"$-1,442.1",$104.6,$104.6,$-930.9,$-0.1,"$-2,268.5",$428.1,$7.3,$-930.9
2020-06-30,$483.8,$425.7,$107.9,$533.6,-,-,-,"$-1,230.5","$-1,230.5",$-213.1,$-303.2,-,$-21.9,-,-,-,$-71.5,$-396.6,$-699.1,$-4.1,$-703.2,$55.4,$55.4,$-929.7,$-0.4,"$-1,577.9","$-2,124.1",$30.8,$-929.7
2020-03-31,"$1,106.9",$421.3,$214.4,$635.7,-,-,-,$-196.6,$-196.6,"$1,546",$-466.7,-,$6.1,-,-,-,$-57.8,$-518.4,"$5,276.7",$111.8,"$5,388.5",$-803.3,$-803.3,$-930.7,$-121.5,"$3,533","$4,481.3",$25.9,$-930.7
2019-12-31,"$1,572.2",$413.6,$-102.8,$310.8,$27,$128.8,$-26.8,$-292.2,$6.3,"$1,889.3",$-693,-,$-15.2,-,-,-,$-98.8,$-807,$6.4,$904.8,$911.2,"$-1,417.8","$-1,417.8",$-935.2,-,"$-1,441.8",$-278.8,$19.5,$-935.2
2019-09-30,"$1,607.9",$413.4,$43.9,$457.3,-,-,-,$221.5,$221.5,"$2,286.7",$-527.6,-,$8.4,-,-,-,$-73.6,$-592.8,"$1,307.1",$-600.7,$706.4,"$-1,394.4","$-1,394.4",$-876.9,$-12.7,"$-1,577.6",$42.8,$29.6,$-876.9
2019-06-30,"$1,516.9",$398.3,$101.8,$500.1,-,-,-,$-91.5,$-91.5,"$1,925.5",$-528.9,-,$-316.2,-,-,-,$-54.9,$-900,$-974.7,$589.1,$-385.6,$-928,$-928,$-883,$0.5,"$-2,196.1","$-1,154.6",$28.9,$-883
2019-03-31,"$1,328.4",$392.6,$137.4,$530,-,-,-,$162.2,$162.2,"$2,020.6",$-493,-,$122.9,-,-,-,$-401.2,$-771.3,"$2,098.3",$-94,"$2,004.3",$-885.5,$-885.5,$-886.8,$-11.3,$220.7,"$1,423.1",$31.6,$-886.8
2018-12-31,"$1,415.3",$379,$17,$396,$-479.4,$-1.9,$129.4,$173,$-299.7,"$1,511.6",$-849.2,-,$65.2,-,-,-,$-99.9,$-883.9,$-752.5,$101.6,$-650.9,$-759.9,$-759.9,$-892.5,$-7.9,"$-2,311.2","$-1,708.5",$25.4,$-892.5
2018-09-30,"$1,637.3",$375.1,$14.4,$389.5,-,-,-,$444.3,$444.3,"$2,471.1",$-692.5,-,$69.3,-,-,-,$-98.1,$-721.3,"$1,790",$-801.4,$988.6,$-971.5,$-971.5,$-779.8,$-5.3,$-768,$951,$36,$-779.8
