,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$200,$310,$6,$316,-,$50,$-75,$17,$41,$556,"$1,889",-,"$-1,136",-,-,-,$-70,$-582,$761,"$1,020","$1,781",$-672,"$-1,395",$423,$10,$-15,$-41,-,$309
2020-09-30,$121,$314,$40,$354,$-312,$-72,$296,$42,$-215,$258,$-611,-,-,-,-,-,$71,$-540,$-28,$459,$431,$-1,$-2,$-130,$-3,$296,$14,-,$-82
2020-06-30,$105,$305,$-148,$157,$76,$-88,$-29,$96,$257,$519,$-614,-,"$1,136",-,-,-,$-11,$511,"$-1,720",$-651,"$-2,371",$673,"$1,397",$-106,$-3,"$-1,083",$-53,-,$-82
2020-03-31,"$-1,199",$290,"$1,577","$1,867",$236,$110,$-192,$-81,$-9,$662,$-664,-,-,-,-,-,$10,$-654,$987,$-828,$159,-,-,$-187,$-4,$-32,$-24,-,$-145
2019-12-31,$157,$312,$111,$423,$226,$33,$-330,$-62,$-27,$552,$-679,-,-,$-6,-,$-6,$39,$-646,$-77,$307,$230,-,-,$-161,$-1,$68,$-26,-,$-144
2019-09-30,$270,$349,$-31,$318,$-463,$-95,$469,$12,$-78,$512,$-653,-,$-4,-,-,-,$31,$-626,$912,$-637,$275,-,-,$-186,$-10,$79,$-35,-,$-145
2019-06-30,$195,$350,$-27,$323,$325,$-110,$-262,$-140,$-228,$303,$-632,-,-,-,-,-,$22,$-610,$917,$-471,$446,-,-,$-161,$-1,$284,$-23,-,$-144
2019-03-31,$169,$329,-,$329,$138,$120,$-332,$-32,$-222,$271,$-537,-,"$-5,987",-,-,-,$-15,"$-6,539",$-138,"$2,692","$2,554",-,-,$-187,$-22,"$2,345","$-3,923",-,$-144
2018-12-31,$120,$275,$-8,$267,$-509,$11,$482,$-47,$68,$457,$-530,-,-,-,-,-,$-3,$-533,"$1,382",$8,"$1,390","$1,844","$2,794",$-150,$-11,"$4,023","$3,947",-,$-139
2018-09-30,$158,$342,$-26,$316,$123,$-62,$-16,$53,$110,$586,$-424,-,-,-,-,-,$17,$-407,$-138,$-363,$-501,-,$790,$-502,$-1,$-214,$-35,-,$-502
2018-06-30,$-75,$354,$235,$589,$193,$-87,$-37,$91,$89,$609,$-335,-,-,$382,-,$382,$17,$64,$-65,$-351,$-416,-,-,$-120,$-28,$-564,$109,-,$-120
2018-03-31,$165,$320,$-6,$314,$39,$139,$-209,$66,$3,$484,$-362,-,-,$16,-,$16,$15,$-331,$832,$-876,$-44,-,-,$-136,$-12,$-192,$-39,-,$-136
2017-12-31,"$1,296",$293,"$-1,034",$-741,$-432,$45,$273,$-63,$-174,$389,$-432,-,-,-,-,-,$72,$-360,$-614,$768,$154,-,-,$-115,$-5,$34,$63,-,$-115
2017-09-30,$169,$275,$-7,$268,$-18,$-32,$21,$-74,$-84,$351,$-345,-,-,-,-,-,$88,$-257,$670,$-688,$-18,-,-,$-116,$-7,$-141,$-47,-,$-116
2017-06-30,$135,$260,$-43,$217,$120,$-94,$-36,$-73,$-4,$360,$-337,-,-,-,-,-,$69,$-268,$-64,$81,$17,-,-,$-115,$-4,$-102,$-10,-,$-115
2017-03-31,$192,$232,$-55,$177,$114,$74,$-122,$-58,$-58,$317,$-312,-,$-132,-,-,-,$72,$-372,$-107,$192,$85,-,-,$-115,$-6,$-36,$-91,-,$-115
2016-12-31,$101,$260,$33,$293,$-203,$39,$223,$-60,$45,$468,$-367,-,-,-,$-363,$-363,$435,$-295,$-363,$398,$35,-,-,$-111,$-22,$-98,$75,-,$-111
2016-09-30,$179,$330,$1,$331,$-61,$-68,$19,$-21,$-122,$394,$-365,-,$-4,-,$363,$363,$-266,$-272,$180,$-189,$-9,-,-,$-111,$-3,$-123,$-1,-,$-111
2016-06-30,$-2,$296,$81,$377,$80,$-49,$-27,$49,$42,$424,$-350,-,$-98,$178,-,$178,$72,$-198,$-288,$406,$118,-,-,$-289,$-2,$-173,$53,-,$-289
2016-03-31,$154,$266,$-31,$235,$67,$112,$-82,$42,$242,$637,$-332,-,-,-,$-363,$-363,$426,$-269,$-147,$-151,$-298,-,-,$-110,$-6,$-414,$-46,-,$-110
2015-12-31,$-509,$252,$786,"$1,038",$-105,$-5,$108,$-112,$-189,$352,$-453,-,-,-,-,-,$90,$-363,$69,$92,$161,-,-,$-107,$-6,$48,$37,-,$-107
2015-09-30,$-391,$275,$492,$767,$83,$-70,$-5,$6,$11,$396,$-419,-,-,-,-,-,$66,$-353,$-113,$190,$77,-,-,$-138,-,$-61,$-18,-,$-138
2015-06-30,$77,$246,$38,$284,$310,$-76,$-119,$50,$88,$456,$-371,-,-,$32,-,$32,$5,$-334,$-261,$257,$-4,-,-,$-107,-,$-111,$11,-,$-107
2015-03-31,$131,$224,-,$224,$57,$179,$-208,$121,$312,$666,$-341,-,-,-,-,-,$4,$-337,$-139,$-149,$-288,-,-,$-106,$1,$-393,$-64,-,$-106
2014-12-31,$176,$236,$152,$388,$-309,$24,$234,$-87,$-292,$273,$-374,-,-,-,$-1,$-1,$17,$-358,$-60,$315,$255,-,-,$-102,-,$153,$68,-,$-102
2014-09-30,$143,$300,$-9,$291,$137,$-116,$-63,$22,$-35,$412,$-373,-,-,-,$1,$1,$5,$-367,$-104,$187,$83,-,-,$-102,$-2,$-21,$24,-,$-102
2014-06-30,$107,$263,$-31,$232,$464,$-123,$-302,$10,$-14,$332,$-324,-,-,-,$-1,$-1,$-18,$-343,$-142,$83,$-59,$-1,$-1,$-102,-,$-162,$-173,-,$-102
2014-03-31,$185,$242,$-34,$208,$-253,$113,$128,$-12,$-5,$380,$-301,-,-,-,-,-,$-15,$-316,$369,$-161,$208,$1,$1,$-102,-,$107,$171,-,$-102
2013-12-31,$113,$220,$10,$230,$-429,$89,$303,$-3,$127,$481,$-374,-,-,-,-,-,-,$-374,$-118,$91,$-27,$4,$4,$-88,$-7,$-118,$-11,-,$-88
2013-09-30,$151,$255,$-10,$245,$107,$-99,$-43,$8,$-62,$342,$-326,-,-,-,-,-,$25,$-301,$-260,$33,$-227,-,-,$-89,$-3,$-319,$-278,-,$-89
2013-06-30,$-100,$261,$135,$396,$132,$-131,$-75,$47,$-32,$257,$-315,-,-,$9,$-38,$-29,$-7,$-351,$467,$-24,$443,$-1,$-1,$-89,$-7,$346,$252,-,$-89
2013-03-31,$147,$248,$37,$285,$-66,$119,$-33,$148,$89,$533,$-271,-,-,-,-,-,$-3,$-274,$-612,$23,$-589,$1,$1,$-89,$17,$-660,$-401,-,$-89
2012-12-31,$134,$259,$64,$323,$-250,$30,$180,$50,$17,$481,$-394,-,-,-,$-11,$-11,$11,$-394,$-62,$-15,$-77,$1,$1,$-87,-,$-163,$-76,-,$-87
2012-09-30,$10,$309,$177,$486,$-33,$-83,$31,$52,$-44,$452,$-294,-,$-271,-,$10,$10,$3,$-552,$-156,$23,$-133,$1,$1,$-86,$-83,$-301,$-401,-,$-86
2012-06-30,$126,$282,$-7,$275,$100,$-14,$-45,$33,$96,$503,$-260,-,$-89,-,-,-,$-16,$-365,$-46,$21,$-25,-,-,$-86,-,$-111,$27,-,$-86
2012-03-31,$147,$232,$57,$289,$193,$94,$-172,$-44,$-16,$424,$-264,-,-,-,$-4,$-4,$-24,$-292,"$1,169",$-338,$831,$2,$2,$-87,$-2,$744,$876,-,$-87
2011-12-31,$117,$217,$13,$230,$-205,$61,$134,$24,$83,$439,$-343,-,-,-,$-3,$-3,$-12,$-358,-,$121,$121,$1,$1,$-85,$-1,$36,$117,-,$-85
2011-09-30,$973,$260,$-810,$-550,$28,$-116,$5,$-21,$-115,$312,$-327,-,-,-,$-2,$-2,$53,$-276,$-143,$117,$-26,$1,$1,$-84,$-14,$-123,$-87,-,$-84
2011-06-30,$119,$231,$74,$305,$169,$-115,$-52,$25,$76,$510,$-300,-,-,-,$-4,$-4,$40,$-264,-,$-69,$-69,$2,$2,$-84,-,$-151,$95,-,$-84
2011-03-31,$148,$208,$104,$312,$48,$181,$-168,$30,$166,$627,$-333,-,-,-,$-3,$-3,$28,$-308,$-216,$-58,$-274,$2,$2,$-84,$-67,$-423,$-104,-,$-84
2010-12-31,$124,$210,$141,$351,$-333,$29,$249,$-31,$-57,$403,$-456,-,-,-,$3,$3,$47,$-406,-,$163,$163,$24,$24,$-83,$-1,$103,$100,-,$-83
2010-09-30,$123,$250,$102,$352,$79,$-107,$-68,$-57,$-315,$165,$-326,-,-,-,$1,$1,$30,$-295,$-335,$41,$-294,$22,$22,$-82,-,$-354,$-484,-,$-82
2010-06-30,$81,$224,$44,$268,$357,$-137,$-90,$-51,$28,$383,$-469,-,-,-,$-2,$-2,$55,$-416,$-7,$30,$23,$341,$341,$-77,-,$287,$254,-,$-77
2010-03-31,$114,$207,$-113,$94,$-2,$161,$-125,$147,$225,$435,$-258,-,-,-,$-20,$-20,$-25,$-303,$-441,$-53,$-494,$29,$29,$-77,$-1,$-543,$-411,-,$-77
2009-12-31,$105,$189,$159,$348,$-513,$46,$290,$68,$-57,$404,$-351,-,-,-,$-4,$-4,$41,$-314,$648,-,$648,$15,$15,$-74,-,$589,$679,-,$-74
2009-09-30,$114,$217,$125,$342,$155,$-142,$-25,$-44,$-79,$381,$-305,-,-,-,$205,$205,$22,$-78,$-604,$-20,$-624,$301,$301,$-69,$-1,$-393,$-90,-,$-69
2009-06-30,$86,$198,$124,$322,$333,$-84,$-77,$16,$212,$623,$-244,-,-,-,$5,$5,$-4,$-243,$-226,$-159,$-385,$158,$158,$-67,-,$-294,$86,-,$-67
2009-03-31,$67,$176,$-6,$170,$308,$416,$-425,$-10,$195,$433,$-260,-,-,-,$2,$2,$-3,$-261,$-316,$81,$-235,$30,$30,$-66,$-3,$-274,$-102,-,$-66
2008-12-31,$87,$176,$408,$584,$-523,$143,$206,$-427,$-546,$127,$-388,-,-,-,$1,$1,$10,$-377,$373,$3,$376,$35,$35,$-63,$-15,$333,$83,-,$-63
2008-09-30,$136,$200,$-65,$135,$245,$-317,$-139,$-45,$-378,$-144,$-213,-,-,-,$-124,$-124,$46,$-291,$594,$-180,$414,$19,$19,$-63,$-1,$369,$-66,-,$-63
2008-06-30,$101,$195,$30,$225,$280,$-262,$-36,$-18,$-15,$301,$-232,-,-,-,$-151,$-151,$-5,$-388,$116,$95,$211,$25,$25,$-60,$-9,$167,$80,-,$-60
2008-03-31,$122,$166,$79,$245,$-84,$327,$56,$-39,$188,$567,$-187,-,-,-,$-107,$-107,$-18,$-312,$-258,$3,$-255,$1,$1,$-60,-,$-314,$-59,-,$-60
2007-12-31,$104,$181,$-88,$93,$-540,$58,$275,$175,$85,$282,$-263,-,-,-,$-97,$-97,$-7,$-367,$212,$6,$218,$2,$2,$-54,$-6,$160,$75,-,$-54
2007-09-30,$91,$181,$-17,$164,$136,$-172,$-166,$11,$-192,$65,$-187,-,-,-,$-57,$-57,$20,$-224,$505,$-352,$153,$1,$1,$-55,$2,$101,$-58,-,$-55
2007-06-30,$70,$174,$57,$231,$388,$-205,$-72,$-158,$-131,$163,$-265,-,-,-,$-39,$-39,$-2,$-306,-,$241,$241,$6,$6,$-55,$3,$195,$52,-,$-55
