,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$-756,$268,"$1,018","$1,286",$-48,-,-,$19,$-127,$403,$-165,-,-,-,$-39,$-39,$-42,$-246,$-9,$-27,$-36,$-39,$-39,$-59,$-14,$-148,$9,$37,$-59
2020-09-30,"$-1,105",$286,"$1,253","$1,539",$36,-,-,$-10,$108,$542,$-279,-,-,-,$3,$3,$-44,$-320,$487,$-583,$-96,-,-,$-59,$-27,$-182,$40,-,$-59
2020-06-30,"$-2,411",$341,"$2,460","$2,801",$54,$-1,-,$-57,$-66,$324,$-557,-,-,-,$-43,$-43,$-12,$-612,$302,$-28,$274,$4,$4,$-59,$-27,$192,$-96,$-9,$-59
2020-03-31,$-400,$409,$658,"$1,067",$175,$1,-,$10,$182,$849,$-795,-,-,-,$-23,$-23,$-105,$-923,$16,$290,$306,$-102,$-102,$-59,$-44,$101,$27,$9,$-59
2019-12-31,$-472,$401,$909,"$1,310",$-71,-,-,$84,$49,$887,$-749,-,-,-,$-261,$-261,$-134,"$-1,144","$2,172","$-1,609",$563,$-193,$-193,$-30,$-55,$285,$28,$48,$-30
2019-09-30,$388,$365,$-57,$308,$-22,-,-,$104,$113,$809,$-523,-,-,-,$-39,$-39,$-410,$-972,$-1,$289,$288,$-296,$-296,$-31,$-24,$-63,$-226,-,$-31
2019-06-30,$356,$358,$28,$386,$-31,$4,-,$-38,$-76,$666,$-718,-,-,-,$-37,$-37,$-80,$-835,$20,$-218,$-198,$674,$674,$-30,$-77,$369,$200,$-14,$-30
2019-03-31,$43,$323,$264,$587,$-63,$-4,-,$-1,$-253,$377,$-631,-,-,-,$-149,$-149,$-157,$-937,$23,$170,$193,$328,$328,$-21,$-29,$471,$-89,$14,$-21
2018-12-31,$306,$230,$-133,$97,$34,$14,-,$-1,$9,$412,$-450,-,-,-,-,-,"$-1,234","$-1,684",-,"$1,045","$1,045",$-1,$-1,$-12,$-54,$978,$-294,$9,$-12
2018-09-30,$160,$147,$58,$205,$-20,$4,-,$-4,$24,$389,$-390,-,-,-,$-1,$-1,$-230,$-621,$750,$-375,$375,$306,$306,$-13,$-41,$627,$395,$5,$-13
